position,player_name,course,score,thru,today,sg_ott,distance,accuracy,sg_app,gir,prox_fw,prox_rgh,sg_putt,sg_arg,scrambling,great_shots,poor_shots,sg_total,sg_t2g,sg_bs
1,"Koivun, Jackson",AN,-25,18,-5,1.23,290.7,0.92857,1.29,0.83333,24.086,14.9977,0.91,-0.82,1,4,1,2.62,1.71,2.52
2,"Scheffler, Scottie",AN,-22,18,-8,0.95,297.6,0.64286,2.69,0.88889,24.0173,31.2866,1.89,0.08,1,6,1,5.62,3.73,3.65
T3,"Matsuyama, Hideki",AN,-20,18,-7,1.07,299.7,0.78571,-1.41,0.72222,30.1295,83.2512,1.8,3.16,0.75,3,3,4.62,2.82,-0.34
T3,"Harman, Brian",AN,-20,18,-6,0.18,293.4,0.71429,1.67,0.77778,28.3528,31.0722,0.78,0.99,1,4,1,3.62,2.84,1.85
T3,"Phillips, Chandler",AN,-20,18,-4,0.2,295.6,0.71429,0.94,0.77778,25.6308,30.6546,0.88,-0.4,0.4,3,3,1.62,0.75,1.15
T3,"McCarthy, Denny",AN,-20,18,-5,-0.48,283.2,0.78571,2.2,0.88889,29.24,25.7319,1.48,-0.58,0.75,2,2,2.62,1.14,1.72
T7,"Thompson, Davis",AN,-19,18,-5,1.52,300.1,0.71429,0.37,0.83333,21.6539,69.2881,0.45,0.28,0.66667,5,1,2.62,2.17,1.89
T7,"Grillo, Emiliano",AN,-19,18,-2,0.47,289.5,0.71429,0.51,0.83333,35.5222,60.3805,-1.71,0.35,0.6,4,4,-0.38,1.33,0.98
9,"Kohles, Ben",AN,-18,18,-1,-0.19,286.7,0.78571,-0.35,0.77778,31.9598,97.2103,-1.28,0.44,0.66667,3,3,-1.38,-0.1,-0.54
T10,"Woodland, Gary",AN,-17,18,-6,0.61,304.4,0.78571,2.74,0.94444,20.0053,152.2937,-0.03,0.31,0.66667,5,1,3.62,3.65,3.34
T10,"Power, Seamus",AN,-17,18,-3,-0.15,291.7,0.64286,1.02,0.77778,23.395,171.4424,-1.01,0.77,1,3,2,0.62,1.63,0.86
T10,"Kim, Michael",AN,-17,18,-2,0.06,292.1,0.71429,0.78,0.77778,32.0567,42.7975,0.08,-1.31,0.33333,3,5,-0.38,-0.46,0.84
T13,"Knapp, Jake",AN,-16,18,-9,1.26,305.2,0.71429,4.02,0.83333,20.5457,68.7848,1.96,-0.62,0.8,5,1,6.62,4.66,5.28
T13,"Blair, Zac",AN,-16,18,-4,-0.15,278.5,0.78571,-0.5,0.66667,30.8376,93.1581,2.01,0.26,0.875,4,5,1.62,-0.39,-0.65
T13,"Horschel, Billy",AN,-16,18,-1,0.32,291.3,0.64286,1.96,0.88889,22.9803,36.7733,-3.53,-0.12,0.66667,1,4,-1.38,2.15,2.28
T16,"Fishburn, Patrick",AN,-15,18,-6,-0.31,294.2,0.64286,2.32,0.83333,28.9151,46.1858,2.65,-1.04,0.6,6,2,3.62,0.97,2.01
T16,"Dou, Zecheng",AN,-15,18,-5,1.25,290.6,0.78571,2.94,0.88889,24.735,155.6553,-1.41,-0.16,0.5,3,2,2.62,4.04,4.19
T16,"Chatfield, Davis",AN,-15,18,-3,-0.66,275.7,0.85714,0.89,0.88889,25.0573,100.9576,0.24,0.15,0.66667,0,2,0.62,0.39,0.23
T16,"Yu, Kevin",AN,-15,18,-3,0.94,295.9,0.78571,1.31,0.77778,31.3863,50.1722,-1.92,0.29,0.66667,1,1,0.62,2.54,2.25
T20,"Bezuidenhout, Christiaan",AN,-14,18,-5,1.11,289.8,0.85714,-0.38,0.83333,36.2371,65.9882,1.93,-0.04,0.8,5,2,2.62,0.69,0.73
T20,"Kim, Tom",AN,-14,18,-5,1.26,288.9,0.85714,0.22,0.77778,24.8473,null,0.4,0.73,1,4,1,2.62,2.22,1.48
T20,"Neergaard-Petersen, Rasmus",AN,-14,18,-5,1.8,300.5,0.92857,1.18,0.94444,27.9958,21.9267,-0.94,0.58,0.5,2,1,2.62,3.56,2.98
T20,"Hodges, Lee",AN,-14,18,-1,0.43,285.4,0.85714,-2.59,0.72222,32.355,28.3206,0.7,0.07,0.8,0,2,-1.38,-2.08,-2.15
T24,"Parry, John",AN,-13,18,-7,1.26,297.2,0.85714,-1.67,0.83333,31.8927,64.0718,1.04,3.99,0.83333,5,3,4.62,3.58,-0.41
T24,"Streelman, Kevin",AN,-13,18,-4,0.26,292.2,0.78571,1.36,0.72222,22.9533,70.7364,-2.93,2.93,0.71429,4,7,1.62,4.55,1.62
