player_id,player_display,name_key,field_status,r1_tee_time,r1_wave,venue_history_rounds,venue_history_sg,versus_expected,ch_adjustment,sg_total_12m,sg_ott_12m,sg_app_12m,sg_arg_12m,sg_putt_12m,sg_t2g_12m,sg_rounds_12m,wins_12m,win_rate_12m,dd_delta,da_delta,cf_adj_total,cf_short_game,cf_approach,cf_distance,cf_accuracy,cf_putt_2_5ft,cf_putt_5_30ft,cf_rough,cf_bunker,shotdist_50_100,shotdist_100_150,shotdist_150_200,shotdist_200plus,data_depth_class,baseline_confidence_band,debut_flag,debut_class,injury_flag
70,"Nakajima, Keita",NAKAJIMA_KEITA,confirmed,TBD,TBD,0,,,,-0.14,0.09,-0.01,-0.34,0.25,-0.27,80,0.0,0.0,0.7,1.7,0.01,0.0,0.0,0.0,0.01,7.0,11.9,2.1,1.3,1.9,6.1,5.9,3.5,deep,high,True,A,False
105,"Gomez, Fabian",GOMEZ_FABIAN,confirmed,TBD,TBD,17,-0.478,0.109,0.004,-0.8,-0.21,0.42,0.13,-0.68,0.34,66,0.0,0.0,-11.9,6.8,0.12,0.02,0.0,0.03,0.07,6.9,11.7,2.1,1.4,1.6,6.0,6.2,3.7,medium,medium,False,,False
93,"Van Rooyen, Erik",VAN ROOYEN_ERIK,confirmed,TBD,TBD,2,-1.928,-0.725,-0.003,-0.57,-0.01,-0.49,-0.1,0.01,-0.61,78,0.0,0.0,2.8,-3.1,-0.04,-0.01,0.0,0.0,-0.03,6.9,11.8,2.2,1.4,1.9,6.1,5.9,3.4,deep,high,False,,False
47,"Higgo, Garrick",HIGGO_GARRICK,confirmed,TBD,TBD,10,0.558,0.812,0.016,0.06,0.12,-0.4,-0.03,0.13,-0.31,79,0.0,0.0,5.0,-3.0,-0.05,-0.01,0.0,-0.01,-0.03,6.9,11.8,2.2,1.4,2.0,6.2,5.8,3.4,deep,high,False,,False
88,"Svensson, Adam",SVENSSON_ADAM,confirmed,TBD,TBD,20,0.69,0.556,0.022,-0.45,-0.39,0.23,0.24,-0.66,0.08,77,0.0,0.0,-9.2,2.5,0.07,0.01,0.0,0.02,0.04,6.8,11.7,2.0,1.3,1.7,6.0,6.1,3.6,deep,high,False,,False
132,"Feagles, Michael",FEAGLES_MICHAEL,confirmed,TBD,TBD,2,-4.222,-3.319,-0.013,-1.44,,,,,,48,0.0,0.0,-10.4,-0.4,0.05,0.05,0.0,0.02,-0.01,7.0,11.9,2.3,1.5,1.8,6.1,6.1,3.5,medium,medium,False,,False
80,"Skinns, David",SKINNS_DAVID,confirmed,TBD,TBD,6,-2.242,-1.482,-0.018,-0.35,-0.06,0.26,-0.13,-0.16,0.07,77,0.0,0.0,0.6,-1.7,-0.01,0.02,0.0,0.0,-0.04,6.9,11.9,2.1,1.4,1.9,6.1,5.9,3.4,deep,high,False,,False
111,"Streelman, Kevin",STREELMAN_KEVIN,confirmed,TBD,TBD,40,0.292,-0.054,-0.004,-0.89,-0.21,-0.23,-0.32,0.1,-0.76,55,0.0,0.0,-9.5,1.9,0.07,0.03,0.0,0.02,0.02,6.9,11.8,2.2,1.4,1.8,6.0,6.1,3.6,medium,medium,False,,False
63,"Hughes, Mackenzie",HUGHES_MACKENZIE,confirmed,TBD,TBD,6,0.391,0.461,0.006,-0.03,-0.24,-0.36,0.36,0.32,-0.24,69,0.0,0.0,1.7,-5.1,-0.11,-0.05,0.0,0.0,-0.06,6.8,11.5,2.1,1.4,2.0,6.1,5.8,3.4,medium,medium,False,,False
85,"Stanger, Jimmy",STANGER_JIMMY,confirmed,TBD,TBD,1,-7.511,-6.72,-0.014,-0.43,0.43,-1.04,0.1,0.34,-0.51,41,0.0,0.0,9.4,-1.2,-0.05,0.0,0.0,-0.02,-0.03,6.9,11.8,2.3,1.4,2.0,6.2,5.7,3.4,medium,medium,False,,False
90,"Lebioda, Hank",LEBIODA_HANK,confirmed,TBD,TBD,12,0.087,0.206,0.005,-0.47,-0.21,0.07,-0.02,-0.31,-0.16,77,0.0,0.0,-7.0,-2.8,0.01,0.02,0.0,0.01,-0.02,6.9,11.8,2.1,1.4,1.9,6.1,6.0,3.5,deep,high,False,,False
101,"Goodwin, Noah",GOODWIN_NOAH,confirmed,TBD,TBD,2,-3.841,-3.413,-0.014,-0.69,-0.1,-0.39,-0.11,-0.02,-0.59,82,0.0,0.0,-4.7,4.1,0.06,0.02,0.0,0.01,0.03,6.9,11.8,2.2,1.4,1.8,6.1,6.0,3.5,deep,high,False,,False
78,"Springer, Hayden",SPRINGER_HAYDEN,confirmed,TBD,TBD,8,1.344,1.781,0.029,-0.33,0.17,-0.51,-0.11,0.36,-0.45,92,0.0,0.0,6.1,-5.5,-0.07,0.0,0.0,-0.01,-0.07,6.9,11.8,2.2,1.4,2.0,6.2,5.7,3.3,deep,high,False,,False
76,"Pavon, Matthieu",PAVON_MATTHIEU,confirmed,TBD,TBD,0,,,,-0.24,-0.06,-0.32,-0.11,0.17,-0.48,78,0.0,0.0,1.0,0.6,0.02,0.01,0.0,0.0,0.01,7.0,11.9,2.1,1.3,1.9,6.1,5.9,3.5,deep,high,True,A,False
77,"Shipley, Neal",SHIPLEY_NEAL,confirmed,TBD,TBD,2,-3.62,-2.856,-0.011,-0.26,0.7,-0.51,-0.58,-0.59,-0.4,79,1.0,0.04,4.2,3.4,0.07,0.05,0.0,-0.01,0.04,7.0,12.0,2.1,1.3,1.9,6.1,5.8,3.5,deep,high,False,,False
86,"Phillips, Chandler",PHILLIPS_CHANDLER,confirmed,TBD,TBD,6,-0.069,0.026,0.0,-0.44,-0.39,-0.75,0.26,0.26,-0.88,80,0.0,0.0,-5.8,-0.2,-0.01,-0.03,0.0,0.01,0.0,6.9,11.6,2.3,1.5,1.8,6.1,6.0,3.5,deep,high,False,,False
71,"Jaeger, Stephan",JAEGER_STEPHAN,confirmed,TBD,TBD,11,0.038,-0.074,-0.002,-0.16,-0.5,-0.26,0.47,0.2,-0.28,71,0.0,0.0,6.9,-8.9,-0.16,-0.04,0.0,-0.02,-0.1,6.8,11.6,2.1,1.4,2.1,6.2,5.7,3.3,deep,high,False,,False
103,"Champ, Cameron",CHAMP_CAMERON,confirmed,TBD,TBD,18,-0.173,0.152,0.005,-0.77,0.76,-0.34,-0.12,-0.15,0.3,65,0.0,0.0,20.8,0.8,-0.03,0.05,0.0,-0.04,-0.04,7.0,12.0,2.4,1.4,2.1,6.2,5.5,3.3,medium,medium,False,,False
79,"Dahmen, Joel",DAHMEN_JOEL,confirmed,TBD,TBD,18,-0.638,-0.588,-0.021,-0.34,0.15,-0.03,-0.24,-0.42,-0.11,76,0.0,0.0,-8.8,9.0,0.17,0.06,0.0,0.02,0.09,6.9,12.0,2.0,1.3,1.6,6.0,6.2,3.7,deep,high,False,,False
94,"Hoge, Tom",HOGE_TOM,confirmed,TBD,TBD,8,-3.313,-2.811,-0.045,-0.59,-0.52,0.27,-0.17,-0.34,-0.42,96,0.0,0.0,-7.2,-1.9,0.02,0.02,0.0,0.02,-0.01,6.9,11.8,1.9,1.4,1.8,6.1,6.1,3.5,deep,high,False,,False
83,"Crowe, Trace",CROWE_TRACE,confirmed,TBD,TBD,6,-0.402,0.161,0.002,-0.4,-0.1,-0.66,-0.06,0.01,-0.82,46,0.0,0.0,6.7,-6.7,-0.08,0.0,0.0,-0.01,-0.07,6.9,11.7,2.2,1.4,2.0,6.2,5.8,3.3,medium,medium,False,,False
114,"Campbell, Brian",CAMPBELL_BRIAN,confirmed,TBD,TBD,10,0.952,1.548,0.031,-0.92,-0.69,-0.47,-0.09,0.27,-1.26,76,1.0,0.04,-21.8,5.8,0.1,-0.01,0.0,0.05,0.06,6.9,11.7,2.2,1.5,1.6,5.9,6.4,3.7,deep,high,False,,False
110,"Higgs, Harry",HIGGS_HARRY,confirmed,TBD,TBD,12,-1.63,-0.963,-0.023,-0.86,-0.18,-0.11,-0.29,-0.13,-0.57,87,0.0,0.0,2.7,-1.6,0.0,0.03,0.0,-0.01,-0.03,7.0,11.9,2.2,1.4,1.9,6.1,5.8,3.4,deep,high,False,,False
91,"Wu, Dylan",WU_DYLAN,confirmed,TBD,TBD,12,-0.213,0.328,0.008,-0.49,-0.34,0.03,-0.12,-0.51,-0.43,76,0.0,0.0,-3.4,1.2,0.03,0.02,0.0,0.01,0.0,6.9,11.8,2.1,1.4,1.8,6.1,6.0,3.5,deep,high,False,,False
99,"Malnati, Peter",MALNATI_PETER,confirmed,TBD,TBD,30,-0.696,-0.124,-0.007,-0.65,-0.81,-0.66,0.18,0.62,-1.3,59,0.0,0.0,-7.4,-9.2,-0.13,-0.04,0.0,0.01,-0.11,6.9,11.5,2.3,1.6,2.0,6.1,6.0,3.4,medium,medium,False,,False
104,"Clanton, Luke",CLANTON_LUKE,confirmed,TBD,TBD,6,2.098,1.685,0.02,-0.79,-0.17,0.16,-0.3,-0.5,-0.31,77,0.0,0.0,2.4,-1.4,0.0,0.03,0.0,-0.01,-0.02,7.0,11.9,2.0,1.4,1.9,6.1,5.8,3.4,deep,high,False,,False
95,"Silverman, Ben",SILVERMAN_BEN,confirmed,TBD,TBD,12,-1.006,-0.681,-0.016,-0.59,-0.15,-0.5,-0.21,0.35,-0.86,85,0.0,0.0,-10.6,2.2,0.04,0.0,0.0,0.02,0.02,7.0,11.8,2.2,1.5,1.8,6.0,6.1,3.6,deep,high,False,,False
112,"Gutschewski, Luke",GUTSCHEWSKI_LUKE,confirmed,TBD,TBD,0,,,,-0.91,,,,,,60,0.0,0.0,-3.3,-5.1,-0.03,0.03,0.0,0.01,-0.06,6.9,11.8,2.3,1.5,1.9,6.1,5.9,3.4,medium,medium,True,A,False
138,"Nunez, Augusto",NUNEZ_AUGUSTO,confirmed,TBD,TBD,2,-1.928,-1.422,-0.006,-1.85,,,,,,60,0.0,0.0,1.7,-5.2,-0.01,0.04,0.0,-0.01,-0.06,6.9,11.8,2.3,1.5,2.0,6.1,5.8,3.4,medium,medium,False,,False
119,"Laird, Martin",LAIRD_MARTIN,confirmed,TBD,TBD,22,0.071,0.21,0.009,-1.05,-0.29,-0.11,-0.2,-0.32,-0.6,71,0.0,0.0,-4.9,2.3,0.06,0.02,0.0,0.02,0.02,6.9,11.7,2.2,1.5,1.8,6.0,6.1,3.6,deep,high,False,,False
117,"Villegas, Camilo",VILLEGAS_CAMILO,confirmed,TBD,TBD,42,-0.381,0.011,0.001,-1.03,-0.75,-0.17,0.12,-0.17,-0.81,77,0.0,0.0,-10.9,-7.5,-0.03,0.01,0.0,0.03,-0.07,6.9,11.7,2.1,1.5,1.9,6.0,6.1,3.5,deep,high,False,,False
97,"Hadwin, Adam",HADWIN_ADAM,confirmed,TBD,TBD,14,-0.141,-0.346,-0.01,-0.64,-0.08,-0.66,-0.49,0.17,-1.23,86,0.0,0.0,-0.3,-0.2,0.01,0.01,0.0,0.0,0.0,7.0,11.8,2.2,1.4,1.9,6.1,5.9,3.5,deep,high,False,,False
102,"Byrd, Jonathan",BYRD_JONATHAN,confirmed,TBD,TBD,52,0.051,0.184,0.019,-0.77,-0.86,-0.98,0.67,0.53,-1.17,40,0.0,0.0,-12.8,2.3,0.02,-0.01,0.0,0.03,-0.01,6.8,11.5,2.3,1.6,1.7,6.0,6.2,3.6,medium,medium,False,,False
116,"Hardy, Nick",HARDY_NICK,confirmed,TBD,TBD,20,-0.085,0.214,0.009,-1.01,-0.01,-0.27,-0.2,-0.29,-0.47,72,0.0,0.0,3.8,-4.6,-0.02,0.04,0.0,-0.01,-0.05,6.9,11.9,2.2,1.4,2.0,6.1,5.8,3.4,deep,high,False,,False
118,"Duncan, Tyler",DUNCAN_TYLER,confirmed,TBD,TBD,17,-0.132,0.047,0.002,-1.04,-0.08,0.01,-0.26,-1.19,-0.34,92,0.0,0.0,-9.9,6.5,0.14,0.03,0.0,0.02,0.08,6.9,11.9,2.2,1.4,1.7,6.0,6.2,3.6,deep,high,False,,False
131,"Voois, Ryan",VOOIS_RYAN,confirmed,TBD,TBD,0,,,,-1.4,,,,,,53,0.0,0.0,,0.0,0.02,0.03,0.0,0.01,-0.01,6.9,11.8,2.3,1.5,1.9,6.1,6.0,3.5,medium,medium,True,A,False
107,"Lower, Justin",LOWER_JUSTIN,confirmed,TBD,TBD,12,-0.432,-0.097,-0.002,-0.82,-0.13,-0.37,-0.06,-0.35,-0.57,69,0.0,0.0,-9.2,3.2,0.08,0.03,0.0,0.02,0.03,6.9,11.8,2.2,1.4,1.7,6.0,6.1,3.6,medium,medium,False,,False
125,"Merritt, Troy",MERRITT_TROY,confirmed,TBD,TBD,34,-0.409,-0.089,-0.006,-1.22,-0.42,-0.73,-0.14,-0.01,-1.29,79,0.0,0.0,-6.4,-1.9,0.03,0.01,0.0,0.02,0.0,6.9,11.8,2.3,1.5,1.8,6.0,6.1,3.5,deep,high,False,,False
129,"List, Luke",LIST_LUKE,confirmed,TBD,TBD,20,-0.521,-0.312,-0.013,-1.29,0.07,-0.28,-0.25,-0.26,-0.45,71,0.0,0.0,3.0,-1.4,0.0,0.04,0.0,-0.01,-0.03,6.9,11.9,2.3,1.4,2.0,6.1,5.8,3.4,deep,high,False,,False
109,"Kang, Jeffrey",KANG_JEFFREY,confirmed,TBD,TBD,0,,,,-0.83,-0.64,-0.11,0.03,-0.3,-0.71,73,0.0,0.0,-5.4,-8.0,-0.04,0.02,0.0,0.01,-0.07,6.9,11.8,2.1,1.4,1.9,6.1,6.0,3.4,deep,high,True,A,False
136,"Wise, Aaron",WISE_AARON,confirmed,TBD,TBD,12,-0.712,-0.921,-0.022,-1.73,-0.6,-0.72,0.11,-0.4,-1.21,23,0.0,0.0,-1.9,-7.9,-0.06,0.01,0.0,0.0,-0.07,6.9,11.7,2.4,1.5,2.0,6.1,5.8,3.4,thin,low,False,,False
128,"Riley, Davis",RILEY_DAVIS,confirmed,TBD,TBD,2,-5.12,-4.844,-0.019,-1.27,-0.87,-0.67,0.02,0.24,-1.52,74,0.0,0.0,0.7,-8.8,-0.13,-0.02,0.0,0.0,-0.11,6.9,11.6,2.3,1.5,2.0,6.1,5.8,3.3,deep,high,False,,False
115,"Hirata, Kensei",HIRATA_KENSEI,confirmed,TBD,TBD,0,,,,-0.95,0.01,-0.58,0.02,-0.12,-0.55,98,0.0,0.0,-10.4,8.9,0.11,0.01,0.0,0.02,0.08,6.9,11.8,2.2,1.4,1.7,6.0,6.2,3.6,deep,high,True,A,False
113,"Frittelli, Dylan",FRITTELLI_DYLAN,confirmed,TBD,TBD,18,0.333,0.777,0.028,-0.91,-0.56,-0.65,0.24,-0.31,-0.97,92,0.0,0.0,6.2,-9.2,-0.1,0.0,0.0,-0.01,-0.09,6.8,11.6,2.2,1.4,2.1,6.2,5.7,3.3,deep,high,False,,False
120,"Kizzire, Patton",KIZZIRE_PATTON,confirmed,TBD,TBD,24,0.331,0.786,0.038,-1.07,-1.0,-0.26,0.46,-0.31,-0.8,63,0.0,0.0,-7.2,-5.5,-0.03,0.01,0.0,0.02,-0.06,6.8,11.5,2.2,1.5,1.9,6.1,6.0,3.5,medium,medium,False,,False
124,"Martin, Ben",MARTIN_BEN,confirmed,TBD,TBD,22,0.279,0.505,0.022,-1.16,-0.4,-0.53,0.09,-0.24,-0.85,82,0.0,0.0,-7.9,1.5,0.06,0.04,0.0,0.02,0.0,6.9,11.8,2.3,1.5,1.8,6.0,6.1,3.5,deep,high,False,,False
126,"Sargent, Gordon",SARGENT_GORDON,confirmed,TBD,TBD,8,-0.898,0.116,0.002,-1.23,-0.1,-1.29,-0.11,0.1,-1.49,58,0.0,0.0,18.0,-7.3,-0.11,0.02,0.01,-0.04,-0.11,6.9,11.8,2.5,1.5,2.2,6.3,5.5,3.2,medium,medium,False,,False
141,"Streb, Robert",STREB_ROBERT,confirmed,TBD,TBD,29,-0.477,-0.502,-0.029,-2.48,-0.72,-0.64,-0.19,0.02,-1.56,36,0.0,0.0,-8.3,-5.4,0.01,0.05,0.0,0.02,-0.05,6.9,11.8,2.3,1.6,1.9,6.1,6.0,3.5,medium,medium,False,,False
123,"Schenk, Adam",SCHENK_ADAM,confirmed,TBD,TBD,19,0.677,0.701,0.027,-1.15,-0.21,-0.36,-0.21,-0.39,-0.77,81,1.0,0.03,-1.9,-3.8,0.0,0.04,0.0,0.0,-0.04,6.9,11.9,2.2,1.4,1.9,6.1,5.9,3.4,deep,high,False,,False
121,"Paul, Jeremy",PAUL_JEREMY,confirmed,TBD,TBD,4,0.62,1.019,0.008,-1.12,-0.51,-0.9,0.02,-0.18,-1.39,96,0.0,0.0,-2.3,-6.3,-0.05,0.01,0.0,0.0,-0.06,6.9,11.7,2.3,1.5,2.0,6.1,5.9,3.4,deep,high,False,,False
96,"Chatfield, Davis",CHATFIELD_DAVIS,confirmed,TBD,TBD,0,,,,-0.61,-0.25,-0.53,-0.01,-0.45,-0.78,70,0.0,0.0,-19.4,7.7,0.14,0.02,0.0,0.04,0.09,6.9,11.8,2.2,1.4,1.6,6.0,6.4,3.7,deep,high,True,A,False
100,"Nyholm, Pontus",NYHOLM_PONTUS,confirmed,TBD,TBD,0,,,,-0.66,-0.41,-0.58,0.05,0.03,-0.94,79,0.0,0.0,15.2,-12.0,-0.14,0.01,0.0,-0.03,-0.12,6.9,11.8,2.2,1.4,2.2,6.2,5.6,3.2,deep,high,True,A,False
140,"Todd, Brendon",TODD_BRENDON,confirmed,TBD,TBD,28,-0.999,-0.256,-0.014,-2.25,-1.19,-2.12,0.33,0.66,-2.98,20,0.0,0.0,-27.8,-2.1,0.02,-0.04,0.01,0.05,0.01,6.9,11.4,2.6,1.7,1.7,5.9,6.4,3.7,thin,low,False,,False
67,"Stout, Preston",STOUT_PRESTON,confirmed,TBD,TBD,0,,,,-0.13,0.44,-0.89,-0.86,-0.92,-1.32,57,0.0,0.0,11.5,2.4,0.03,0.05,0.0,-0.02,0.0,7.0,12.0,2.1,1.3,1.9,6.2,5.7,3.4,medium,medium,True,A,False
92,"Vanderlaan, John",VANDERLAAN_JOHN,confirmed,TBD,TBD,0,,,,-0.55,-0.23,-0.61,-0.13,-0.18,-0.96,83,1.0,0.04,3.2,-0.1,-0.01,0.01,0.0,0.0,-0.02,6.9,11.8,2.3,1.4,1.9,6.1,5.9,3.4,deep,high,True,A,False
133,"Highsmith, Joe",HIGHSMITH_JOE,confirmed,TBD,TBD,4,-1.23,-0.86,-0.007,-1.5,-0.33,-0.33,-0.16,-0.55,-0.82,81,0.0,0.0,1.2,-2.8,-0.01,0.03,0.0,0.0,-0.03,6.9,11.8,2.2,1.4,1.9,6.1,5.9,3.4,deep,high,False,,False
130,"Gordon, Will",GORDON_WILL,confirmed,TBD,TBD,10,-1.61,-1.043,-0.021,-1.31,-0.07,-0.39,-0.26,-0.43,-0.72,82,0.0,0.0,7.7,-2.4,0.0,0.05,0.0,-0.01,-0.04,7.0,11.9,2.3,1.4,2.0,6.2,5.7,3.4,deep,high,False,,False
137,"Campos, Rafael",CAMPOS_RAFAEL,confirmed,TBD,TBD,6,-2.061,-1.137,-0.014,-1.82,-0.46,-0.28,-0.74,-0.49,-1.48,64,0.0,0.0,1.5,-5.8,0.0,0.07,0.0,0.0,-0.07,7.0,12.0,2.2,1.5,2.0,6.1,5.9,3.4,medium,medium,False,,False
134,"Tosti, Alejandro",TOSTI_ALEJANDRO,confirmed,TBD,TBD,4,-1.48,-1.123,-0.009,-1.58,0.34,-1.02,-0.16,-0.81,-0.84,47,0.0,0.0,8.0,-5.3,-0.03,0.04,0.0,-0.02,-0.06,6.9,11.8,2.3,1.4,2.0,6.2,5.6,3.3,medium,medium,False,,False
127,"Rozo, Marcelo",ROZO_MARCELO,confirmed,TBD,TBD,0,,,,-1.23,-0.11,0.15,-0.28,-1.28,-0.24,77,0.0,0.0,-11.1,5.4,0.15,0.07,0.0,0.02,0.06,6.9,11.9,2.1,1.4,1.7,6.0,6.1,3.6,deep,high,True,A,False
143,"Fisher, Darin",FISHER_DARIN,confirmed,TBD,TBD,4,-5.642,-0.062,0.0,-8.25,,,,,,2,0.0,0.0,,0.0,0.14,0.14,0.01,0.04,-0.04,7.1,12.0,2.8,1.8,1.8,6.0,6.2,3.6,thin,low,False,,False
122,"Walker, Danny",WALKER_DANNY,confirmed,TBD,TBD,0,,,,-1.12,-0.38,-0.38,0.0,-0.23,-0.76,75,0.0,0.0,4.0,-7.3,-0.07,0.02,0.0,-0.01,-0.09,6.9,11.8,2.2,1.4,2.0,6.2,5.8,3.3,deep,high,True,A,False
106,"Lamprecht, Christo",LAMPRECHT_CHRISTO,confirmed,TBD,TBD,0,,,,-0.8,-0.06,-1.32,0.27,-0.32,-1.11,81,1.0,0.04,16.0,-7.9,-0.15,0.0,0.0,-0.04,-0.12,6.9,11.7,2.4,1.5,2.2,6.3,5.5,3.2,deep,high,True,A,False
135,"Howell, Mason",HOWELL_MASON,confirmed,TBD,TBD,0,,,,-1.59,0.4,-0.82,-1.07,-0.64,-1.49,32,0.0,0.0,10.9,-0.1,0.03,0.08,0.0,-0.02,-0.03,7.1,12.1,2.4,1.4,2.0,6.2,5.7,3.3,medium,medium,True,A,False
139,"Brehm, Ryan",BREHM_RYAN,confirmed,TBD,TBD,12,-2.651,-1.084,-0.026,-2.07,0.06,-1.04,-0.4,-1.26,-1.39,49,0.0,0.0,8.1,-5.3,0.0,0.08,0.0,-0.02,-0.07,7.0,12.0,2.4,1.5,2.0,6.2,5.7,3.3,medium,medium,False,,False
142,"Lindheim, Nicholas",LINDHEIM_NICHOLAS,confirmed,TBD,TBD,13,-1.392,-0.396,-0.01,-4.72,1.15,-3.29,-0.93,-2.73,-3.08,4,0.0,0.0,-12.0,20.2,0.11,0.05,0.0,0.02,0.04,7.0,11.9,2.4,1.5,1.7,6.0,6.1,3.6,thin,low,False,,False
