player_name,events_played,rounds_played,rounds_played_w_shotlink,win,top_5,top_10,top_25,putt_mean,putt_rank,putt_perc_05,putt_perc_25,putt_median,putt_perc_75,putt_perc_95,putt_std_dev,arg_mean,arg_rank,arg_perc_05,arg_perc_25,arg_median,arg_perc_75,arg_perc_95,arg_std_dev,app_mean,app_rank,app_perc_05,app_perc_25,app_median,app_perc_75,app_perc_95,app_std_dev,ott_mean,ott_rank,ott_perc_05,ott_perc_25,ott_median,ott_perc_75,ott_perc_95,ott_std_dev,bs_mean,bs_rank,bs_perc_05,bs_perc_25,bs_median,bs_perc_75,bs_perc_95,bs_std_dev,t2g_mean,t2g_rank,t2g_perc_05,t2g_perc_25,t2g_median,t2g_perc_75,t2g_perc_95,t2g_std_dev,total_mean,total_rank,total_perc_05,total_perc_25,total_median,total_perc_75,total_perc_95,total_std_dev,total_no_am_mean,total_no_am_rank,total_no_am_perc_05,total_no_am_perc_25,total_no_am_median,total_no_am_perc_75,total_no_am_perc_95,total_no_am_std_dev,dist_mean,dist_rank,dist_perc_05,dist_perc_25,dist_median,dist_perc_75,dist_perc_95,dist_std_dev,acc_mean,acc_rank,acc_perc_05,acc_perc_25,acc_median,acc_perc_75,acc_perc_95,acc_std_dev
"Gerard, Ryan",1,1,0,0,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.636,1,4.636,4.636,4.636,4.636,4.636,-9999.000,4.636,1,4.636,4.636,4.636,4.636,4.636,-9999.000,6.667,30,6.667,6.667,6.667,6.667,6.667,-9999.000,-0.077,104,-0.077,-0.077,-0.077,-0.077,-0.077,-9999.000
"Echavarria, Nico",1,1,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.561,2,4.561,4.561,4.561,4.561,4.561,-9999.000,4.561,2,4.561,4.561,4.561,4.561,4.561,-9999.000,9.857,17,9.857,9.857,9.857,9.857,9.857,-9999.000,-0.070,98,-0.070,-0.070,-0.070,-0.070,-0.070,-9999.000
"Fowler, Rickie",1,1,0,0,0,0,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.561,2,4.561,4.561,4.561,4.561,4.561,-9999.000,4.561,2,4.561,4.561,4.561,4.561,4.561,-9999.000,7.657,25,7.657,7.657,7.657,7.657,7.657,-9999.000,0.001,55,0.001,0.001,0.001,0.001,0.001,-9999.000
"Kim, Si Woo",2,5,4,0,1,2,2,1.942,2,0.362,1.330,2.135,2.746,3.252,1.388,0.943,1,0.594,0.698,0.953,1.197,1.278,0.345,0.145,45,-1.309,-0.639,0.046,0.831,1.739,1.448,0.906,8,0.330,0.734,0.982,1.154,1.376,0.503,1.052,12,-0.372,-0.202,0.876,2.130,2.721,1.586,1.995,2,0.484,0.671,1.688,3.011,3.935,1.741,3.905,4,1.103,3.285,3.778,4.359,6.908,2.503,3.905,4,1.103,3.285,3.778,4.359,6.908,2.503,-1.705,69,-8.739,-8.197,-2.222,1.800,7.536,7.417,0.164,4,-0.041,0.167,0.207,0.261,0.273,0.150
"Griffin, Ben",1,1,0,0,0,0,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.778,5,3.778,3.778,3.778,3.778,3.778,-9999.000,3.778,5,3.778,3.778,3.778,3.778,3.778,-9999.000,2.500,50,2.500,2.500,2.500,2.500,2.500,-9999.000,0.167,2,0.167,0.167,0.167,0.167,0.167,-9999.000
"Cantlay, Patrick",1,1,0,0,0,0,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.778,5,3.778,3.778,3.778,3.778,3.778,-9999.000,3.778,5,3.778,3.778,3.778,3.778,3.778,-9999.000,7.000,29,7.000,7.000,7.000,7.000,7.000,-9999.000,0.167,2,0.167,0.167,0.167,0.167,0.167,-9999.000
"Clark, Wyndham",3,9,8,1,1,1,3,1.937,3,0.533,0.718,1.708,2.831,3.929,1.383,0.494,14,-0.801,-0.565,0.152,1.583,2.191,1.249,0.342,29,-1.841,-0.746,0.212,1.998,2.195,1.648,0.511,21,-0.385,0.195,0.616,0.838,1.271,0.620,0.853,18,-1.861,-0.397,0.718,2.593,3.312,2.032,1.347,9,-1.209,-0.405,0.830,2.920,4.670,2.329,3.005,7,-0.489,0.778,2.359,4.545,7.574,3.026,3.005,7,-0.489,0.778,2.359,4.545,7.574,3.026,8.653,20,-17.567,1.469,15.126,21.700,23.224,16.728,-0.027,74,-0.165,-0.062,-0.025,-0.012,0.125,0.105
"Bridgeman, Jacob",2,5,4,0,0,0,2,0.833,13,-2.098,-0.541,1.151,2.525,3.317,2.620,0.006,51,-0.653,-0.342,-0.118,0.230,0.838,0.721,1.135,7,0.138,0.655,1.084,1.564,2.204,0.979,-0.093,58,-1.144,-0.275,0.110,0.292,0.674,0.901,1.042,14,0.805,0.913,0.980,1.110,1.366,0.276,1.048,14,0.586,0.666,0.817,1.200,1.834,0.648,2.060,8,-1.222,1.043,2.760,2.778,4.962,2.680,2.060,8,-1.222,1.043,2.760,2.778,4.962,2.680,-3.340,79,-13.539,-6.602,-1.778,-1.300,6.343,8.574,0.035,41,-0.039,0.009,0.060,0.064,0.089,0.058
"Im, Sungjae",1,4,4,0,0,1,1,1.239,6,0.077,0.525,1.291,2.005,2.329,1.106,0.936,2,-0.181,0.565,1.188,1.559,1.701,0.942,-0.327,65,-2.832,-1.293,-0.395,0.571,2.272,2.424,0.089,48,-1.350,-0.566,0.399,1.053,1.093,1.252,-0.239,60,-2.105,-1.807,-1.288,0.281,3.096,2.744,0.697,20,-1.845,-1.022,0.083,1.802,4.101,2.904,1.937,9,-0.554,0.091,0.958,2.804,5.797,3.209,1.937,9,-0.554,0.091,0.958,2.804,5.797,3.209,3.669,45,-4.604,-2.499,2.652,8.820,13.366,8.820,0.020,51,-0.143,-0.060,0.054,0.134,0.135,0.144
"Potgieter, Aldrich",2,5,4,0,0,1,1,1.103,8,0.053,1.019,1.467,1.551,1.644,0.867,0.643,7,-0.719,0.226,0.957,1.375,1.565,1.143,0.286,34,-0.814,-0.414,0.360,1.061,1.282,1.048,0.099,47,-2.203,-0.569,0.489,1.156,1.854,1.971,0.385,34,-2.835,-0.071,1.431,1.886,2.139,2.648,1.028,15,-1.439,0.457,1.812,2.382,2.397,2.033,1.832,10,-0.267,0.636,2.212,2.760,3.787,1.784,1.832,10,-0.267,0.636,2.212,2.760,3.787,1.784,24.374,1,15.747,17.722,23.767,29.398,34.461,8.395,-0.028,75,-0.254,-0.205,-0.007,0.131,0.193,0.206
"Coody, Pierceson",2,5,4,0,0,0,2,2.067,1,1.663,1.744,2.029,2.352,2.524,0.431,-1.149,109,-2.118,-1.452,-0.872,-0.568,-0.566,0.810,-0.983,99,-3.113,-1.864,-0.463,0.417,0.419,1.828,1.001,2,-0.383,0.180,0.910,1.731,2.512,1.384,0.018,53,-0.626,-0.259,-0.022,0.256,0.718,0.639,-1.131,85,-2.081,-1.518,-1.283,-0.895,0.033,1.030,1.705,11,-0.283,0.359,1.285,2.545,4.331,2.046,1.705,11,-0.283,0.359,1.285,2.545,4.331,2.046,8.235,22,-2.059,8.800,9.903,12.369,14.376,7.641,0.064,25,-0.067,-0.008,0.050,0.095,0.228,0.129
"Day, Jason",1,1,0,0,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.636,12,1.636,1.636,1.636,1.636,1.636,-9999.000,1.636,12,1.636,1.636,1.636,1.636,1.636,-9999.000,-10.633,112,-10.633,-10.633,-10.633,-10.633,-10.633,-9999.000,0.066,22,0.066,0.066,0.066,0.066,0.066,-9999.000
"McCarty, Matt",1,1,0,0,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.561,13,1.561,1.561,1.561,1.561,1.561,-9999.000,1.561,13,1.561,1.561,1.561,1.561,1.561,-9999.000,5.557,35,5.557,5.557,5.557,5.557,5.557,-9999.000,0.073,17,0.073,0.073,0.073,0.073,0.073,-9999.000
"Henley, Russell",1,1,0,0,0,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.561,13,1.561,1.561,1.561,1.561,1.561,-9999.000,1.561,13,1.561,1.561,1.561,1.561,1.561,-9999.000,-11.943,116,-11.943,-11.943,-11.943,-11.943,-11.943,-9999.000,0.001,55,0.001,0.001,0.001,0.001,0.001,-9999.000
