player_name,events_played,wins,x_wins,x_wins_majors,rounds_played,shotlink_played,putt_true,arg_true,app_true,ott_true,t2g_true,total_true
"Gouveia, Ricardo",19,0,0.002,0,54,36,0.221531389,-0.176474722,-0.113100556,0.144804722,-0.144770556,-0.3668
"Young, Carson",21,0,0.001,0,71,24,-0.153502083,-0.098815417,-0.29497,-0.069649583,-0.463435,-0.369468592
"Smylie, Elvis",17,1,0.025,0,64,50,0.2405036,-0.2563302,-0.181233,-0.314582,-0.7521452,-0.38496375
"Bramlett, Joseph",17,0,0.002,0,58,0,,,,,,-0.390697759
"Ruffels, Ryan",1,0,0,0,4,4,1.5906225,-1.2020975,-0.7222725,-0.0626225,-1.9869925,-0.396365
"Andersen, Mason",16,0,0,0,52,0,,,,,,-0.401722692
"Sullivan, Andy",18,0,0.066,0,62,46,-0.012050652,-0.187921087,-0.284527174,-0.045018913,-0.517467174,-0.405042419
"Daffue, MJ",20,2,0.057,0,63,20,0.026246,0.2548645,-0.6104565,0.2877425,-0.0678495,-0.408426825
"Hammer, Cole",16,0,0.001,0,50,4,-0.411615,0.5023675,0.5065275,-0.9391275,0.0697675,-0.4109822
"Dean, Joe",17,0,0.003,0,56,36,0.424689167,0.255726111,-0.550328333,-0.307460556,-0.602062778,-0.411224821
"Kinoshita, Ryosuke",11,0,0,0,36,0,,,,,,-0.412178333
"Pak, John",16,0,0.008,0,58,0,,,,,,-0.426343276
"Jordan, Matthew",14,0,0,0,44,28,-0.846550357,0.305246429,-0.135603929,-0.236793214,-0.067150714,-0.436700682
"Kim, Chan",21,0,0,0,73,29,-0.277662069,0.008346207,-0.108477931,-0.126682414,-0.226814138,-0.437227534
"Bryant, Davis",19,0,0.004,0,70,42,0.044789048,-0.192803571,0.206189286,-0.559728571,-0.546342857,-0.448544571
"Taylor, Ben",17,0,0.002,0,60,0,,,,,,-0.450324833
"Canter, Laurie",16,0,0,0,62,62,-0.526600806,-0.322907903,0.110515645,0.288143387,0.075751129,-0.45085
"Casey, Paul",8,0,0,0,32,32,-0.599300938,-0.088224688,0.50764125,-0.272384062,0.1470325,-0.452269063
"Watson, Bubba",13,0,0.002,0,48,42,-0.119875238,-0.204730714,-0.224475952,-0.008096905,-0.437303571,-0.457765625
"Simpson, Webb",8,0,0,0,21,21,0.358057143,-0.20894381,-0.122270476,-0.48984619,-0.821060476,-0.463004762
"Sisk, Cameron",1,0,0,0,4,0,,,,,,-0.4636625
"Dick, Jamie",1,0,0,0,3,0,,,,,,-0.467966667
"Forrest, Grant",15,0,0,0,48,38,0.218312105,-0.068463421,-0.145017632,-0.040101316,-0.253582368,-0.469333958
"Chatfield, Davis",18,0,0,0,52,45,-0.045737111,-0.023336,-0.052254,-0.365795556,-0.441385556,-0.480325192
"Skinns, David",16,0,0,0,49,30,-0.027499667,0.097902667,-0.150322667,-0.181535,-0.233955,-0.481136939
"Fishburn, Patrick",16,0,0,0,51,46,-0.04472913,-0.13922,-0.230266957,0.206910435,-0.162576522,-0.487811373
"Hubbard, Mark",19,0,0.016,0,61,54,-0.565239444,0.024035556,0.141069259,-0.180402778,-0.015297963,-0.491937213
"Gandon, Jeremy",17,1,0.008,0,54,0,,,,,,-0.49219463
"De Leo, Gregorio",17,0,0,0,60,32,-0.053774062,-0.320444375,0.088435937,-0.030454375,-0.262462813,-0.492242
"Huskey, Keenan",1,0,0,0,4,4,-0.9904075,-0.542895,0.690125,0.34858,0.49581,-0.4946
"Scrivener, Jason",18,0,0,0,57,30,0.342811,-0.128591333,-0.318555,-0.304904,-0.752050333,-0.504328596
"Song, Younghan",16,0,0,0,62,40,0.0160835,-0.27311675,-0.1929165,-0.26685725,-0.7328905,-0.519644355
"Rodrigues, Daniel",18,0,0.001,0,58,30,0.011398333,-0.092353667,-0.283812333,-0.495096,-0.871262,-0.523067931
"Vaillant, Tom",19,0,0,0,62,36,0.062415,0.057985,-0.387577222,-0.450738056,-0.780330278,-0.523921129
"Whaley, Vince",19,0,0,0,53,46,0.697821739,0.032931957,-0.739386304,-0.581446304,-1.287900652,-0.543449245
"Van Driel, Darius",19,0,0,0,67,42,0.049402857,-0.079849762,-0.183333571,-0.375919524,-0.639102857,-0.549189403
"Poulter, Ian",11,0,0,0,44,40,0.2572985,0.1713325,-0.30897325,-0.7114655,-0.84910625,-0.566117727
"Levy, Alexander",12,0,0.001,0,39,24,0.03386875,-0.311931667,-0.466963333,-0.042705833,-0.821600833,-0.567840256
"Laporta, Francesco",15,0,0.001,0,44,26,-0.152522692,-0.463709231,-0.182348462,0.060721538,-0.585336154,-0.569293409
"Peterson, Paul",18,0,0,0,54,28,-0.121661429,0.141545357,-0.015097857,-0.625974643,-0.499527143,-0.575299444
"Clements, Todd",18,0,0.002,0,52,36,-0.308811667,0.010615556,0.205378333,-0.085899722,0.130094167,-0.577535577
"Saddier, Adrien",17,0,0,0,50,45,-0.090286667,-0.097135556,-0.219059556,0.002571778,-0.313623333,-0.5783124
"Waring, Paul",16,0,0,0,50,48,-0.535572917,-0.130108333,0.206156667,-0.014995625,0.061052708,-0.583566
"Steele, Brendan",10,0,0,0,40,40,-0.58802575,-0.2020515,0.143211,0.05505825,-0.00378225,-0.591807
"Springer, Hayden",18,0,0,0,60,26,0.232118462,-0.148501154,-0.318573462,-0.264581538,-0.731656154,-0.612553667
"Cabrera Bello, Rafa",19,0,0,0,60,38,-0.104930789,-0.092080263,0.04269,-0.423880789,-0.473271053,-0.613233333
"Hollick, Michael",21,1,0.244,0,61,32,-0.3527075,0.191473125,0.104399063,-0.422739375,-0.126867187,-0.615011475
"Stone, Brandon",19,0,0,0,60,34,-0.303119118,-0.373454118,-0.290075294,0.070119412,-0.59341,-0.61819
"Schwartzel, Charl",12,0,0,0,46,44,0.166631818,-0.002568409,-0.239907273,-0.439101136,-0.681576818,-0.635432391
"Schott, Freddy",17,1,0.005,0,50,28,-0.182118929,-0.1974725,-0.611027857,0.101868214,-0.706632143,-0.638441
"Langasque, Romain",18,0,0,0,67,42,0.504034762,-0.006589286,-1.038873571,0.004210714,-1.041252143,-0.650225075
"Frittelli, Dylan",20,0,0,0,67,40,-0.19421925,0.3549675,-0.467238,-0.601729,-0.7139995,-0.652070746
"Luiten, Joost",17,0,0.001,0,54,38,0.092926579,0.1299,-0.265399737,-0.038381053,-0.173880789,-0.655081481
"Lebioda, Hank",18,0,0,0,57,50,-0.408253,-0.0225034,0.112345,-0.2733218,-0.1834802,-0.660404211
"Blanchet, Chandler",21,0,0.002,0,61,54,-0.445781481,-0.592823704,0.063613148,0.115286667,-0.413923889,-0.666169344
"LaCroix, Frederic",17,0,0.001,0,58,42,-0.436564048,-0.260959524,-0.060769762,0.044406667,-0.277322619,-0.67612431
"Westwood, Lee",8,0,0.004,0,32,32,-0.047741562,-0.147486875,-0.296031562,-0.205250625,-0.648769063,-0.69651
"Stanger, Jimmy",18,0,0.007,0,50,40,0.00455725,-0.0546745,-0.96380875,0.451029,-0.56745425,-0.7019792
"Otaegui, Adrian",18,0,0.016,0,52,30,-0.383202333,0.188709333,-0.399169,-1.078128333,-1.288588,-0.702554038
"Wu, Dylan",18,0,0,0,52,45,-0.278275778,-0.163523111,0.062727333,-0.431624222,-0.53242,-0.702648462
"Migliozzi, Guido",15,0,0.001,0,48,40,0.01249575,-0.0094255,-0.25432725,-0.48157,-0.74532275,-0.708021875
"Svensson, Adam",17,0,0,0,51,44,-0.506504091,0.019757727,0.045487727,-0.425062955,-0.3598175,-0.717285882
"Halvorsen, Andreas",13,0,0.009,0,39,25,-0.4677836,-0.2887656,-0.1286552,0.2222804,-0.1951404,-0.731777179
"Haas, Bill",1,0,0,0,4,4,-0.4274075,0.296105,-0.299375,-0.31392,-0.31719,-0.7446
"Vegas, Jhonattan",16,0,0.001,0,51,48,-0.308324792,-0.152819375,-0.284231875,0.173847708,-0.263203542,-0.757174314
