player_name,events_played,rounds_played,rounds_played_w_shotlink,win,top_5,top_10,top_25,putt_mean,putt_rank,putt_perc_05,putt_perc_25,putt_median,putt_perc_75,putt_perc_95,putt_std_dev,arg_mean,arg_rank,arg_perc_05,arg_perc_25,arg_median,arg_perc_75,arg_perc_95,arg_std_dev,app_mean,app_rank,app_perc_05,app_perc_25,app_median,app_perc_75,app_perc_95,app_std_dev,ott_mean,ott_rank,ott_perc_05,ott_perc_25,ott_median,ott_perc_75,ott_perc_95,ott_std_dev,bs_mean,bs_rank,bs_perc_05,bs_perc_25,bs_median,bs_perc_75,bs_perc_95,bs_std_dev,t2g_mean,t2g_rank,t2g_perc_05,t2g_perc_25,t2g_median,t2g_perc_75,t2g_perc_95,t2g_std_dev,total_mean,total_rank,total_perc_05,total_perc_25,total_median,total_perc_75,total_perc_95,total_std_dev,total_no_am_mean,total_no_am_rank,total_no_am_perc_05,total_no_am_perc_25,total_no_am_median,total_no_am_perc_75,total_no_am_perc_95,total_no_am_std_dev,dist_mean,dist_rank,dist_perc_05,dist_perc_25,dist_median,dist_perc_75,dist_perc_95,dist_std_dev,acc_mean,acc_rank,acc_perc_05,acc_perc_25,acc_median,acc_perc_75,acc_perc_95,acc_std_dev
"Henley, Russell",39,146,144,2,8,16,27,0.409,14,-2.166,-0.731,0.302,1.644,3.094,1.683,0.328,12,-1.491,-0.244,0.392,1.019,1.864,0.999,0.695,5,-1.802,-0.268,0.598,1.795,3.098,1.512,0.288,33,-1.372,-0.133,0.452,0.854,1.424,0.848,0.983,8,-2.300,0.028,1.169,2.265,3.395,1.829,1.311,5,-2.475,0.179,1.540,2.705,4.216,2.046,1.724,1,-3.005,0.176,1.897,3.310,5.651,2.611,1.724,1,-3.005,0.176,1.897,3.310,5.651,2.611,-9.766,129,-23.909,-15.295,-10.703,-4.483,7.646,9.068,0.105,1,-0.112,0.041,0.121,0.188,0.279,0.121
"Schauffele, Xander",37,144,139,1,6,13,24,0.166,44,-2.201,-0.923,0.186,1.232,2.547,1.485,0.145,38,-1.536,-0.476,0.151,0.816,1.657,0.979,0.685,7,-1.620,-0.357,0.544,1.629,3.041,1.549,0.537,8,-1.264,-0.021,0.744,1.254,2.051,1.130,1.222,2,-1.599,0.087,1.062,2.440,4.165,1.794,1.367,2,-2.109,-0.015,1.322,2.819,4.546,2.076,1.591,2,-2.406,-0.006,1.594,3.786,5.684,2.639,1.591,2,-2.406,-0.006,1.594,3.786,5.684,2.639,12.545,10,-5.394,6.388,13.321,19.021,28.857,11.056,-0.019,92,-0.246,-0.103,-0.021,0.071,0.188,0.135
"Cantlay, Patrick",40,146,141,0,4,8,22,0.166,45,-2.671,-0.828,0.058,1.158,3.053,1.632,0.201,23,-1.421,-0.466,0.154,0.841,2.069,1.042,0.702,4,-1.804,-0.300,0.721,1.548,3.250,1.495,0.447,13,-1.046,-0.043,0.511,0.996,1.741,0.862,1.149,3,-1.567,-0.052,1.269,2.316,3.666,1.685,1.349,3,-1.441,0.105,1.404,2.525,4.260,1.783,1.516,3,-2.520,-0.053,1.474,3.188,5.007,2.321,1.516,3,-2.520,-0.053,1.474,3.188,5.007,2.321,4.554,45,-10.897,-2.723,5.739,10.464,21.601,10.013,-0.001,73,-0.180,-0.091,0.000,0.099,0.201,0.128
"Matsuyama, Hideki",51,195,181,3,8,11,30,0.210,38,-2.590,-0.802,0.212,1.443,2.758,1.677,0.485,2,-1.032,-0.205,0.433,1.112,2.160,0.992,0.709,3,-2.101,-0.462,0.760,1.914,3.253,1.610,0.034,72,-1.645,-0.520,0.206,0.852,1.367,1.009,0.743,17,-2.196,-0.493,0.601,1.992,4.215,1.967,1.228,6,-2.344,0.032,1.080,2.554,4.683,2.098,1.429,4,-3.223,-0.368,1.515,2.818,6.036,2.639,1.429,5,-3.223,-0.368,1.515,2.818,6.036,2.639,-0.553,81,-18.527,-5.782,-0.301,6.208,13.488,10.129,-0.004,79,-0.233,-0.088,-0.007,0.092,0.197,0.126
"Spaun, J.J.",54,188,175,2,9,15,27,0.035,70,-2.823,-1.070,0.105,1.150,2.676,1.631,0.097,51,-1.211,-0.449,0.052,0.649,1.574,0.929,0.832,1,-1.485,0.018,0.843,1.750,3.102,1.393,0.396,17,-1.139,-0.098,0.486,1.010,1.642,0.901,1.229,1,-1.694,0.374,1.234,2.483,4.015,1.743,1.326,4,-2.177,-0.018,1.515,2.619,4.320,1.995,1.364,5,-2.816,-0.146,1.549,2.862,5.174,2.534,1.364,6,-2.816,-0.146,1.549,2.862,5.174,2.534,1.431,66,-16.646,-5.142,1.480,7.953,18.310,12.053,0.037,30,-0.158,-0.046,0.031,0.111,0.266,0.127
"Young, Cameron",45,167,164,3,10,16,24,0.359,18,-2.604,-0.557,0.364,1.449,3.130,1.808,0.190,24,-1.315,-0.396,0.215,0.827,1.941,0.996,0.220,47,-2.516,-0.714,0.202,1.168,2.916,1.607,0.593,5,-1.293,0.078,0.635,1.281,2.172,1.034,0.813,10,-2.856,-0.318,1.003,2.001,4.073,1.996,1.004,8,-2.605,-0.297,0.835,2.451,4.882,2.252,1.304,6,-3.421,-0.569,1.211,3.255,6.173,3.023,1.304,7,-3.421,-0.569,1.211,3.255,6.173,3.023,11.388,13,-5.044,5.549,12.407,18.754,27.577,11.239,-0.026,101,-0.255,-0.103,-0.020,0.061,0.177,0.133
"Kim, Si Woo",59,210,194,0,9,17,31,-0.134,105,-3.002,-1.298,-0.108,0.943,2.532,1.626,0.326,13,-1.278,-0.348,0.300,1.011,2.002,1.006,0.633,9,-1.888,-0.486,0.649,1.704,3.264,1.592,0.467,11,-0.743,-0.090,0.488,1.008,1.620,0.807,1.100,4,-1.799,-0.199,1.252,2.285,4.185,1.840,1.426,1,-1.790,-0.055,1.598,2.821,4.535,2.013,1.291,7,-3.114,-0.225,1.186,3.099,5.357,2.553,1.291,8,-3.114,-0.225,1.186,3.099,5.357,2.553,-3.959,106,-20.710,-8.568,-4.676,1.635,11.616,9.162,0.084,8,-0.131,0.002,0.080,0.171,0.311,0.123
"Griffin, Ben",62,224,206,3,9,18,32,0.376,17,-2.306,-0.577,0.316,1.353,2.981,1.580,0.332,11,-1.001,-0.280,0.391,0.952,1.795,0.911,0.382,20,-2.091,-0.477,0.473,1.269,2.684,1.411,0.117,59,-1.453,-0.446,0.095,0.698,1.579,0.922,0.498,35,-2.161,-0.611,0.568,1.669,3.083,1.686,0.831,11,-2.235,-0.297,0.862,2.084,3.594,1.912,1.247,8,-2.453,-0.179,1.322,2.728,4.777,2.319,1.247,9,-2.453,-0.179,1.322,2.728,4.777,2.319,0.026,76,-17.296,-7.647,-0.126,7.319,17.419,11.579,0.008,61,-0.205,-0.094,0.003,0.089,0.235,0.132
"Bradley, Keegan",46,172,170,2,4,8,21,0.020,74,-2.413,-0.931,0.070,0.953,2.603,1.529,0.366,6,-1.199,-0.289,0.385,1.033,1.856,1.048,0.399,18,-2.167,-0.605,0.410,1.447,3.311,1.629,0.362,25,-1.361,-0.150,0.460,1.081,1.600,0.940,0.761,13,-2.853,-0.312,0.703,2.045,3.983,2.026,1.127,7,-2.347,-0.428,1.154,2.586,4.837,2.255,1.139,9,-3.210,-0.568,0.839,2.903,5.748,2.631,1.139,10,-3.210,-0.568,0.839,2.903,5.748,2.631,6.493,29,-7.415,1.534,6.274,11.142,18.379,8.261,0.014,54,-0.182,-0.065,0.016,0.106,0.198,0.119
"English, Harris",49,180,168,1,5,8,25,0.564,8,-2.277,-0.687,0.608,1.829,3.225,1.703,0.159,33,-1.194,-0.430,0.209,0.739,1.571,0.889,0.079,74,-2.563,-0.798,0.219,1.097,2.578,1.538,0.293,32,-1.450,-0.150,0.376,0.878,1.648,0.939,0.372,50,-2.266,-0.798,0.507,1.576,3.037,1.863,0.531,32,-2.218,-0.571,0.528,1.723,3.520,1.888,1.101,10,-2.532,-0.188,1.192,2.277,5.109,2.317,1.101,11,-2.532,-0.188,1.192,2.277,5.109,2.317,1.703,65,-16.749,-4.024,3.195,8.582,15.957,10.413,0.033,34,-0.171,-0.064,0.030,0.128,0.262,0.132
