position,player_name,course,score,thru,today,sg_ott,distance,accuracy,sg_app,gir,prox_fw,prox_rgh,sg_putt,sg_arg,scrambling,great_shots,poor_shots,sg_total,sg_t2g,sg_bs
T67,"Henley, Russell",AN,1,18,1,-2.13,254.9,0.57143,0.55,0.61111,30.25,75,-0.35,1.28,0.5,3,5,-0.65,-0.3,-1.59
T67,"McDonald, Jack",AN,1,18,1,-0.24,289.4,0.5,1.36,0.61111,31.8819,53.375,-1.87,0.1,0.5,1,3,-0.65,1.22,1.11
T79,"Smith, Cameron",AN,2,18,-1,-0.42,279.1,0.35714,1.21,0.61111,29.5333,72.2222,1.65,-1.09,0.5,4,4,1.35,-0.31,0.79
T79,"Valimaki, Sami",AN,2,18,2,0.45,275.8,0.64286,-0.02,0.61111,26.3269,65.1111,-1.35,-0.73,0.66667,3,4,-1.65,-0.3,0.43
T79,"Wiesberger, Bernd",AN,2,18,1,-0.47,268.1,0.42857,-0.69,0.61111,34.3636,50.375,0.42,0.09,0.5,6,3,-0.65,-1.07,-1.16
T79,"McCarty, Matt",AN,2,18,-3,0.07,278.1,0.57143,0.95,0.66667,24.6923,65.2708,4.06,-1.74,0.625,4,1,3.35,-0.71,1.02
T79,"Horschel, Billy",AN,2,18,1,-1.4,267.1,0.5,1.23,0.66667,33.8264,25.7083,-0.51,0.03,0.5,3,4,-0.65,-0.15,-0.18
T79,"Howell, Mason",AN,2,18,-1,-0.13,295.8,0.35714,1.48,0.72222,24.5463,50.2262,-0.82,0.82,0.66667,6,4,1.35,2.17,1.35
T79,"Schaper, Jayden",AN,2,18,2,-0.09,271.4,0.57143,-0.6,0.61111,40.3333,23.1944,-1.15,0.18,0.5,3,5,-1.65,-0.5,-0.68
T79,"Poston, J.T.",AN,2,18,1,-0.56,277.2,0.35714,-0.94,0.61111,30.4167,63.875,-0.1,0.95,0.75,4,4,-0.65,-0.55,-1.5
T79,"Hojgaard, Nicolai",AN,2,18,0,1.65,308.3,0.64286,-1.23,0.66667,39.381,91.3611,-0.86,0.78,0.5,6,4,0.35,1.21,0.43
T79,"Rai, Aaron",AN,2,18,1,0.33,285.4,0.71429,1.33,0.72222,31.5119,9.4167,-1.12,-1.19,0.57143,3,4,-0.65,0.47,1.66
T79,"Hillier, Daniel",AN,2,18,0,-0.67,275.9,0.71429,1.35,0.72222,29.9611,40.3333,0.49,-0.83,0.5,3,2,0.35,-0.14,0.69
T79,"Novak, Andrew",AN,2,18,-1,0.92,298,0.5,-0.9,0.55556,32.3542,36,1.54,-0.21,0.77778,6,5,1.35,-0.2,0.02
T79,"Stenson, Henrik",AN,2,18,4,1.4,270.3,0.85714,-1.78,0.61111,36.2892,18,-2.33,-0.94,0.42857,2,3,-3.65,-1.32,-0.38
T79,"Knapp, Jake",AN,2,18,1,0.14,290.6,0.42857,-1.18,0.5,38.8417,77.9722,-0.33,0.73,0.5,1,2,-0.65,-0.32,-1.04
T79,"McKibbin, Tom",AN,2,18,1,-0.67,285.1,0.28571,-1.91,0.38889,39.9667,89.6528,1.22,0.71,0.71429,4,5,-0.65,-1.87,-2.58
T79,"Lagergren, Joakim",AN,2,18,4,-0.89,303,0.21429,-1.25,0.44444,38.3611,65.369,-0.68,-0.83,0.42857,2,3,-3.65,-2.97,-2.14
T79,"Stevens, Sam",AN,2,18,1,-0.43,267.9,0.42857,-0.91,0.61111,39.7652,59.8833,-0.19,0.88,0.66667,2,1,-0.65,-0.46,-1.34
T79,"English, Harris",AN,2,18,-1,1.46,277.5,0.85714,-0.58,0.72222,32.7056,85.6389,-0.15,0.62,0.83333,3,3,1.35,1.49,0.88
T79,"Rozner, Antoine",AN,2,18,3,0.04,278.1,0.71429,-1.63,0.66667,43.5476,41.9444,-0.89,-0.17,0.5,3,4,-2.65,-1.76,-1.59
T98,"Mitchell, Keith",AN,3,18,1,1.24,305.5,0.42857,0.28,0.66667,32.6515,62.7917,-0.28,-1.89,0.3,4,4,-0.65,-0.37,1.52
T98,"Kim, Tom",AN,3,18,3,-2.42,262.8,0.28571,1.92,0.55556,27.0985,87,-1.36,-0.79,0.28571,3,4,-2.65,-1.29,-0.5
T98,"Nakajima, Keita",AN,3,18,0,-0.22,268.2,0.64286,-0.22,0.61111,36.2969,96,0.21,0.58,0.625,4,2,0.35,0.14,-0.44
T98,"Clark, Wyndham",AN,3,18,0,0.27,312.6,0.28571,-2.17,0.38889,30.9167,53.8646,0.55,1.71,0.5625,8,8,0.35,-0.2,-1.9
T98,"Ayora, Angel",AN,3,18,1,-1.55,313.4,0.35714,2.41,0.72222,31.1563,37.1667,-1.7,0.19,0.66667,4,5,-0.65,1.05,0.86
T98,"Smyth, Trav",AN,3,18,2,-0.68,279.6,0.28571,-2.05,0.55556,33.4545,52.5833,0.58,0.49,0.66667,3,5,-1.65,-2.23,-2.73
T98,"Rose, Justin",AN,3,18,-2,0.17,295,0.35714,0.72,0.72222,32.7188,34.9643,1.55,-0.1,0.5,4,2,2.35,0.8,0.89
T98,"McNealy, Maverick",AN,3,18,2,0.55,295,0.42857,-1.26,0.55556,32.1833,51.2361,-0.1,-0.83,0.6,3,4,-1.65,-1.55,-0.72
T98,"Howard, David",AN,3,18,-1,0.76,321.6,0.5,-0.19,0.66667,27.2833,53.1528,0.68,0.09,0.77778,7,5,1.35,0.67,0.58
T98,"Nagano, Ryutaro",AN,3,18,2,0.65,315.4,0.57143,-2.03,0.55556,44.1369,71.0556,-0.98,0.71,0.7,5,5,-1.65,-0.68,-1.38
T108,"Niemann, Joaquin",AN,4,18,-2,1.62,303.2,0.5,-1.19,0.61111,31.4015,112.5667,0.49,1.43,0.8,6,4,2.35,1.85,0.43
T108,"Hall, Harry",AN,4,18,-3,-0.04,299.1,0.35714,3.7,0.66667,26.6296,44.4722,-1.55,1.24,0.5,7,4,3.35,4.9,3.66
T108,"Hollick, Michael",AN,4,18,2,-1.33,278.3,0.35714,-0.68,0.55556,32.7569,76.125,-0.02,0.37,0.75,2,2,-1.65,-1.64,-2
T108,"Fitzpatrick, Matt",AN,4,18,2,1.3,279.4,0.71429,-1.57,0.61111,35.2917,60.2917,2.01,-3.39,0.41667,3,3,-1.65,-3.66,-0.27
T108,"Skogen, Baard",AN,4,18,1,-0.9,284.6,0.21429,-0.13,0.55556,32.7417,43.85,-0.32,0.7,0.55556,1,4,-0.65,-0.33,-1.03
T108,"Ruiter, Nevill",AN,4,18,-2,-0.41,307,0.35714,1.01,0.55556,30.4917,86.3333,-0.63,2.38,0.66667,3,5,2.35,2.97,0.59
T108,"Dean, Joe",AN,4,18,2,-0.2,281.5,0.5,-2.36,0.55556,34.3264,63.2857,-0.54,1.45,0.85714,4,6,-1.65,-1.11,-2.56
T108,"Pulcini, Mateo",AN,4,18,-1,-0.52,304,0.28571,2.32,0.66667,34.1354,35.0521,0.89,-1.35,0.44444,4,4,1.35,0.46,1.8
T108,"Bhatia, Akshay",AN,4,18,3,-1.03,278.6,0.5,-0.44,0.66667,30.5,53.85,0.03,-1.21,0.33333,1,4,-2.65,-2.68,-1.47
T108,"Hovland, Viktor",AN,4,18,4,-1.54,299.9,0.35714,0.33,0.5,33.7273,61,-1.92,-0.52,0.2,4,5,-3.65,-1.73,-1.21
T108,"Day, Jason",AN,4,18,1,0.98,287.7,0.64286,-2.39,0.44444,45.2692,90.9583,-0.95,1.71,0.72727,5,5,-0.65,0.3,-1.41
T108,"Sloman, Tom",AN,4,18,3,-0.64,268.3,0.64286,-3.46,0.5,47.2628,70.3,0.8,0.65,0.66667,1,4,-2.65,-3.45,-4.1
T108,"LaCroix, Frederic",AN,4,18,2,0.07,286.5,0.42857,0.05,0.66667,20.7179,90.5167,-1.77,0,0.5,5,2,-1.65,0.12,0.12
T121,"Greyserman, Max",AN,5,18,-1,0.76,305.1,0.35714,-2.22,0.5,44.275,54.6667,3.28,-0.48,0.57143,9,6,1.35,-1.93,-1.46
T121,"Li, Haotong",AN,5,18,3,0.55,316.2,0.42857,-0.67,0.55556,35.8939,56.4333,-0.41,-2.12,0.5,6,7,-2.65,-2.25,-0.12
T121,"Buchanan, Jack",AN,5,18,2,1,282.6,0.57143,-1.42,0.55556,41.4103,66.8958,1.18,-2.41,0.53846,4,6,-1.65,-2.83,-0.42
T121,"Docherty, Alistair",AN,5,18,2,1.19,299,0.57143,-2.25,0.66667,41.651,120,-0.79,0.2,0.625,2,4,-1.65,-0.86,-1.06
T121,"Kim, Michael",AN,5,18,2,-0.55,282,0.28571,0,0.44444,31.2083,68.3571,-2.73,1.63,0.5,2,6,-1.65,1.07,-0.55
T126,"Grehan, Stuart",AN,6,18,-1,0.54,291.1,0.64286,1.04,0.66667,30.1548,54.8056,-0.75,0.52,0.875,6,4,1.35,2.1,1.58
T126,"Saddier, Adrien",AN,6,18,-1,-2.11,286.4,0.5,-1.29,0.61111,37.6319,31.5833,2.78,1.97,0.625,8,6,1.35,-1.43,-3.4
T126,"Wiedemeyer, Tim",AN,6,18,3,-0.43,276.6,0.57143,-0.63,0.66667,34.7619,45.25,-1.43,-0.17,0.66667,1,4,-2.65,-1.23,-1.06
T126,"Berger, Daniel",AN,6,18,0,2.35,294.6,0.71429,-0.89,0.61111,35.7222,30.9583,-1.65,0.54,0.71429,5,3,0.35,2,1.46
T126,"Hojgaard, Rasmus",AN,6,18,5,0.36,289.7,0.42857,-2.46,0.5,42.0903,118.5,1,-3.55,0.41667,7,7,-4.65,-5.66,-2.1
T126,"De Castro Piera, Alejandro",AN,6,18,3,0.7,313.3,0.5,-2.55,0.55556,26.3333,64.0139,-1.3,0.5,0.66667,6,6,-2.65,-1.35,-1.86
