position,player_name,course,score,thru,today,sg_ott,distance,accuracy,sg_app,gir,prox_fw,prox_rgh,sg_putt,sg_arg,scrambling,great_shots,poor_shots,sg_total,sg_t2g,sg_bs
T67,"Nakajima, Keita",AN,-2,18,2,-0.55,287.3,0.5,-1.49,0.61111,33.0058,63.6976,-0.32,-0.75,0.66667,3,6,-3.11,-2.79,-2.04
T67,"Stout, Preston",AN,-2,18,0,0.81,298.2,0.64286,-0.84,0.77778,35.9383,80.9431,-0.68,-0.41,0.6,2,2,-1.11,-0.43,-0.02
T67,"Hojgaard, Rasmus",AN,-2,18,0,-1.02,303.9,0.35714,0.31,0.61111,28.17,36.942,-0.61,0.21,0.71429,2,3,-1.11,-0.5,-0.71
T67,"Higgs, Harry",AN,-2,18,0,0.45,292.7,0.71429,0.84,0.66667,29.4808,36.8484,-2.21,-0.19,0.57143,2,3,-1.11,1.1,1.29
T67,"Duncan, Tyler",AN,-2,18,-1,0.84,287.8,0.71429,-0.5,0.66667,42.8086,45.3417,0.19,-0.65,0.71429,4,4,-0.11,-0.31,0.35
T67,"Meissner, Mac",AN,-2,18,-4,-0.57,288,0.42857,0.96,0.5,27.3357,64.5127,0.52,1.98,0.81818,5,2,2.89,2.37,0.39
T67,"Brehm, Ryan",AN,-2,18,-5,0.07,301.8,0.64286,1.95,0.77778,19.6412,44.0948,2.19,-0.32,0.8,7,1,3.89,1.7,2.02
T67,"Mouw, William",AN,-2,18,-2,1.45,292.3,0.85714,2.65,0.66667,20.5577,86.2467,-2.42,-0.78,0.5,3,4,0.89,3.31,4.1
T67,"Jaeger, Stephan",AN,-2,18,-1,-2.48,290.8,0.57143,2.68,0.55556,31.9837,44.84,-0.33,0.02,0.57143,7,7,-0.11,0.22,0.19
T67,"Dumont De Chassart, Adrien",AN,-2,18,0,-0.55,291.9,0.42857,1.94,0.77778,21.9829,40.9616,-2.19,-0.31,0.6,2,3,-1.11,1.08,1.39
T67,"Rozo, Marcelo",AN,-2,18,2,1.27,288.4,0.85714,-0.37,0.55556,37.0513,42.9776,-3.26,-0.75,0.6,1,5,-3.11,0.14,0.9
T67,"Springer, Hayden",AN,-2,18,-2,1.18,296.6,0.71429,0.03,0.66667,30.0561,103.6451,-0.07,-0.25,0.5,4,2,0.89,0.96,1.21
T85,"Ghim, Doug",AN,-1,18,1,-0.58,285.5,0.57143,-2.34,0.66667,26.1146,52.3951,0.4,0.41,0.83333,3,3,-2.11,-2.51,-2.92
T85,"Moore, Taylor",AN,-1,18,0,1.13,302.3,0.64286,-1.85,0.55556,35.4623,60.8013,0.91,-1.31,0.72727,5,3,-1.11,-2.02,-0.72
