player_id,dg_id,last_name,first_name,tour_affiliation,data_depth_class,debut_flag,neutral_skill_sg,sg_ott_12m,sg_app_12m,sg_arg_12m,sg_putt_12m,sg_t2g_12m,true_sg_last5,true_sg_vs_baseline,form_class,venue_history_depth,starts_at_renaissance,best_finish_renaissance,venue_fit_total_adj,predicted_app_150_200_share,predicted_driving_accuracy_fit
P052,11276,HORSCHEL,BILLY,DP World Tour,FULL,False,-0.022950000000000012,-0.259,0.269,-0.197,0.0,-0.004,-0.07,0.05,NEUTRAL,MODERATE,12.0,54.0,0.03,0.028,0.04
P004,29971,BRADBURY,DAN,DP World Tour,FULL,False,0.0826,0.208,0.216,-0.277,0.0,0.551,-0.74,-0.49,COOL,MODERATE,8.0,75.0,-0.08,,-0.1
P013,26580,CHOI,SEUNGBIN,DP World Tour,DEBUT,True,0.04147226686683151,0.044,0.075,,0.0,,-1.0,0.02,NEUTRAL,NONE,0.0,,0.22,,0.1
P086,28635,MCCARTY,MATT,DP World Tour,FULL,False,0.03775,0.106,0.105,-0.154,0.0,0.353,0.1,-0.6,COOL,THIN,4.0,22.0,-0.11,0.019,-0.04
P018,27811,COUVRA,MARTIN,DP World Tour,FULL,False,0.005549999999999999,-0.02,0.025,0.014,0.0,-0.079,-0.35,0.14,NEUTRAL,THIN,4.0,73.0,-0.05,,-0.04
P158,,PHILLIPS,CHANDLER,DP World Tour,DEBUT,False,0.041468319498410455,,,,,,-0.65,-0.21,NEUTRAL,THIN,2.0,,0.0,-0.069,0.0
P075,18105,LAWRENCE,THRISTON,DP World Tour,FULL,False,0.004699999999999996,0.132,0.01,-0.192,0.0,-0.011,-1.37,-0.9,COLD,MODERATE,10.0,24.0,0.0,0.05,-0.02
P055,16333,HUBBARD,MARK,DP World Tour,FULL,False,-0.019700000000000002,-0.218,0.118,0.022,0.0,0.011,-0.24,0.05,NEUTRAL,THIN,2.0,,-0.03,0.007,-0.01
P027,,FINAU,TONY,DP World Tour,DEBUT,True,0.041468319498410455,,,,,,0.38,0.36,WARM,NONE,,,0.0,0.011,0.0
P165,,HODGES,LEE,DP World Tour,DEBUT,True,0.041468319498410455,,,,,,0.26,0.22,NEUTRAL,NONE,,,0.0,0.022,0.0
P161,,DOU,ZECHENG,DP World Tour,DEBUT,True,0.041468319498410455,,,,,,-0.03,-0.2,NEUTRAL,NONE,,,0.0,0.03,0.0
P072,23733,LACROIX,FREDERIC,DP World Tour,FULL,False,-0.01645,0.066,0.001,-0.183,0.0,0.109,-0.82,-0.3,COOL,THIN,2.0,,-0.02,,-0.06
P020,22259,DEL REY,ALEJANDRO,DP World Tour,FULL,False,-0.16275,0.199,-0.555,-0.141,0.0,-0.282,-0.39,0.0,NEUTRAL,MODERATE,8.0,15.0,0.27,,0.14
P006,20766,BROWN,DAN,DP World Tour,FULL,False,-0.002700000000000022,0.125,0.076,-0.334,0.0,0.302,-0.54,-0.72,COOL,MODERATE,8.0,60.0,-0.07,-0.011,-0.05
P109,27900,POTGIETER,ALDRICH,DP World Tour,FULL,False,0.09255,0.529,-0.033,-0.273,0.0,0.565,0.81,0.93,HOT,THIN,2.0,,0.33,-0.014,0.14
P160,,HOSSLER,BEAU,DP World Tour,DEBUT,True,0.041468319498410455,,,,,,0.18,0.01,NEUTRAL,NONE,,,0.0,-0.028,0.0
P084,11460,MANASSERO,MATTEO,DP World Tour,FULL,False,-0.05154999999999997,-0.693,0.333,0.199,0.0,-0.414,-1.02,-0.21,NEUTRAL,THIN,6.0,15.0,-0.13,-0.027,-0.03
P024,,ELVIRA,NACHO,DP World Tour,DEBUT,True,0.041468319498410455,,,,,,,,NEUTRAL,NONE,,,0.0,,0.0
P119,,RODRIGUES,DANIEL,DP World Tour,DEBUT,True,0.041468319498410455,,,,,,,,NEUTRAL,NONE,,,0.0,,0.0
P044,,HIDALGO,ANGEL,DP World Tour,DEBUT,True,0.041468319498410455,,,,,,,,NEUTRAL,NONE,,,0.0,,0.0
P060,28268,KANEKO,KOTA,DP World Tour,FULL,True,-0.02899999999999999,-0.344,0.224,-0.021,0.0,-0.12,0.66,0.77,WARM,NONE,0.0,,-0.33,,-0.17
P063,27759,KIM,BAEKJUN,DP World Tour,DEBUT,True,0.11723226686683151,0.666,0.083,,0.0,,-3.77,-1.8,COLD,NONE,0.0,,0.26,,0.08
P135,7049,STERNE,RICHARD,DP World Tour,FULL,False,-0.025650000000000003,-0.08,0.057,-0.108,0.0,-0.363,-1.0,-0.5,COOL,THIN,2.0,,-0.09,,-0.09
P139,15326,SULLIVAN,ANDY,DP World Tour,FULL,False,-0.144,-0.172,-0.128,-0.238,0.0,-0.543,-1.17,-0.93,COLD,STRONG,16.0,17.0,-0.11,,-0.07
P141,22089,SYME,CONNOR,DP World Tour,FULL,False,-0.1398,-0.159,-0.058,-0.359,0.0,-0.511,-2.82,-1.18,COLD,STRONG,24.0,15.0,0.12,,0.02
P110,25890,PREMLALL,YURAV,DP World Tour,FULL,True,-0.1744,-0.711,0.222,-0.194,0.0,-0.221,-0.05,1.57,HOT,NONE,0.0,,-0.02,,0.0
P163,,STANGER,JIMMY,DP World Tour,DEBUT,True,0.041468319498410455,,,,,,-0.25,0.17,NEUTRAL,NONE,,,0.0,-0.14,0.0
P058,26947,JARVIS,CASEY,DP World Tour,FULL,True,-0.050100000000000006,-0.04,0.11,-0.383,0.0,0.517,-0.26,-0.29,NEUTRAL,NONE,0.0,,-0.12,0.021,-0.09
P012,26745,CHACARRA,EUGENIO,DP World Tour,FULL,False,-0.008399999999999996,0.17,-0.128,-0.073,0.0,0.667,1.7,1.58,HOT,THIN,2.0,,-0.02,,-0.03
P159,,DAHMEN,JOEL,DP World Tour,DEBUT,True,0.041468319498410455,,,,,,-0.93,-0.72,COOL,NONE,,,0.0,-0.018,0.0
P099,15676,NORGAARD,NIKLAS,DP World Tour,FULL,False,-0.13640000000000002,0.321,-0.31,-0.621,0.0,0.258,-0.06,0.66,WARM,THIN,6.0,15.0,0.2,0.012,0.07
P129,6950,SIEM,MARCEL,DP World Tour,FULL,False,-0.23205,-0.161,-0.497,-0.049,0.0,-1.155,-2.04,-0.55,COOL,MODERATE,12.0,34.0,0.06,,-0.01
P162,,RAMEY,CHAD,DP World Tour,DEBUT,True,0.041468319498410455,,,,,,-0.88,-0.81,COLD,NONE,,,0.0,-0.027,0.0
P166,,VENTURA,KRIS,DP World Tour,DEBUT,True,0.041468319498410455,,,,,,-0.79,-0.77,COOL,NONE,,,0.0,-0.057,0.0
P008,14795,CANTER,LAURIE,DP World Tour,FULL,False,0.033100000000000004,0.45,-0.054,-0.415,0.0,0.397,-0.26,0.13,NEUTRAL,MODERATE,12.0,34.0,-0.04,0.011,-0.1
P136,25569,STEVENS,SAM,DP World Tour,FULL,False,0.12564999999999998,0.436,-0.005,-0.017,0.0,0.806,0.09,-0.39,COOL,MODERATE,8.0,57.0,0.01,0.005,-0.01
P082,10158,LUITEN,JOOST,DP World Tour,FULL,False,0.008800000000000002,0.078,-0.044,0.004,0.0,-0.288,-1.06,-0.64,COOL,MODERATE,16.0,54.0,-0.02,,-0.05
