player_name,player_id,model_rank,tier,vts_final,neutral_skill_sg,neutral_skill_index,venue_fit_score,venue_fit_delta,venue_history_delta,pre_penalty_vts,debut_penalty_applied,anti_pattern_penalty_total,recent_form_gate_applied,health_gate_status,volatility_index,venue_variance_class,win_pct,top3_pct,top5_pct,top10_pct,top20_pct,make_cut_pct,miss_cut_pct,anti_pattern_flags,primary_trait_driver,primary_risk_trait,trait_summary_label,tee_time_rd1,tour,world_rank
"SCOTT, ADAM",20,47,3,63.01,1.18,75.0,76.23,1.23,0.0,75.43,0.0,-4.14,False,ok,25.0,high,0.69,9.91,16.43,27.72,45.02,63.72,36.28,bomb_and_spray,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,,PGA Tour,49.0
"SMALLEY, ALEX",35,48,3,62.63,0.73,69.43,69.31,-0.12,0.0,69.39,0.0,-2.25,False,ok,25.0,high,0.67,9.55,15.92,27.07,44.33,62.9,37.1,weak_tight_runoff,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,,PGA Tour,42.0
"DOSSEY, COOPER",85,49,3,62.28,0.04,60.89,64.86,3.97,0.0,62.28,0.0,0.0,False,ok,25.0,high,0.65,9.23,15.48,26.48,43.71,62.15,37.85,,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + OTT_Accuracy; weak MajorGrind,,Korn Ferry Tour,230.0
"KIM, TOM",73,50,3,61.82,0.24,63.37,70.02,6.65,0.0,65.69,0.0,-1.29,False,ok,25.0,high,0.62,8.82,14.9,25.72,42.88,61.13,38.87,poor_lag_putting,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,,PGA Tour,141.0
"KIM, MICHAEL",60,51,3,61.81,0.55,67.2,69.73,2.53,0.0,68.09,0.0,-2.09,False,ok,25.0,high,0.62,8.81,14.88,25.69,42.85,61.09,38.91,short_and_wild,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + OTT_Distance; weak MajorGrind,,PGA Tour,50.0
"CONNERS, COREY",71,52,3,61.55,0.54,67.08,72.78,5.7,0.0,69.07,0.0,-2.23,False,ok,25.0,high,0.61,8.58,14.56,25.27,42.39,60.51,39.49,weak_tight_runoff,OTT_Accuracy,MajorGrind,OTT_Accuracy + WindTolerance; weak MajorGrind,,PGA Tour,56.0
"SPIETH, JORDAN",40,53,3,61.07,1.03,73.14,71.95,-1.19,0.0,72.73,0.0,-3.89,False,ok,25.0,high,0.59,8.18,13.98,24.49,41.53,59.4,40.6,bomb_and_spray,OTT_Distance,MajorGrind,OTT_Distance + ARG_TightRunoff; weak MajorGrind,,PGA Tour,51.0
"KOHLES, BEN",90,54,3,61.03,-0.02,60.15,76.87,16.72,0.0,66.0,0.0,-1.66,False,ok,25.0,high,0.59,8.15,13.94,24.43,41.46,59.32,40.68,poor_lag_putting,WindTolerance,MajorGrind,WindTolerance + OTT_Accuracy; weak MajorGrind,,PGA Tour,184.0
"SADDIER, ADRIEN",101,55,3,61.02,-0.08,59.41,65.58,6.18,0.0,61.57,0.0,0.0,False,ok,25.0,high,0.59,8.14,13.92,24.41,41.44,59.29,40.71,,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,,PGA Tour,115.0
"MCGREEVY, MAX",78,56,3,60.81,0.35,64.73,67.82,3.09,0.0,65.81,0.0,-1.44,False,ok,25.0,high,0.58,7.97,13.68,24.08,41.07,58.8,41.2,poor_lag_putting,OTT_Accuracy,MajorGrind,OTT_Accuracy + OTT_Distance; weak MajorGrind,,PGA Tour,99.0
"KIM, T.K.",152,57,3,60.27,0.32,64.36,65.18,0.83,0.0,64.65,-1.75,0.0,False,ok,75.0,high,0.66,9.23,15.97,28.4,49.02,67.11,32.89,,ARG_Bunker,MajorGrind,ARG_Bunker + ARG_TightRunoff; weak MajorGrind,2:42 PM,PGA Tour,0.0
"HISATSUNE, RYO",77,58,3,59.93,0.11,61.76,67.47,5.71,0.0,63.76,0.0,-1.28,False,ok,25.0,high,0.53,7.3,12.69,22.7,39.5,56.7,43.3,poor_lag_putting,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,,PGA Tour,62.0
"BURNS, SAM",12,59,3,59.9,1.6,80.2,74.57,-5.63,0.0,78.23,0.0,-6.11,False,ok,25.0,high,0.53,7.27,12.65,22.66,39.44,56.62,43.38,bomb_and_spray;weak_tight_runoff,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + OTT_Distance; weak MajorGrind,,PGA Tour,30.0
"MOUW, WILLIAM",82,60,3,59.68,0.43,65.72,66.97,1.25,0.0,66.16,0.0,-2.16,False,ok,25.0,high,0.52,7.12,12.42,22.33,39.06,56.1,43.9,weak_tight_runoff,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,,PGA Tour,131.0
"NOVAK, ANDREW",69,61,3,59.58,0.36,64.85,66.94,2.09,0.0,65.58,0.0,-2.0,False,ok,25.0,high,0.52,7.05,12.32,22.18,38.89,55.86,44.14,short_and_wild,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + OTT_Distance; weak MajorGrind,,PGA Tour,61.0
"MCILROY, RORY",2,62,3,59.51,2.3,88.86,79.83,-9.04,0.0,85.7,0.0,-8.73,False,ok,25.0,high,0.52,7.0,12.24,22.08,38.77,55.69,44.31,bomb_and_spray;long_iron_liability,OTT_Distance,APP_200+,OTT_Distance + OTT_Accuracy; weak APP_200+,,PGA Tour,2.0
"BERGER, DANIEL",63,63,3,59.26,0.49,66.46,69.39,2.93,0.0,67.48,0.0,-2.74,False,ok,25.0,high,0.51,6.82,11.98,21.7,38.32,55.07,44.93,weak_tight_runoff,OTT_Distance,MajorGrind,OTT_Distance + WindTolerance; weak MajorGrind,,PGA Tour,46.0
"PARRY, JOHN",94,64,3,59.26,0.34,64.6,68.0,3.4,0.0,65.79,0.0,-1.33,True,ok,75.0,high,0.61,8.34,14.64,26.53,46.84,64.25,35.75,poor_lag_putting,OTT_Accuracy,MajorGrind,OTT_Accuracy + OTT_Distance; weak MajorGrind,,PGA Tour,102.0
"HAMMER, COLE",108,65,3,59.18,-0.47,54.58,87.01,32.43,0.0,65.93,0.0,-2.25,False,ok,25.0,high,0.5,6.76,11.89,21.58,38.17,54.86,45.14,poor_lag_putting,APP_200+,PUTT_LagCtrl,APP_200+ + APP_150-200; weak PUTT_LagCtrl,,Korn Ferry Tour,363.0
"THOMAS, JUSTIN",21,66,3,59.08,1.04,73.27,72.25,-1.02,0.0,72.91,0.0,-5.14,False,ok,75.0,high,0.6,8.18,14.41,26.19,46.44,63.7,36.3,bomb_and_spray;poor_lag_putting,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,,PGA Tour,16.0
"HATTON, TYRRELL",37,67,3,58.61,0.96,72.28,73.08,0.8,0.0,72.56,0.0,-5.18,False,ok,75.0,high,0.57,7.8,13.84,25.37,45.45,62.35,37.65,bomb_and_spray;poor_lag_putting,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,,LIV Golf,21.0
"LEE, MIN WOO",30,68,3,58.4,1.12,74.26,68.98,-5.28,0.0,72.41,0.0,-4.49,False,ok,25.0,high,0.47,6.25,11.11,20.45,36.81,52.9,47.1,long_iron_liability,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + OTT_Distance; weak MajorGrind,,PGA Tour,35.0
"YELLAMARAJU, SUDARSHAN",67,69,3,58.39,0.18,62.62,69.55,6.93,0.0,65.05,0.0,-2.22,False,ok,25.0,high,0.47,6.24,11.1,20.43,36.79,52.87,47.13,weak_tight_runoff,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,,PGA Tour,96.0
"ECHAVARRIA, NICO",81,70,3,58.07,0.31,64.23,65.97,1.73,0.0,64.84,0.0,-2.26,False,ok,25.0,high,0.46,6.04,10.79,19.98,36.23,52.05,47.95,weak_tight_runoff,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + ARG_TightRunoff; weak MajorGrind,,PGA Tour,52.0
"GRILLO, EMILIANO",96,71,3,56.17,0.1,61.63,66.3,4.66,0.0,63.27,0.0,-2.2,False,ok,25.0,high,0.39,4.96,9.12,17.45,33.0,47.13,52.87,weak_tight_runoff,OTT_Accuracy,MajorGrind,OTT_Accuracy + OTT_Distance; weak MajorGrind,,PGA Tour,116.0
"JAMES, BEN",89,72,3,56.05,0.35,64.73,65.14,0.41,0.0,64.87,-1.75,-1.48,False,ok,75.0,high,0.46,5.99,11.02,21.14,40.09,54.61,45.39,poor_lag_putting,OTT_Accuracy,MajorGrind,OTT_Accuracy + WindTolerance; weak MajorGrind,,Amateur,0.0
"SUBER, JACKSON",92,73,3,54.28,0.0,60.4,61.84,1.44,0.0,60.9,0.0,-2.21,False,ok,25.0,high,0.33,4.07,7.68,15.18,29.91,42.13,57.87,weak_tight_runoff,OTT_Distance,MajorGrind,OTT_Distance + ARG_TightRunoff; weak MajorGrind,,PGA Tour,128.0
"SATO, TAIHEI",114,74,3,54.2,-0.93,48.89,64.07,15.18,0.0,54.2,0.0,0.0,False,ok,25.0,high,0.32,4.04,7.62,15.09,29.78,41.93,58.07,,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,,Japan Golf Tour,403.0
"REITAN, KRISTOFFER",36,75,3,53.22,0.93,71.91,67.79,-4.12,0.0,70.46,0.0,-6.26,False,ok,75.0,high,0.35,4.45,8.52,17.13,34.52,45.92,54.08,long_iron_liability;weak_tight_runoff,OTT_Distance,APP_FlightCtrl,OTT_Distance + OTT_Accuracy; weak APP_FlightCtrl,,PGA Tour,26.0
"LEACH, GREYSON",142,76,3,52.8,-1.18,45.79,65.81,20.02,0.0,52.8,0.0,0.0,False,ok,50.0,high,0.31,3.87,7.45,15.08,30.66,42.51,57.49,,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,,PGA Tour Americas,0.0
"GOTTERUP, CHRIS",16,77,3,51.94,1.54,79.46,73.88,-5.58,0.0,77.5,0.0,-8.52,False,ok,25.0,high,0.26,3.18,6.19,12.7,26.29,36.04,63.96,bomb_and_spray;long_iron_liability,OTT_Distance,APP_200+,OTT_Distance + OTT_Accuracy; weak APP_200+,,PGA Tour,11.0
"BLAIR, ZAC",99,78,3,51.84,-0.06,59.65,70.43,10.77,0.0,63.42,0.0,-3.73,False,ok,25.0,high,0.26,3.15,6.13,12.61,26.15,35.79,64.21,weak_tight_runoff;poor_lag_putting,APP_200+,MajorGrind,APP_200+ + WindTolerance; weak MajorGrind,,PGA Tour,204.0
"NIEMANN, JOAQUIN",53,79,3,51.15,0.49,66.46,69.46,3.0,0.0,67.51,0.0,-5.45,False,ok,25.0,high,0.24,2.93,5.75,11.96,25.14,34.06,65.94,long_iron_liability;poor_lag_putting,OTT_Distance,APP_200+,OTT_Distance + OTT_Accuracy; weak APP_200+,,LIV Golf,80.0
"KOEPKA, BROOKS",56,80,3,50.89,0.46,66.09,66.23,0.14,0.0,66.14,0.0,-5.08,False,ok,25.0,high,0.24,2.84,5.61,11.71,24.76,33.39,66.61,bomb_and_spray;poor_lag_putting,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,,PGA Tour,110.0
"STEVENS, SAM",72,81,3,50.01,0.51,66.71,66.49,-0.22,0.0,66.63,0.0,-5.24,False,ok,25.0,high,0.22,2.59,5.17,10.93,23.52,31.25,68.75,long_iron_liability;poor_lag_putting,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,,PGA Tour,54.0
"CANTER, LAURIE",103,82,4,49.47,-0.38,55.69,59.19,3.5,0.0,56.92,0.0,-2.48,False,ok,25.0,high,0.2,2.44,4.91,10.47,22.77,29.94,70.06,weak_tight_runoff,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,,LIV Golf,151.0
"WOODLAND, GARY",48,83,4,49.46,0.72,69.31,68.18,-1.13,0.0,68.91,0.0,-6.48,False,ok,25.0,high,0.2,2.44,4.9,10.46,22.76,29.92,70.08,long_iron_liability;weak_tight_runoff,PUTT_LagCtrl,APP_200+,PUTT_LagCtrl + OTT_Distance; weak APP_200+,,PGA Tour,45.0
"RUSSELL, MILES",110,84,4,49.21,-0.39,55.57,55.99,0.42,0.0,55.72,0.0,-2.17,False,ok,50.0,high,0.22,2.64,5.32,11.39,24.91,32.58,67.42,poor_lag_putting,ARG_TightRunoff,PUTT_LagCtrl,ARG_TightRunoff + ARG_Bunker; weak PUTT_LagCtrl,,Korn Ferry Tour,0.0
"MONTGOMERY, TAYLOR",115,85,4,48.71,-0.32,56.44,64.6,8.16,0.0,59.29,0.0,-2.55,True,ok,75.0,high,0.23,2.76,5.58,12.05,26.6,32.87,67.13,short_and_wild,ARG_Bunker,MajorGrind,ARG_Bunker + ARG_TightRunoff; weak MajorGrind,,Korn Ferry Tour,227.0
"HOJGAARD, NICOLAI",41,86,4,48.43,1.14,74.5,70.34,-4.17,0.0,73.05,0.0,-8.2,False,ok,25.0,high,0.18,2.19,4.45,9.64,21.39,27.53,72.47,bomb_and_spray;long_iron_liability,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,,PGA Tour,33.0
"ROY, KEVIN",100,87,4,48.2,0.06,61.14,62.18,1.04,0.0,61.5,0.0,-4.16,False,ok,25.0,high,0.18,2.13,4.35,9.46,21.09,27.01,72.99,long_iron_liability,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,,PGA Tour,133.0
"SILVERMAN, BEN",109,88,4,47.62,-0.54,53.71,57.09,3.37,0.0,54.89,0.0,-2.25,False,ok,25.0,high,0.17,2.01,4.12,9.03,20.36,25.73,74.27,weak_tight_runoff,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + ARG_TightRunoff; weak MajorGrind,,PGA Tour,262.0
"ORTIZ, CARLOS",87,89,4,47.52,0.17,62.5,67.04,4.54,0.0,64.09,0.0,-5.31,False,ok,25.0,high,0.17,1.98,4.08,8.95,20.22,25.5,74.5,bomb_and_spray;poor_lag_putting,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + OTT_Distance; weak MajorGrind,,LIV Golf,188.0
"HORSCHEL, BILLY",88,90,4,47.12,-0.11,59.03,63.83,4.79,0.0,60.71,0.0,-4.53,False,ok,25.0,high,0.16,1.9,3.92,8.67,19.73,24.65,75.35,short_and_wild;weak_tight_runoff,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + ARG_TightRunoff; weak MajorGrind,,PGA Tour,135.0
"OIWA, RYUICHI",137,91,4,46.58,-1.9,36.88,64.58,27.7,0.0,46.58,0.0,0.0,False,ok,25.0,high,0.15,1.79,3.73,8.29,19.06,23.5,76.5,,ARG_Bunker,MajorGrind,ARG_Bunker + ARG_TightRunoff; weak MajorGrind,,Japan Golf Tour,389.0
"DECHAMBEAU, BRYSON",19,92,4,45.4,1.15,74.63,68.27,-6.36,0.0,72.4,0.0,-9.0,False,ok,50.0,high,0.15,1.75,3.7,8.36,19.66,23.5,76.5,bomb_and_spray;long_iron_liability;weak_tight_runoff,OTT_Distance,APP_200+,OTT_Distance + OTT_Accuracy; weak APP_200+,,LIV Golf,32.0
"IM, SUNGJAE",76,93,4,45.23,0.12,61.88,62.89,1.01,0.0,62.24,0.0,-5.67,False,ok,25.0,high,0.13,1.55,3.27,7.42,17.5,20.83,79.17,long_iron_liability;poor_lag_putting,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,,PGA Tour,74.0
"SMITH, CAMERON",70,94,4,45.21,0.27,63.74,65.07,1.34,0.0,64.2,0.0,-6.33,False,ok,25.0,high,0.13,1.55,3.27,7.41,17.48,20.79,79.21,short_and_wild;long_iron_liability,ARG_Bunker,MajorGrind,ARG_Bunker + ARG_TightRunoff; weak MajorGrind,,LIV Golf,136.0
"WU, DYLAN",107,95,4,45.11,-0.39,55.57,58.93,3.36,0.0,56.74,0.0,-3.74,False,ok,25.0,high,0.13,1.53,3.23,7.35,17.36,20.59,79.41,weak_tight_runoff;poor_lag_putting,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,,PGA Tour,386.0
"VAN PARIS, JACKSON",125,96,4,45.08,-1.13,46.41,63.46,17.05,0.0,52.38,0.0,-2.16,False,ok,50.0,high,0.14,1.69,3.59,8.15,19.26,22.83,77.17,short_and_wild,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,,Korn Ferry Tour,0.0
"FOX, RYAN",52,97,4,44.17,0.64,68.32,66.13,-2.18,0.0,67.55,0.0,-7.8,False,ok,25.0,high,0.12,1.38,2.95,6.8,16.33,18.87,81.13,bomb_and_spray;long_iron_liability,OTT_Distance,MajorGrind,OTT_Distance + ARG_TightRunoff; weak MajorGrind,,PGA Tour,55.0
"BRENNAN, MICHAEL",79,98,4,43.16,0.38,65.1,62.84,-2.26,0.0,64.31,0.0,-7.05,False,ok,25.0,high,0.1,1.24,2.68,6.25,15.28,17.13,82.87,long_iron_liability;weak_tight_runoff,OTT_Distance,APP_200+,OTT_Distance + OTT_Accuracy; weak APP_200+,,PGA Tour,60.0
"PHILLIPS, CHANDLER",105,99,4,43.01,-0.38,55.69,56.53,0.84,0.0,55.99,0.0,-4.21,False,ok,25.0,high,0.1,1.22,2.64,6.17,15.13,16.89,83.11,long_iron_liability,ARG_TightRunoff,APP_FlightCtrl,ARG_TightRunoff + ARG_Bunker; weak APP_FlightCtrl,,PGA Tour,172.0
"PUIG, DAVID",42,100,4,42.82,0.9,71.53,64.63,-6.9,0.0,69.12,0.0,-8.76,False,ok,25.0,high,0.1,1.19,2.59,6.07,14.94,16.59,83.41,bomb_and_spray;long_iron_liability,PUTT_LagCtrl,APP_200+,PUTT_LagCtrl + OTT_Distance; weak APP_200+,,LIV Golf,57.0
"MCDOWELL, GRAEME",120,101,4,42.5,-1.0,48.02,56.5,8.48,0.0,50.99,0.0,-2.55,False,ok,50.0,high,0.11,1.28,2.79,6.57,16.25,17.86,82.14,weak_tight_runoff,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + APP_200+; weak MajorGrind,,LIV Golf,0.0
"JOHNSON, DUSTIN",64,102,4,41.79,0.42,65.59,64.15,-1.45,0.0,65.09,0.0,-7.76,False,ok,25.0,high,0.09,1.07,2.35,5.57,13.94,14.98,85.02,bomb_and_spray;long_iron_liability,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + ARG_TightRunoff; weak MajorGrind,,LIV Golf,245.0
"GREYSERMAN, MAX",75,103,4,41.54,0.43,65.72,63.48,-2.23,0.0,64.94,0.0,-7.8,False,ok,25.0,high,0.09,1.04,2.29,5.45,13.71,14.62,85.38,bomb_and_spray;long_iron_liability,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,,PGA Tour,68.0
"COWAN, RYDER",124,104,4,41.45,-1.24,45.05,63.35,18.3,0.0,51.45,-4.0,0.0,False,ok,75.0,high,0.1,1.26,2.77,6.62,16.65,16.9,83.1,,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,,Amateur,0.0
"KIMSEY, NATHAN",98,105,4,40.81,-0.35,56.06,58.43,2.37,0.0,56.89,0.0,-5.36,False,ok,25.0,high,0.08,0.96,2.13,5.13,13.04,13.58,86.42,long_iron_liability;poor_lag_putting,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + OTT_Accuracy; weak MajorGrind,,DP World Tour,214.0
"PEACOCK, JAKE",140,106,4,40.74,-1.75,38.74,63.0,24.26,0.0,47.23,0.0,-2.16,False,ok,50.0,high,0.09,1.06,2.35,5.66,14.42,14.98,85.02,short_and_wild,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,,Korn Ferry Tour,0.0
"LEE, ERIC",130,107,4,39.68,-1.48,42.08,63.8,21.72,0.0,49.68,-4.0,0.0,False,ok,75.0,high,0.08,1.04,2.33,5.69,14.75,14.11,85.89,,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,,Amateur,0.0
"RODGERS, PATRICK",83,108,4,39.66,0.19,62.75,62.58,-0.17,0.0,62.69,0.0,-7.68,False,ok,25.0,high,0.07,0.85,1.9,4.65,12.04,12.06,87.94,bomb_and_spray;long_iron_liability,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + OTT_Distance; weak MajorGrind,,PGA Tour,81.0
"MITCHELL, KEITH",54,109,4,39.58,0.56,67.33,65.18,-2.15,0.0,66.58,0.0,-9.0,False,ok,25.0,high,0.07,0.84,1.89,4.61,11.98,11.96,88.04,bomb_and_spray;long_iron_liability;weak_tight_runoff;poor_lag_putting,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,,PGA Tour,100.0
"COODY, PIERCESON",66,110,4,38.72,0.48,66.34,64.57,-1.77,0.0,65.72,0.0,-9.0,False,ok,25.0,high,0.06,0.76,1.74,4.29,11.28,10.94,89.06,bomb_and_spray;long_iron_liability;weak_tight_runoff,OTT_Distance,MajorGrind,OTT_Distance + PUTT_LagCtrl; weak MajorGrind,,PGA Tour,58.0
"ROZO, MARCELO",121,111,4,37.96,-1.09,46.91,58.45,11.54,0.0,50.95,0.0,-4.33,False,ok,25.0,high,0.05,0.7,1.61,4.02,10.7,10.09,89.91,weak_tight_runoff;poor_lag_putting,OTT_Accuracy,MajorGrind,OTT_Accuracy + WindTolerance; weak MajorGrind,,PGA Tour,0.0
"COUSSAUD, UGO",93,112,4,37.39,-0.09,59.28,59.13,-0.15,0.0,59.23,0.0,-7.84,False,ok,75.0,high,0.06,0.81,1.86,4.67,12.56,11.08,88.92,bomb_and_spray;long_iron_liability,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + PUTT_LagCtrl; weak MajorGrind,,DP World Tour,217.0
"HARRINGTON, PADRAIG",123,113,4,36.8,-1.42,42.82,60.63,17.8,0.0,49.05,0.0,-4.09,False,ok,25.0,high,0.05,0.62,1.44,3.63,9.85,8.91,91.09,short_and_wild;poor_lag_putting,ARG_Bunker,APP_FlightCtrl,ARG_Bunker + ARG_TightRunoff; weak APP_FlightCtrl,,PGA Tour Champions,0.0
"ROBLES, MATT",154,114,4,36.45,-3.12,21.78,63.68,41.9,0.0,36.45,0.0,0.0,False,ok,50.0,high,0.05,0.66,1.54,3.92,10.68,9.53,90.47,,ARG_Bunker,MajorGrind,ARG_Bunker + ARG_TightRunoff; weak MajorGrind,,PGA Tour,0.0
"DUMONT DE CHASSART, ADRIEN",91,115,4,36.41,0.17,62.5,65.09,2.59,0.0,63.41,0.0,-9.0,False,ok,25.0,high,0.04,0.59,1.38,3.51,9.58,8.54,91.46,bomb_and_spray;long_iron_liability;poor_lag_putting,ARG_TightRunoff,APP_FlightCtrl,ARG_TightRunoff + ARG_Bunker; weak APP_FlightCtrl,,PGA Tour,168.0
"SHAH, MANAV",155,116,4,36.35,-3.21,20.67,65.48,44.81,0.0,36.35,0.0,0.0,False,ok,50.0,high,0.05,0.66,1.53,3.88,10.6,9.43,90.57,,ARG_Bunker,MajorGrind,ARG_Bunker + ARG_TightRunoff; weak MajorGrind,,PGA Tour,0.0
"ARNI SVEINSSON, GUNNLAUGUR",146,117,4,36.05,-1.85,37.5,63.94,26.44,0.0,46.76,-4.0,0.0,False,ok,75.0,high,0.05,0.7,1.63,4.16,11.41,9.58,90.42,,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,,Amateur,0.0
"SCHMID, MATTI",84,118,4,35.45,0.08,61.39,57.66,-3.73,0.0,60.08,0.0,-8.21,False,ok,25.0,high,0.04,0.53,1.26,3.23,8.95,7.7,92.3,bomb_and_spray;long_iron_liability,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + PUTT_LagCtrl; weak MajorGrind,,PGA Tour,71.0
"HERBERT, LUCAS",74,119,5,34.94,0.04,60.89,63.32,2.43,0.0,61.74,0.0,-8.93,False,ok,25.0,high,0.04,0.51,1.2,3.09,8.62,7.28,92.72,bomb_and_spray;long_iron_liability;poor_lag_putting,ARG_TightRunoff,APP_FlightCtrl,ARG_TightRunoff + OTT_Distance; weak APP_FlightCtrl,,LIV Golf,88.0
"DU PLESSIS, HENNIE",97,120,5,34.76,0.32,64.36,58.83,-5.53,0.0,62.42,0.0,-9.0,False,ok,50.0,high,0.04,0.55,1.31,3.38,9.46,7.93,92.07,bomb_and_spray;long_iron_liability;weak_tight_runoff;poor_lag_putting,OTT_Distance,MajorGrind,OTT_Distance + ARG_TightRunoff; weak MajorGrind,,DP World Tour,186.0
"REILLY, LOGAN",143,121,5,34.06,-2.18,33.42,63.83,30.42,0.0,44.06,-4.0,0.0,False,ok,75.0,high,0.04,0.56,1.34,3.5,9.89,7.71,92.29,,ARG_Bunker,MajorGrind,ARG_Bunker + ARG_TightRunoff; weak MajorGrind,,Amateur,0.0
"KEEFER, JOHNNY",86,122,5,33.91,0.05,61.01,60.72,-0.3,0.0,60.91,0.0,-9.0,False,ok,25.0,high,0.03,0.45,1.08,2.83,8.0,6.5,93.5,bomb_and_spray;long_iron_liability;weak_tight_runoff,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,,PGA Tour,75.0
"HIGGS, HARRY",118,123,5,31.48,-0.91,49.13,54.13,4.99,0.0,50.88,0.0,-6.47,False,ok,25.0,high,0.02,0.35,0.85,2.29,6.69,4.95,95.05,long_iron_liability;weak_tight_runoff,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + PUTT_LagCtrl; weak MajorGrind,,Korn Ferry Tour,356.0
"JORDAN, MATTHEW",102,124,5,30.94,-0.51,54.08,55.52,1.44,0.0,54.59,0.0,-7.88,False,ok,25.0,high,0.02,0.33,0.81,2.18,6.43,4.65,95.35,short_and_wild;long_iron_liability;poor_lag_putting,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,,DP World Tour,281.0
"PUEBLA, GIUSEPPE",153,125,5,30.11,-2.66,27.48,63.58,36.1,0.0,40.11,-4.0,0.0,False,ok,75.0,high,0.02,0.36,0.91,2.48,7.39,4.94,95.06,,ARG_Bunker,MajorGrind,ARG_Bunker + ARG_TightRunoff; weak MajorGrind,,Amateur,0.0
"SHIPLEY, NEAL",106,126,5,29.29,-0.24,57.43,50.09,-7.34,0.0,54.86,0.0,-8.41,False,ok,25.0,high,0.01,0.27,0.68,1.89,5.69,3.85,96.15,long_iron_liability;weak_tight_runoff;poor_lag_putting,OTT_Distance,APP_FlightCtrl,OTT_Distance + OTT_Accuracy; weak APP_FlightCtrl,,PGA Tour,190.0
"KYES, CHASE",129,127,5,28.42,-2.89,24.63,64.03,39.4,0.0,38.42,-4.0,0.0,False,ok,75.0,high,0.02,0.3,0.77,2.14,6.51,4.07,95.93,,ARG_Bunker,MajorGrind,ARG_Bunker + ARG_TightRunoff; weak MajorGrind,,Amateur,0.0
"STANGER, JIMMY",113,128,5,28.32,-0.37,55.82,52.74,-3.08,0.0,54.74,0.0,-8.81,False,ok,50.0,high,0.01,0.27,0.69,1.92,5.87,3.83,96.17,bomb_and_spray;long_iron_liability,ARG_TightRunoff,APP_FlightCtrl,ARG_TightRunoff + ARG_Bunker; weak APP_FlightCtrl,,PGA Tour,338.0
