player_name,events_played,rounds_played,rounds_played_w_shotlink,win,top_5,top_10,top_25,putt_mean,putt_rank,putt_perc_05,putt_perc_25,putt_median,putt_perc_75,putt_perc_95,putt_std_dev,arg_mean,arg_rank,arg_perc_05,arg_perc_25,arg_median,arg_perc_75,arg_perc_95,arg_std_dev,app_mean,app_rank,app_perc_05,app_perc_25,app_median,app_perc_75,app_perc_95,app_std_dev,ott_mean,ott_rank,ott_perc_05,ott_perc_25,ott_median,ott_perc_75,ott_perc_95,ott_std_dev,bs_mean,bs_rank,bs_perc_05,bs_perc_25,bs_median,bs_perc_75,bs_perc_95,bs_std_dev,t2g_mean,t2g_rank,t2g_perc_05,t2g_perc_25,t2g_median,t2g_perc_75,t2g_perc_95,t2g_std_dev,total_mean,total_rank,total_perc_05,total_perc_25,total_median,total_perc_75,total_perc_95,total_std_dev,total_no_am_mean,total_no_am_rank,total_no_am_perc_05,total_no_am_perc_25,total_no_am_median,total_no_am_perc_75,total_no_am_perc_95,total_no_am_std_dev,dist_mean,dist_rank,dist_perc_05,dist_perc_25,dist_median,dist_perc_75,dist_perc_95,dist_std_dev,acc_mean,acc_rank,acc_perc_05,acc_perc_25,acc_median,acc_perc_75,acc_perc_95,acc_std_dev
"Scheffler, Scottie",3,12,12,0,1,1,3,0.468,26,-1.224,-0.127,0.627,1.003,1.882,1.030,0.771,3,-0.738,0.412,0.776,1.319,2.135,0.965,0.713,12,-1.702,-0.149,0.555,1.507,3.517,1.772,0.601,14,-0.777,0.274,0.664,1.412,1.479,0.806,1.314,5,-0.855,-0.174,1.044,2.019,4.683,1.934,2.085,1,0.349,0.545,1.331,3.468,5.319,1.878,2.553,1,0.438,0.946,2.040,4.385,5.250,1.949,2.553,1,0.438,0.946,2.040,4.385,5.250,1.949,2.197,54,-10.420,-5.667,1.441,6.770,19.136,10.819,0.051,31,-0.098,-0.041,0.077,0.130,0.166,0.102
"McNealy, Maverick",3,12,12,0,0,1,1,0.869,10,-1.205,0.318,1.010,1.664,2.558,1.335,0.694,6,-0.330,0.227,0.644,1.058,1.923,0.815,0.248,38,-2.434,-0.362,0.658,1.315,1.869,1.557,0.075,53,-2.085,-0.020,0.431,0.655,1.207,1.117,0.323,33,-2.079,-1.393,0.311,1.956,2.903,1.906,1.017,17,-1.703,-0.742,1.112,2.731,3.844,2.157,1.886,2,-1.309,0.528,1.525,3.220,5.876,2.518,1.886,2,-1.309,0.528,1.525,3.220,5.876,2.518,6.732,29,-6.404,1.262,6.804,9.676,24.164,11.346,-0.044,96,-0.177,-0.081,-0.040,-0.000,0.076,0.085
"Koivun, Jackson",1,4,4,0,0,0,1,0.404,34,-2.379,0.144,1.344,1.603,1.870,2.296,0.300,32,-0.766,0.061,0.437,0.676,1.175,0.941,0.508,19,-1.068,-0.382,0.556,1.446,2.018,1.488,0.368,27,-0.535,0.126,0.545,0.787,1.023,0.765,0.876,14,-0.831,-0.807,0.746,2.430,2.765,1.969,1.176,10,-1.588,-0.699,1.183,3.058,3.930,2.728,1.580,3,0.278,0.885,1.151,1.846,3.482,1.614,1.580,3,0.278,0.885,1.151,1.846,3.482,1.614,5.515,35,-7.992,4.458,10.427,11.484,12.146,11.134,0.002,60,-0.129,-0.066,0.008,0.076,0.125,0.121
"James, Ben",1,4,4,0,0,0,1,-0.169,69,-2.121,-1.536,-0.009,1.358,1.558,1.907,0.673,7,-0.536,0.353,1.043,1.362,1.365,1.001,0.964,6,-0.625,0.355,1.231,1.841,2.179,1.370,0.112,45,-0.554,-0.128,0.240,0.481,0.599,0.568,1.076,10,-0.542,0.575,1.117,1.619,2.637,1.518,1.749,2,-0.983,1.409,2.481,2.821,3.457,2.284,1.580,3,-2.422,-0.615,2.151,4.346,4.782,3.631,1.580,3,-2.422,-0.615,2.151,4.346,4.782,3.631,2.917,49,-3.552,-1.538,3.455,7.910,8.634,6.284,0.020,46,-0.080,-0.051,0.013,0.084,0.130,0.103
"Cowan, Ryder",1,4,4,0,0,0,1,0.144,51,-0.630,-0.524,-0.311,0.357,1.556,1.161,1.386,1,0.924,1.156,1.408,1.638,1.816,0.426,-0.388,79,-1.028,-0.883,-0.602,-0.106,0.552,0.789,0.438,21,-1.326,0.038,0.647,1.047,1.910,1.567,0.050,51,-2.185,-0.966,0.473,1.489,1.694,1.951,1.436,7,-0.416,0.439,1.532,2.529,3.153,1.721,1.580,3,-0.922,-0.174,1.132,2.886,4.709,2.736,1.580,3,-0.922,-0.174,1.132,2.886,4.709,2.736,2.667,50,-4.060,0.752,4.342,6.257,7.051,5.613,0.074,18,-0.061,0.005,0.044,0.113,0.250,0.152
"Woodland, Gary",5,18,18,0,0,2,3,0.504,23,-1.984,-0.449,0.185,1.368,3.893,1.801,-0.121,81,-1.375,-0.850,-0.138,0.267,1.599,0.991,0.060,47,-2.938,-0.941,-0.001,1.044,2.018,1.581,1.079,2,-0.664,0.465,1.340,1.943,2.169,1.139,1.139,9,-0.651,0.268,1.125,2.023,2.834,1.318,1.017,16,-1.540,-0.018,0.911,1.897,3.226,1.557,1.522,6,-1.575,0.220,1.392,3.295,4.232,2.185,1.522,6,-1.575,0.220,1.392,3.295,4.232,2.185,11.318,12,-17.423,9.412,18.458,23.203,27.676,19.414,0.007,57,-0.242,-0.086,0.076,0.120,0.160,0.149
"Kim, Tom",3,12,12,0,1,1,2,0.312,43,-2.405,-0.629,0.515,1.364,2.412,1.702,0.350,24,-0.871,-0.393,0.578,0.909,1.420,0.873,0.859,9,-0.970,0.186,0.747,1.796,2.421,1.206,-0.040,62,-1.146,-0.321,-0.012,0.175,1.137,0.769,0.819,20,-0.864,0.111,0.711,1.776,2.463,1.202,1.169,11,-1.496,0.664,1.314,1.842,3.601,1.695,1.481,7,-2.877,0.747,2.009,2.784,4.876,2.606,1.481,7,-2.877,0.747,2.009,2.784,4.876,2.606,-5.297,91,-29.814,-7.827,-3.342,3.587,9.488,14.450,0.000,63,-0.108,-0.043,-0.005,0.027,0.128,0.085
"Harman, Brian",4,14,14,0,0,0,2,0.405,33,-1.388,-0.392,0.435,1.380,2.025,1.172,0.231,39,-1.560,-0.646,-0.014,0.767,2.778,1.515,0.290,33,-1.775,-0.590,0.037,0.951,2.651,1.553,0.551,18,-0.137,0.095,0.245,0.589,1.966,0.789,0.840,19,-1.484,-0.097,0.524,1.458,3.649,1.824,1.071,14,-2.107,-0.160,0.937,2.067,4.654,2.528,1.476,8,-1.620,-0.983,1.055,3.371,5.817,2.967,1.476,8,-1.620,-0.983,1.055,3.371,5.817,2.967,-5.784,93,-15.097,-8.853,-5.665,-3.227,3.980,6.003,0.088,10,-0.034,0.016,0.074,0.133,0.255,0.102
"Mitchell, Keith",3,10,10,0,1,1,1,0.452,27,-1.377,-0.894,0.270,1.286,3.051,1.741,0.037,59,-1.943,-1.029,0.126,0.766,2.238,1.510,0.223,40,-1.125,-0.874,-0.073,0.976,2.192,1.267,0.648,10,-1.267,-0.025,0.926,1.407,2.046,1.235,0.871,16,-0.634,-0.000,0.831,1.867,2.275,1.163,0.908,19,-2.578,-0.474,1.562,2.600,3.195,2.198,1.360,9,-2.456,0.285,1.761,2.908,4.544,2.482,1.360,9,-2.456,0.285,1.761,2.908,4.544,2.482,2.417,52,-13.243,-1.750,4.793,7.674,12.277,9.911,-0.031,84,-0.262,-0.081,-0.001,0.056,0.124,0.149
"Smith, Jordan",3,10,10,0,1,1,2,-0.356,88,-3.176,-0.961,-0.096,1.073,1.381,1.762,0.280,35,-0.829,0.055,0.497,0.681,0.995,0.660,0.348,28,-1.998,0.118,0.456,1.023,2.093,1.509,1.025,3,0.370,0.534,1.096,1.431,1.703,0.524,1.373,4,-1.542,1.167,1.885,2.359,2.869,1.682,1.653,3,-1.918,1.048,2.161,3.172,3.507,2.131,1.296,10,-4.125,-0.662,2.712,3.644,4.628,3.385,1.296,10,-4.125,-0.662,2.712,3.644,4.628,3.385,6.343,30,-3.234,0.761,5.924,12.524,14.751,7.061,0.083,16,-0.127,0.011,0.076,0.178,0.273,0.146
