player_name,events_played,rounds_played,rounds_played_w_shotlink,win,top_5,top_10,top_25,putt_mean,putt_rank,putt_perc_05,putt_perc_25,putt_median,putt_perc_75,putt_perc_95,putt_std_dev,arg_mean,arg_rank,arg_perc_05,arg_perc_25,arg_median,arg_perc_75,arg_perc_95,arg_std_dev,app_mean,app_rank,app_perc_05,app_perc_25,app_median,app_perc_75,app_perc_95,app_std_dev,ott_mean,ott_rank,ott_perc_05,ott_perc_25,ott_median,ott_perc_75,ott_perc_95,ott_std_dev,bs_mean,bs_rank,bs_perc_05,bs_perc_25,bs_median,bs_perc_75,bs_perc_95,bs_std_dev,t2g_mean,t2g_rank,t2g_perc_05,t2g_perc_25,t2g_median,t2g_perc_75,t2g_perc_95,t2g_std_dev,total_mean,total_rank,total_perc_05,total_perc_25,total_median,total_perc_75,total_perc_95,total_std_dev,total_no_am_mean,total_no_am_rank,total_no_am_perc_05,total_no_am_perc_25,total_no_am_median,total_no_am_perc_75,total_no_am_perc_95,total_no_am_std_dev,dist_mean,dist_rank,dist_perc_05,dist_perc_25,dist_median,dist_perc_75,dist_perc_95,dist_std_dev,acc_mean,acc_rank,acc_perc_05,acc_perc_25,acc_median,acc_perc_75,acc_perc_95,acc_std_dev
"Thomas, Justin",40,154,152,1,7,12,20,0.222,31,-2.425,-0.833,0.240,1.140,3.095,1.676,0.483,3,-1.345,-0.089,0.460,1.077,2.347,1.058,0.534,7,-2.247,-0.586,0.482,1.746,3.373,1.750,0.199,46,-1.661,-0.327,0.299,0.896,1.895,1.144,0.733,14,-3.063,-0.688,0.759,2.237,4.179,2.243,1.216,2,-2.792,-0.184,1.221,2.830,4.868,2.348,1.450,1,-4.365,-0.386,1.558,3.432,5.584,2.938,1.450,2,-4.365,-0.386,1.558,3.432,5.584,2.938,4.763,37,-16.370,-1.763,4.849,12.858,21.177,11.107,-0.022,97,-0.231,-0.134,-0.021,0.072,0.189,0.138
"Matsuyama, Hideki",52,199,185,3,9,12,31,0.195,33,-2.683,-0.843,0.212,1.435,2.745,1.701,0.483,2,-1.024,-0.197,0.451,1.070,2.156,0.983,0.733,1,-2.065,-0.447,0.762,1.934,3.242,1.607,0.042,68,-1.608,-0.499,0.205,0.842,1.377,1.008,0.775,9,-2.136,-0.443,0.652,2.055,4.210,1.973,1.258,1,-2.362,0.034,1.135,2.575,4.771,2.109,1.443,2,-3.147,-0.364,1.495,2.825,6.106,2.636,1.443,3,-3.147,-0.364,1.495,2.825,6.106,2.636,-0.592,78,-18.460,-5.782,-0.301,6.086,13.399,10.040,-0.003,74,-0.230,-0.088,-0.005,0.094,0.199,0.127
"Young, Cameron",46,171,168,3,10,17,25,0.349,15,-2.596,-0.577,0.314,1.450,3.111,1.803,0.189,27,-1.284,-0.370,0.179,0.823,1.874,0.986,0.237,47,-2.497,-0.697,0.204,1.167,2.874,1.601,0.600,4,-1.268,0.102,0.638,1.279,2.168,1.026,0.837,5,-2.839,-0.258,1.002,1.989,4.216,1.993,1.027,5,-2.589,-0.264,0.838,2.448,4.904,2.251,1.319,3,-3.354,-0.489,1.193,3.244,6.196,3.032,1.319,4,-3.354,-0.489,1.193,3.244,6.196,3.032,11.685,9,-4.995,5.783,12.492,18.994,28.466,11.297,-0.024,99,-0.255,-0.101,-0.020,0.061,0.180,0.133
"Griffin, Ben",62,224,206,3,9,18,32,0.383,11,-2.305,-0.564,0.330,1.353,2.982,1.580,0.333,12,-1.001,-0.263,0.383,0.935,1.790,0.908,0.379,17,-2.094,-0.477,0.447,1.268,2.685,1.412,0.119,59,-1.458,-0.443,0.092,0.698,1.570,0.917,0.498,29,-2.172,-0.574,0.563,1.661,3.072,1.685,0.832,7,-2.233,-0.299,0.848,2.082,3.594,1.905,1.253,4,-2.469,-0.200,1.319,2.726,4.778,2.310,1.253,5,-2.469,-0.200,1.319,2.726,4.778,2.310,0.061,70,-17.276,-7.365,-0.126,7.319,17.424,11.546,0.007,64,-0.207,-0.095,0.003,0.089,0.235,0.132
"McNealy, Maverick",53,191,180,1,6,11,26,0.436,9,-2.250,-0.747,0.621,1.552,2.910,1.713,0.165,37,-1.230,-0.474,0.193,0.836,1.751,1.068,0.244,45,-2.373,-0.833,0.300,1.272,2.615,1.550,0.333,22,-1.395,-0.200,0.489,0.989,1.703,1.029,0.577,25,-2.795,-0.740,0.827,1.943,3.475,1.976,0.743,14,-2.876,-0.646,1.098,2.332,3.985,2.241,1.184,5,-3.600,-0.643,1.371,2.973,5.600,2.796,1.184,6,-3.600,-0.643,1.371,2.973,5.600,2.796,4.433,39,-14.491,-2.073,4.752,12.219,19.848,11.105,-0.005,78,-0.213,-0.086,-0.001,0.071,0.190,0.117
"Bradley, Keegan",46,172,170,2,4,8,22,0.028,66,-2.453,-0.931,0.096,0.982,2.596,1.543,0.358,10,-1.199,-0.331,0.379,1.034,1.856,1.049,0.424,11,-2.175,-0.605,0.481,1.461,3.401,1.671,0.372,18,-1.361,-0.146,0.480,1.087,1.597,0.936,0.796,7,-2.851,-0.317,0.718,2.144,4.046,2.047,1.154,3,-2.344,-0.428,1.209,2.611,4.833,2.277,1.173,6,-3.214,-0.527,0.929,2.991,5.751,2.640,1.173,7,-3.214,-0.527,0.929,2.991,5.751,2.640,6.680,21,-7.415,1.632,6.861,11.929,18.396,8.263,0.013,60,-0.183,-0.068,0.016,0.106,0.198,0.120
"Noren, Alex",40,141,132,2,4,8,15,0.592,4,-2.586,-0.691,0.783,1.831,3.504,1.775,0.177,31,-1.563,-0.259,0.299,0.881,2.188,1.015,0.326,24,-2.252,-0.723,0.125,1.189,2.311,1.477,0.070,64,-1.603,-0.337,0.151,0.603,1.324,0.854,0.397,43,-2.904,-0.841,0.236,1.482,2.804,1.708,0.574,26,-2.722,-1.049,0.533,1.918,3.604,1.906,1.072,7,-3.160,-0.784,1.195,3.038,5.200,2.635,1.072,8,-3.160,-0.784,1.195,3.038,5.200,2.635,-7.378,121,-27.243,-14.292,-7.505,-0.051,12.588,11.208,0.039,31,-0.175,-0.048,0.034,0.125,0.219,0.119
"English, Harris",50,184,172,1,5,8,25,0.531,5,-2.442,-0.713,0.513,1.826,3.215,1.723,0.167,36,-1.189,-0.423,0.216,0.737,1.570,0.881,0.041,75,-2.591,-0.833,0.172,1.086,2.531,1.551,0.294,28,-1.397,-0.157,0.375,0.878,1.628,0.931,0.334,47,-2.485,-0.805,0.430,1.541,3.029,1.861,0.502,33,-2.176,-0.572,0.499,1.691,3.509,1.876,1.042,8,-3.062,-0.217,1.163,2.246,5.079,2.345,1.042,9,-3.062,-0.217,1.163,2.246,5.079,2.345,1.753,62,-16.376,-4.018,3.311,8.472,15.924,10.361,0.032,37,-0.174,-0.064,0.027,0.128,0.257,0.132
"Rai, Aaron",51,182,181,3,8,8,24,-0.174,111,-2.728,-1.097,-0.096,0.777,2.198,1.535,0.179,29,-1.067,-0.426,0.131,0.637,1.671,0.865,0.642,4,-1.850,-0.442,0.470,1.579,2.973,1.561,0.312,25,-1.031,-0.074,0.401,0.853,1.422,0.759,0.954,2,-1.741,-0.100,0.898,2.189,3.618,1.733,1.133,4,-1.761,0.022,1.067,2.547,4.146,1.913,0.958,9,-2.691,-0.606,0.727,2.712,4.949,2.455,0.958,10,-2.691,-0.606,0.727,2.712,4.949,2.455,-11.604,135,-25.293,-18.308,-11.864,-5.271,5.221,9.031,0.121,1,-0.049,0.056,0.129,0.225,0.297,0.112
"Hall, Harry",57,195,180,0,0,9,26,0.679,3,-1.667,-0.384,0.630,1.896,3.093,1.523,0.361,9,-1.257,-0.182,0.378,0.963,2.237,1.018,0.084,71,-2.487,-0.901,0.108,0.876,2.549,1.512,-0.158,104,-2.152,-0.514,-0.061,0.466,1.147,0.978,-0.074,81,-3.066,-1.220,-0.111,1.105,2.723,1.820,0.288,52,-2.562,-0.919,0.223,1.538,3.365,1.886,0.916,10,-3.213,-0.638,1.024,2.507,4.479,2.378,0.916,11,-3.213,-0.638,1.024,2.507,4.479,2.378,-0.817,79,-19.900,-7.323,-1.107,5.574,18.539,11.445,-0.030,112,-0.211,-0.104,-0.029,0.041,0.168,0.118
