player_name,events_played,rounds_played,rounds_played_w_shotlink,win,top_5,top_10,top_25,putt_mean,putt_rank,putt_perc_05,putt_perc_25,putt_median,putt_perc_75,putt_perc_95,putt_std_dev,arg_mean,arg_rank,arg_perc_05,arg_perc_25,arg_median,arg_perc_75,arg_perc_95,arg_std_dev,app_mean,app_rank,app_perc_05,app_perc_25,app_median,app_perc_75,app_perc_95,app_std_dev,ott_mean,ott_rank,ott_perc_05,ott_perc_25,ott_median,ott_perc_75,ott_perc_95,ott_std_dev,bs_mean,bs_rank,bs_perc_05,bs_perc_25,bs_median,bs_perc_75,bs_perc_95,bs_std_dev,t2g_mean,t2g_rank,t2g_perc_05,t2g_perc_25,t2g_median,t2g_perc_75,t2g_perc_95,t2g_std_dev,total_mean,total_rank,total_perc_05,total_perc_25,total_median,total_perc_75,total_perc_95,total_std_dev,total_no_am_mean,total_no_am_rank,total_no_am_perc_05,total_no_am_perc_25,total_no_am_median,total_no_am_perc_75,total_no_am_perc_95,total_no_am_std_dev,dist_mean,dist_rank,dist_perc_05,dist_perc_25,dist_median,dist_perc_75,dist_perc_95,dist_std_dev,acc_mean,acc_rank,acc_perc_05,acc_perc_25,acc_median,acc_perc_75,acc_perc_95,acc_std_dev
"Young, Cameron",15,60,60,2,5,8,9,0.141,54,-2.642,-0.899,0.241,1.143,2.726,1.675,0.317,13,-1.100,-0.328,0.182,0.845,2.375,1.047,0.731,3,-1.459,-0.119,0.666,1.863,2.982,1.456,0.847,1,-0.537,0.203,0.876,1.424,2.179,0.837,1.578,1,-0.860,0.358,1.716,2.360,4.541,1.747,1.895,1,-1.368,0.165,1.854,3.581,5.445,2.132,2.036,1,-2.766,-0.052,1.449,4.629,7.248,2.938,2.036,1,-2.766,-0.052,1.449,4.629,7.248,2.938,10.767,11,-4.908,5.470,10.394,17.726,29.655,12.341,0.015,55,-0.150,-0.082,0.018,0.089,0.207,0.115
"Fitzpatrick, Alex",15,56,40,2,3,7,11,-0.334,119,-2.701,-1.234,-0.195,0.767,2.823,1.905,0.126,49,-1.746,-0.421,-0.091,0.732,1.913,1.093,0.932,1,-1.155,-0.042,1.047,1.931,3.212,1.357,0.573,7,-0.571,-0.072,0.594,1.222,1.759,0.805,1.505,2,-0.812,0.432,1.634,2.620,4.500,1.642,1.631,2,-1.255,-0.184,1.605,3.515,4.734,2.082,1.342,2,-2.919,-0.654,1.515,3.238,5.883,2.810,1.342,3,-2.919,-0.654,1.515,3.238,5.883,2.810,0.013,68,-13.301,-3.908,1.113,10.905,18.536,10.679,0.069,18,-0.202,-0.072,0.055,0.157,0.359,0.144
"Koivun, Jackson",15,49,18,1,1,2,3,0.226,42,-3.003,-0.696,0.476,1.138,2.318,1.541,0.221,29,-0.967,-0.635,0.433,0.507,1.525,0.879,0.561,7,-1.423,-0.496,0.456,1.468,2.655,1.413,0.463,13,-0.762,0.218,0.393,0.981,1.234,0.638,1.025,3,-1.039,-0.551,1.052,2.172,3.069,1.614,1.245,3,-0.907,-0.079,0.985,2.262,4.138,1.698,1.340,3,-2.203,-0.169,1.444,2.864,5.418,2.332,1.471,2,-1.496,0.372,1.287,1.876,5.769,2.296,0.456,66,-23.141,-8.405,5.047,10.657,13.205,13.492,0.058,24,-0.116,-0.023,0.070,0.126,0.229,0.108
"Matsuyama, Hideki",17,68,68,0,3,4,9,0.257,34,-2.558,-0.674,0.229,1.490,2.331,1.531,0.485,3,-0.947,-0.197,0.439,1.233,2.055,1.045,0.560,8,-2.512,-0.354,0.713,1.697,2.714,1.552,0.004,71,-1.501,-0.505,0.058,0.700,1.400,0.919,0.564,23,-2.742,-0.345,0.698,1.997,3.064,1.841,1.049,6,-2.403,0.083,1.139,2.504,3.723,1.984,1.306,4,-3.291,-0.383,1.736,2.653,5.175,2.460,1.306,4,-3.291,-0.383,1.736,2.653,5.175,2.460,-1.407,80,-17.095,-7.745,-0.971,4.893,12.919,9.909,0.011,61,-0.198,-0.069,-0.003,0.111,0.203,0.133
"McNealy, Maverick",16,60,60,0,0,1,7,0.597,3,-2.218,-0.526,0.775,1.640,2.913,1.666,0.359,12,-0.860,-0.207,0.381,0.866,1.596,0.880,0.025,67,-2.510,-1.164,0.092,1.137,2.364,1.525,0.292,27,-1.585,-0.218,0.437,0.890,1.608,0.982,0.317,43,-2.825,-1.086,0.393,1.890,3.240,1.924,0.676,19,-2.718,-0.839,0.846,2.560,4.459,2.230,1.273,5,-3.628,-1.174,1.729,3.283,5.489,2.925,1.273,5,-3.628,-1.174,1.729,3.283,5.489,2.925,4.540,38,-8.664,-1.093,5.317,9.550,15.758,8.445,-0.029,101,-0.222,-0.101,-0.028,0.050,0.188,0.116
"Smalley, Alex",17,62,62,0,3,4,9,0.390,15,-1.805,-0.525,0.458,1.287,2.526,1.403,-0.039,82,-1.852,-0.455,-0.016,0.462,1.605,1.119,0.590,6,-1.551,-0.460,0.741,1.529,3.362,1.595,0.160,50,-2.065,-0.194,0.331,0.826,1.596,1.070,0.751,13,-3.240,-0.174,0.637,1.923,3.505,1.901,0.711,17,-2.805,-0.331,0.784,2.205,3.825,2.214,1.101,6,-2.851,-0.596,1.239,2.712,5.041,2.814,1.101,6,-2.851,-0.596,1.239,2.712,5.041,2.814,0.327,67,-17.214,-4.818,1.473,7.306,16.226,11.735,0.027,40,-0.241,-0.069,0.055,0.125,0.204,0.141
"Thomas, Justin",14,54,54,0,1,2,8,0.119,56,-2.832,-0.524,0.211,1.007,2.686,1.704,0.551,2,-1.031,0.026,0.525,1.213,2.102,1.049,0.214,45,-2.248,-0.882,0.257,1.146,2.694,1.584,0.201,39,-1.464,-0.237,0.207,0.891,1.629,1.109,0.415,35,-2.173,-0.672,0.535,1.763,2.926,1.889,0.966,8,-2.251,-0.434,1.136,2.233,4.229,2.011,1.085,7,-5.202,-0.365,1.433,2.890,5.134,2.958,1.085,7,-5.202,-0.365,1.433,2.890,5.134,2.958,2.544,46,-15.177,-3.185,3.263,8.530,17.158,9.576,0.021,48,-0.207,-0.042,0.034,0.116,0.230,0.144
"Gerard, Ryan",19,70,70,0,1,4,5,0.387,17,-2.378,-0.686,0.196,1.160,3.858,1.843,-0.129,105,-1.715,-0.772,-0.356,0.691,1.689,1.088,0.534,11,-2.090,-0.549,0.501,1.593,3.011,1.565,0.285,29,-1.292,0.039,0.403,0.753,1.443,0.779,0.818,10,-2.026,-0.469,0.990,1.719,3.527,1.655,0.690,18,-2.031,-0.255,0.605,1.950,3.186,1.660,1.076,8,-3.330,-0.552,1.023,3.118,4.765,2.644,1.076,8,-3.330,-0.552,1.023,3.118,4.765,2.644,0.805,61,-13.254,-6.440,-0.991,7.474,18.552,10.019,0.038,32,-0.142,-0.037,0.022,0.114,0.261,0.123
"Noren, Alex",16,58,58,0,0,2,5,0.590,5,-1.833,-0.614,0.753,1.702,2.887,1.590,0.135,45,-1.597,-0.334,0.269,0.705,2.161,1.098,0.203,46,-2.097,-0.711,0.445,1.142,2.417,1.545,0.074,56,-1.177,-0.286,0.205,0.612,1.288,0.887,0.277,45,-2.758,-0.743,0.236,1.513,2.488,1.712,0.412,37,-2.596,-1.257,0.499,1.936,3.097,1.977,1.001,9,-2.675,-0.512,0.916,2.569,4.728,2.406,1.001,9,-2.675,-0.512,0.916,2.569,4.728,2.406,-9.214,123,-27.120,-13.390,-9.588,-3.879,9.063,10.901,0.059,23,-0.101,-0.014,0.045,0.137,0.233,0.114
"English, Harris",17,60,60,0,1,1,8,0.566,7,-2.070,-0.772,0.564,1.871,3.511,1.821,0.149,39,-1.367,-0.357,0.219,0.671,1.462,0.890,-0.118,85,-3.000,-1.018,0.224,0.942,1.736,1.501,0.390,17,-0.984,-0.157,0.316,0.935,1.723,0.860,0.272,47,-2.124,-0.710,0.320,1.321,2.540,1.593,0.421,35,-1.886,-0.601,0.456,1.341,2.787,1.654,0.987,10,-2.627,-0.477,1.143,2.174,4.421,2.234,0.987,10,-2.627,-0.477,1.143,2.174,4.421,2.234,1.394,58,-9.526,-3.880,2.497,7.395,11.945,8.034,0.026,41,-0.180,-0.074,0.009,0.110,0.273,0.136
