course,par,yardage,yardage_4_5,yardage_3,adj_score_to_par,adj_par_3_score,adj_par_4_score,adj_par_5_score,adj_driving_distance,adj_sd_distance,adj_driving_accuracy,putt_sg,arg_sg,app_sg,ott_sg,fw_width,fw_diff,rgh_diff,non_rgh_diff,miss_fw_pen_frac,adj_gir,less_150_sg,greater_150_sg,arg_fairway_sg,arg_rough_sg,arg_bunker_sg,less_5_ft_sg,greater_5_less_15_sg,greater_15_sg,adj_penalties,adj_ob
TPC River Highlands,70,6800,432,188,-0.53,0.02,0,-0.29,284.5,19,0.6454,0.002,-0.058,0.013,-0.006,37,0.43,0.31,0.36,0.0743,0.69,0.003,0.021,-0.066,-0.057,-0.035,0.002,0.002,0.003,0.48,0.08
