course_name,location,designers,par,yardage_min,yardage_max,rating_gold,slope_gold,turf_fairways,turf_rough,turf_greens,avg_green_size_sqft,stimp_tournament,water_holes_count,signature_stretch_description,course_record_score,course_record_player,course_record_year
TPC River Highlands,"Cromwell, Connecticut, USA",Pete Dye (1982 redesign); Bobby Weed renovations,70,6841,6844,73.0,131,Bentgrass with Poa annua,"Kentucky bluegrass with fescue (~4"" tournament)",Bentgrass/Poa annua blend,5000,12,5,Closing stretch 15-17 around 4-acre lake; reachable risk-reward par-4 15th.,58,Jim Furyk,2016
