player_id,last_name,first_name,tier,rank,neutral_skill_index,venue_fit_score,venue_history_normalized,form_score,penalties_applied,vts_final,win_prob,top5_prob,top10_prob,top20_prob,make_cut_prob,miss_cut_prob,best_betting_lane,anti_pattern_flags,conviction_level
P100,NORRIS,SHAUN,4,133,48.11133617823889,22.64808445241185,37.50322702121129,73.85,3.0,37.45794640904643,0.02,0.09,0.16,0.3,63.0,37.0,Pass / No Edge,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,LOW
P033,FRITTELLI,DYLAN,4,134,27.463784346104774,48.47491176022932,39.675603444481915,52.3,0.0,36.833672489436374,0.01,0.04,0.08,0.15,47.9,52.1,Miss Cut,weak-APP/no-CH,MEDIUM
P149,VON DELLINGSHAUSEN,NICOLAI,4,135,28.32747278875614,42.980406875626834,42.158319356791196,53.166666666666664,0.0,35.637090841137166,0.01,0.04,0.08,0.15,47.8,52.2,Miss Cut,weak-APP/no-CH,LOW
P118,RILEY,DAVIS,4,136,24.170972158496458,48.35769565602447,44.48586552458115,50.833333333333336,0.0,35.56192718919377,0.01,0.04,0.08,0.15,28.6,71.4,Miss Cut,weak-APP/no-CH,LOW
P079,LINDBERG,MIKAEL,4,137,50.45948913169729,19.242287729014052,50.0,53.166666666666664,3.0,35.49900080121987,0.01,0.04,0.08,0.15,62.6,37.4,Pass / No Edge,weak-APP/no-CH|bomb-and-spray|renaissance-debut|ANTI-PATTERN,SPECULATIVE
P164,VILIPS,KARL,5,138,40.1222180837138,34.44412285210693,50.0,47.5,3.0,34.86464888552954,0.01,0.04,0.08,0.15,47.5,52.5,Miss Cut,weak-APP/no-CH|renaissance-debut|ANTI-PATTERN,SPECULATIVE
P154,WU,ASHUN,5,139,38.47581198990964,21.692518385524465,64.34759282305542,60.7,3.0,34.33860347049446,0.01,0.04,0.08,0.15,47.5,52.5,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,LOW
P019,DAVIS,CAM,5,140,13.266905570022999,68.02712066383819,46.503072203332444,31.85,0.0,34.05852817186936,0.01,0.04,0.08,0.15,28.2,71.8,Miss Cut,none,LOW
P129,SIEM,MARCEL,5,141,19.98748126440392,47.46625868962597,64.34759282305542,37.0,0.0,34.0124116792593,0.01,0.04,0.08,0.15,28.0,72.0,Miss Cut,acc-neg/app-neg,LOW
P045,HIGHSMITH,JOE,5,142,28.75931701008182,44.3405489978336,34.55500187534402,47.166666666666664,0.0,33.45503059804604,0.01,0.04,0.08,0.15,47.2,52.8,Miss Cut,weak-APP/no-CH,LOW
P048,HOFFMAN,CHARLEY,5,143,21.471945775210948,45.85735086800618,46.813411692371105,49.833333333333336,0.0,33.12444953279644,0.01,0.04,0.08,0.15,27.8,72.2,Miss Cut,weak-APP/no-CH,LOW
P076,LEE,JUNGHWAN,5,144,25.03466060114782,40.19333918053862,44.641035269100485,48.666666666666664,0.0,31.965978612328886,0.01,0.04,0.08,0.15,27.7,72.3,Miss Cut,weak-APP/no-CH,LOW
P106,PAVON,MATTHIEU,5,145,41.01289679019801,23.934276378442277,53.79605019574096,49.166666666666664,3.0,31.908916961599335,0.01,0.04,0.08,0.15,46.9,53.1,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,LOW
P127,SCHOTT,FREDDY,5,146,30.216791257055988,37.008118957580656,50.0,48.833333333333336,3.0,30.390601066233323,0.0,0.0,0.0,0.0,46.8,53.2,Miss Cut,weak-APP/no-CH|renaissance-debut|ANTI-PATTERN,SPECULATIVE
P122,SADDIER,ADRIEN,5,147,47.922404331408906,22.694217058641026,37.0377177876533,42.0,3.0,30.11963285835992,0.0,0.0,0.0,0.0,46.7,53.3,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,SPECULATIVE
P038,GUERRIER,JULIEN,5,148,46.5459008759333,23.895629039737056,36.26186906505664,44.0,3.0,30.109833964459057,0.0,0.0,0.0,0.0,46.6,53.4,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,LOW
P115,RAVETTO,DAVID,5,149,37.07231827060117,25.7005871660799,43.244507568426506,54.1,3.0,29.08503893807506,0.0,0.0,0.0,0.0,46.5,53.5,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,LOW
P095,NAIDOO,DYLAN,5,150,16.721659340628456,43.822897624599214,39.21009421092393,55.4,0.0,28.91502585955396,0.0,0.0,0.0,0.0,26.9,73.1,Miss Cut,weak-APP/no-CH,LOW
P153,WILLETT,DANNY,5,151,27.085920652444802,41.72335971463647,17.331160233698355,50.833333333333336,0.0,28.240852507556223,0.0,0.0,0.0,0.0,46.4,53.6,Miss Cut,weak-APP/no-CH,LOW
P082,LUITEN,JOOST,5,152,39.150568585731016,23.57710701744126,52.70986198410565,36.7,3.0,27.596255642171844,0.0,0.0,0.0,0.0,46.3,53.7,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,SPECULATIVE
P074,LARRAZABAL,PABLO,5,153,23.415244771176518,43.590907418360445,26.951684393896834,39.9,0.0,26.589150363697563,0.0,0.0,0.0,0.0,26.6,73.4,Miss Cut,weak-APP/no-CH,LOW
P120,ROY,KEVIN,5,154,32.6729052658458,30.245047032181446,50.0,29.450000000000003,3.0,24.479995092861035,0.0,0.0,0.0,0.0,26.5,73.5,Miss Cut,weak-APP/no-CH|renaissance-debut|ANTI-PATTERN,SPECULATIVE
P146,VAN DRIEL,DARIUS,5,155,35.58785375979415,19.967190764755568,44.79620501361981,45.166666666666664,3.0,23.97107786809522,0.0,0.0,0.0,0.0,46.0,54.0,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,LOW
P059,JOHNSTON,RYGGS,5,156,10.459918131406084,49.77554335127049,39.21009421092393,34.6,0.0,23.176437216963393,0.0,0.0,0.0,0.0,26.2,73.8,Miss Cut,weak-APP/no-CH,SPECULATIVE
P053,HOSHINO,RIKUYA,5,157,27.409803818439066,24.39995557503873,42.31348910131053,52.833333333333336,3.0,22.231373078638818,0.0,0.0,0.0,0.0,45.8,54.2,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,SPECULATIVE
P071,KRUYSWIJK,JACQUES,5,158,32.052129197690135,23.60365051929924,42.31348910131053,41.6,3.0,22.1312757976556,0.0,0.0,0.0,0.0,45.7,54.3,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,SPECULATIVE
P057,JAMIESON,SCOTT,5,159,21.55291656670951,25.939478682801745,54.41672917381828,52.5,3.0,22.058849368381722,0.0,0.0,0.0,0.0,25.8,74.2,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,LOW
P104,OTAEGUI,ADRIAN,5,160,28.75931701008182,18.427667656992547,57.98563329776288,42.5,3.0,21.557106261898902,0.0,0.0,0.0,0.0,25.7,74.3,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,LOW
P061,KATSURAGAWA,YUTO,5,161,31.269411546537338,24.612303589902595,26.33100541581951,51.166666666666664,3.0,20.676989280113265,0.0,0.0,0.0,0.0,45.5,54.5,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,SPECULATIVE
P138,STRYDOM,OCKIE,5,162,0.0,49.03232529924696,40.6066219115979,47.0,0.0,19.682291883934795,0.0,0.0,0.0,0.0,45.4,54.6,Miss Cut,weak-APP/no-CH,LOW
P123,SCHAPER,JAYDEN,5,163,41.03988705403087,7.279396876639694,50.0,30.2,3.0,19.35205383986176,0.0,0.0,0.0,0.0,45.3,54.7,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|renaissance-debut|ANTI-PATTERN,SPECULATIVE
P039,GUMBERG,JORDAN,5,164,27.841648039764745,20.710408816779097,48.675448626603064,37.9,3.0,18.913053799697366,0.0,0.0,0.0,0.0,25.2,74.8,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,SPECULATIVE
P007,CAMPBELL,BRIAN,5,165,29.056209912243222,16.510377430786733,38.279075743807944,42.0,3.0,16.343941731644094,0.0,0.0,0.0,0.0,25.1,74.9,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,SPECULATIVE
P102,OK,TAEHOON,5,166,22.146702371032323,12.163401218508561,50.0,28.4,3.0,9.841701631015013,0.0,0.0,0.0,0.0,25.0,75.0,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|renaissance-debut|ANTI-PATTERN,SPECULATIVE
