player_id,last_name,first_name,tier,rank,neutral_skill_index,venue_fit_score,venue_history_normalized,form_score,penalties_applied,vts_final,win_prob,top5_prob,top10_prob,top20_prob,make_cut_prob,miss_cut_prob,best_betting_lane,anti_pattern_flags,conviction_level
P107,PENGE,MARCO,3,81,58.51201274041945,39.902867041877464,75.13342803680926,31.700000000000003,0.0,54.419706820677895,0.57,2.52,6.12,14.55,47.7,52.3,Top 20,bomb-and-spray,LOW
P023,ECKROAT,AUSTIN,3,82,50.44579140435929,62.12052695722196,42.944429506208316,40.8,0.0,54.3822779005153,0.34,2.56,5.18,10.27,38.2,61.8,Top 20,none,MEDIUM
P051,HOLLICK,MICHAEL,3,83,50.03438213740691,47.265850859985584,50.0,64.2,0.0,54.302005169261555,0.24,1.76,3.96,8.65,41.9,58.1,Pass / No Edge,renaissance-debut,LOW
P037,GREYSERMAN,MAX,3,84,44.72223501078525,60.74772627381512,48.19263578837151,53.2,0.0,54.29986858058204,0.41,2.84,5.65,11.06,43.0,57.0,Top 20,none,HIGH
P157,GARNETT,BRICE,3,85,50.03438213740691,46.5693741773881,50.0,65.15,0.0,54.20066631328204,0.24,1.76,3.95,8.64,42.5,57.5,Pass / No Edge,renaissance-debut,LOW
P056,IM,SUNGJAE,3,86,48.58896322551376,55.7772688375928,50.72926882475039,47.5,0.0,53.66088462538098,0.47,3.53,7.12,14.19,42.7,57.3,Top 20,none,HIGH
P052,HORSCHEL,BILLY,3,87,45.74715092312292,61.765033650479495,44.12527591969503,49.333333333333336,0.0,53.57548195946938,0.36,2.68,5.33,10.41,39.7,60.3,Top 20,none,HIGH
P004,BRADBURY,DAN,3,88,52.77181810151525,61.305552505710324,32.84163241304415,42.7,0.0,53.55180476109438,0.29,2.43,4.8,9.31,38.2,61.8,Top 20,none,MEDIUM
P013,CHOI,SEUNGBIN,3,89,50.0346448465437,50.89333358184748,50.0,51.833333333333336,0.0,53.13271060910294,0.2,1.59,3.65,8.14,33.3,66.7,Pass / No Edge,renaissance-debut,LOW
P086,MCCARTY,MATT,3,90,49.78691688928507,59.36364008860692,49.50468735891231,36.0,0.0,53.12158255778066,0.35,2.34,4.93,10.18,35.5,64.5,Top 20,none,MEDIUM
P018,COUVRA,MARTIN,3,91,47.643910890760836,60.511536843258334,37.25887270053151,50.833333333333336,0.0,52.931381647698835,0.32,2.56,5.03,9.7,40.1,59.9,Top 20,none,MEDIUM
P158,PHILLIPS,CHANDLER,3,92,50.03438213740691,57.397544453357774,42.81322434915423,43.5,0.0,52.55792661304741,0.19,1.75,3.84,8.19,38.5,61.5,Pass / No Edge,none,LOW
P075,LAWRENCE,THRISTON,3,93,47.5873408566383,62.350267529606555,52.65361112821023,29.0,0.0,52.265177369628574,0.32,2.24,4.79,10.05,29.9,70.1,Top 20,none,MEDIUM
P055,HUBBARD,MARK,3,94,45.963448112414966,60.84607136094115,38.089838695207355,50.833333333333336,0.0,52.249343030405534,0.31,2.52,4.96,9.59,38.6,61.4,Top 20,none,MEDIUM
P027,FINAU,TONY,3,95,50.03438213740691,46.64837268999754,50.0,54.7,0.0,51.84606221914006,0.2,1.49,3.47,7.82,34.4,65.6,Pass / No Edge,renaissance-debut,LOW
P165,HODGES,LEE,3,96,50.03438213740691,47.689057177536135,50.0,52.166666666666664,0.0,51.74266182847132,0.19,1.47,3.43,7.76,32.7,67.3,Pass / No Edge,renaissance-debut,LOW
P161,DOU,ZECHENG,3,97,50.03438213740691,49.33432211871839,50.0,48.166666666666664,0.0,51.58034927883943,0.18,1.44,3.37,7.67,30.3,69.7,Pass / No Edge,renaissance-debut,LOW
P072,LACROIX,FREDERIC,3,98,46.17974530170701,61.91013295935397,38.352249009315514,43.5,0.0,51.25048802323991,0.28,2.32,4.66,9.16,33.6,66.4,Top 20,none,MEDIUM
P020,DEL REY,ALEJANDRO,3,99,36.443044134499075,64.97334059114846,51.29782450531807,50.0,0.0,51.160681434342116,0.34,2.63,5.28,10.41,33.1,66.9,Top 20,none,HIGH
P006,BROWN,DAN,3,100,47.09484879486565,60.44704826153634,46.57443885137119,35.1,0.0,51.098645942418436,0.29,2.18,4.58,9.42,31.1,68.9,Top 20,none,MEDIUM
P109,POTGIETER,ALDRICH,3,101,53.434020265655505,39.46622560313482,39.66430057985632,66.95,0.0,51.071804027931755,0.34,1.94,4.11,8.52,55.7,44.3,Make Cut,weak-APP/no-CH,MEDIUM
P160,HOSSLER,BEAU,3,102,50.03438213740691,45.522240831677294,50.0,53.166666666666664,0.0,50.979993453470115,0.19,1.41,3.32,7.57,32.9,67.1,Pass / No Edge,renaissance-debut,LOW
P084,MANASSERO,MATTEO,3,103,43.84373565735295,56.07311020624242,50.55432861534495,45.0,0.0,50.28930904218253,0.34,2.23,5.11,11.45,35.2,64.8,Top 20,none,MEDIUM
P024,ELVIRA,NACHO,3,104,50.03438213740691,47.265850859985584,50.0,45.5,0.0,50.02381979870289,0.17,1.31,3.13,7.23,28.0,72.0,Miss Cut,renaissance-debut,LOW
P119,RODRIGUES,DANIEL,3,105,50.03438213740691,47.265850859985584,50.0,45.5,0.0,50.02381979870289,0.17,1.31,3.13,7.23,28.0,72.0,Miss Cut,renaissance-debut,LOW
P044,HIDALGO,ANGEL,3,106,50.03438213740691,47.265850859985584,50.0,45.5,0.0,50.02381979870289,0.17,1.31,3.13,7.23,28.0,72.0,Miss Cut,renaissance-debut,LOW
P060,KANEKO,KOTA,4,107,45.34450538613312,42.13578418400134,50.0,67.4,0.0,49.82558851118782,0.36,1.98,4.27,9.0,37.5,62.5,Pass / No Edge,renaissance-debut,LOW
P063,KIM,BAEKJUN,4,108,55.076698711394506,52.707074942778426,50.0,20.0,0.0,49.755832824912346,0.13,1.11,2.78,6.72,18.5,81.5,Miss Cut,renaissance-debut,SPECULATIVE
P135,STERNE,RICHARD,4,109,45.567457873557224,60.700972052066675,40.451531522180794,38.0,0.0,49.545664148456744,0.25,2.08,4.3,8.69,29.4,70.6,Miss Cut,none,LOW
P139,SULLIVAN,ANDY,4,110,37.69091253426086,59.491811144779376,66.9987082994563,31.549999999999997,0.0,48.78490991815388,0.34,2.07,4.65,10.2,25.9,74.1,Miss Cut,none,LOW
P141,SYME,CONNOR,4,111,37.9704350558075,63.72387432028492,62.319057697860785,26.3,0.0,48.620158404289924,0.29,2.03,4.5,9.75,22.4,77.6,Miss Cut,none,LOW
P110,PREMLALL,YURAV,4,112,35.667701902113755,46.661270406341934,50.0,75.05,0.0,47.74281302398627,0.33,2.06,4.32,8.83,33.5,66.5,Pass / No Edge,renaissance-debut,LOW
P163,STANGER,JIMMY,4,113,50.03438213740691,40.78071786056803,50.0,48.333333333333336,0.0,47.70469268469819,0.16,1.16,2.84,6.71,28.4,71.6,Miss Cut,renaissance-debut,SPECULATIVE
P058,JARVIS,CASEY,4,114,43.94023748026786,49.58905201652024,50.0,46.666666666666664,0.0,47.63581829880165,0.25,1.67,3.73,8.11,23.4,76.6,Miss Cut,renaissance-debut,LOW
P012,CHACARRA,EUGENIO,4,115,46.71549680133807,34.13301989472631,40.451531522180794,79.7,0.0,47.62975383028889,0.34,1.82,3.87,7.99,56.8,43.2,Make Cut,weak-APP/no-CH,LOW
P159,DAHMEN,JOEL,4,116,50.03438213740691,47.70034267933748,50.0,33.6,0.0,47.50014424686916,0.13,1.09,2.71,6.5,20.8,79.2,Miss Cut,renaissance-debut,SPECULATIVE
