rank_model,player_id,player_display,name_key,data_depth_class,baseline_confidence_band,neutral_skill_sg,neutral_skill_index,sg_total_12m,sg_ott_12m,sg_app_12m,sg_arg_12m,sg_putt_12m,sg_rounds_12m,wins_12m,dd_delta,da_delta,trait_app_wedge,trait_app_100_150,trait_app_150_200,trait_ott_accuracy,trait_ott_distance,trait_putt_short_conv,trait_putt_lag,trait_arg_rough,trait_arg_bunker,trait_par5_scoring,cf_adj_total,cf_short_game,cf_approach,cf_distance,cf_accuracy,cf_putt_2_5ft,cf_putt_5_30ft,cf_rough,cf_bunker,shotdist_50_100,shotdist_100_150,shotdist_150_200,shotdist_200plus,venue_fit_score,venue_fit_delta,venue_fit_conf_band,venue_history_rounds,venue_history_sg,venue_history_delta,venue_history_conf_band,sg_total_2026,form_vs_baseline,recent_form_index,form_score_adjusted,recent_form_gate_applied,recent_form_gate_reason,debut_flag,debut_class,injury_flag,ap_bomb_and_spray,ap_wedge_liability,ap_poor_birdie_conv,ap_rough_approach_liab,primary_trait_driver,primary_risk_trait,trait_summary_label
37,54,"Smalley, Alex",SMALLEY_ALEX,deep,high,0.66,39.371980676328505,0.66,0.21,0.31,-0.08,0.13,94,0,3.5,1.7,53.804130579613584,54.107845406155974,53.269983230855225,54.34439178515006,64.4415917843389,49.66070326958664,50.38759689922486,32.402707275803735,33.02752293577982,46.88221709006928,-0.0,-0.03,0.0,-0.01,0.04,7.0,12.2,1.6,1.1,1.9,5.7,6.0,3.4,50.66684799109665,11.294867314768148,high,6,1.09,1.5088,medium,1.091799032,0.4317990319999999,50.205623570049305,0.85646855956,False,,False,,False,False,False,False,True,OTT_Distance,ARG_Rough,OTT_Distance+OTT_Accuracy; weak ARG_Rough
38,2,"Bradley, Keegan",BRADLEY_KEEGAN,deep,high,1.02,48.06763285024155,1.02,0.31,0.15,0.4,0.19,82,1,5.3,0.6,41.29247168554297,45.1284424901643,44.382336500838456,53.79146919431278,70.08985879332478,48.180135718692185,39.53488372093024,75.38071065989848,77.06422018348624,55.35026943802925,-0.05,-0.06,0.0,-0.03,0.03,6.9,12.0,1.6,1.1,2.0,5.7,5.8,3.4,49.65067461215136,1.5830417619098114,high,56,1.364,1.4664,medium,0.816626731,-0.20337326899999997,48.120810736706574,0.927465162605,False,,False,,False,False,True,False,False,ARG_Bunker,PUTT_Lag,ARG_Bunker+ARG_Rough; weak PUTT_Lag
39,35,"Scott, Adam",SCOTT_ADAM,deep,high,1.04,48.55072463768116,1.04,0.36,0.8,0.03,-0.16,90,0,9.4,-1.5,85.10326449033975,82.66604952557277,82.89547233091113,45.181674565560826,77.02182284980745,29.98149290561377,27.906976744186018,41.89509306260577,33.94495412844037,67.97536566589685,-0.06,0.0,0.0,-0.04,-0.02,7.0,12.2,1.6,1.0,2.1,5.8,5.7,3.4,56.84979978256517,8.299075144884014,high,18,1.05,0.8679999999999999,medium,1.4341325,0.3941325,58.91815237432859,1.2193302875,False,,False,,False,True,False,True,False,APP_Wedge,PUTT_Lag,APP_Wedge+APP_150-200; weak PUTT_Lag
40,60,"Knapp, Jake",KNAPP_JAKE,medium,medium,1.4575,58.635265700483096,1.64,0.72,0.18,-0.05,0.77,58,0,17.3,-0.1,45.582944703530984,45.99629715343669,44.214645053102295,61.92733017377565,100.0,98.64281307834673,100.0,39.018612521150594,35.779816513761475,55.35026943802925,-0.21,-0.05,0.0,-0.08,-0.08,7.1,12.2,1.7,1.1,2.2,5.9,5.4,3.4,59.63416029854891,0.9988945980658173,medium,4,-0.383,-0.068,low,1.902548889,0.26254888900000006,68.98580357890262,1.63106906671,False,,False,,False,True,True,False,True,OTT_Distance,ARG_Bunker,OTT_Distance+PUTT_Lag; weak ARG_Bunker
41,9,"Snedeker, Brandt",SNEDEKER_BRANDT,deep,high,-0.02,22.946859903381643,-0.02,-0.45,0.3,0.31,0.08,73,1,-19.9,8.1,54.76349100599599,54.327701920851645,53.381777529345996,57.030015797788295,12.066752246469843,46.267735965453404,31.007751937984544,69.94923857868022,77.98165137614679,40.33872209391839,0.26,-0.03,0.0,0.11,0.18,7.0,12.0,1.6,1.2,1.4,5.3,7.1,3.3,56.06704260799944,33.1201827046178,high,36,0.609,0.34240000000000004,medium,0.197975714,0.217975714,29.76474243519977,0.07917894986999999,False,,False,,False,False,False,False,False,ARG_Bunker,OTT_Distance,ARG_Bunker+ARG_Rough; weak OTT_Distance
42,55,"Kitayama, Kurt",KITAYAMA_KURT,deep,high,1.24,53.3816425120773,1.24,0.58,0.85,-0.09,-0.01,93,1,11.1,0.1,85.34310459693538,86.07961120111085,86.30519843487983,58.372827804107416,87.1630295250321,40.160394818013536,39.53488372093024,30.423011844331644,13.76146788990827,71.82448036951502,-0.03,0.0,0.0,-0.06,0.03,7.0,12.2,1.6,0.9,2.1,5.9,5.5,3.4,61.565265808037786,8.183623295960487,high,6,0.692,0.7064,medium,1.164140351,-0.07585964900000008,55.7400921385222,1.205483859705,False,,False,,False,True,False,True,True,OTT_Distance,ARG_Bunker,OTT_Distance+APP_150-200; weak ARG_Bunker
43,53,"Macintyre, Robert",MACINTYRE_ROBERT,deep,high,1.38,56.763285024154584,1.38,0.5,-0.11,0.23,0.65,100,1,2.6,0.5,23.784143904063953,29.530201342281874,28.172163219675795,62.08530805687204,74.19768934531452,84.94756323257249,75.1937984496125,68.79864636209815,61.46788990825689,47.806004618937635,-0.07,-0.09,0.0,-0.02,0.04,7.0,12.0,1.8,1.1,2.0,5.7,5.9,3.4,51.902763049876945,-4.860521974277638,high,8,1.686,2.2864,medium,1.199316481,-0.1806835189999998,57.381501848607485,1.297788998855,False,,False,,False,True,True,False,False,PUTT_BirdieConv,APP_Wedge,PUTT_BirdieConv+PUTT_Lag; weak APP_Wedge
44,57,"Gerard, Ryan",GERARD_RYAN,deep,high,0.86,44.20289855072465,0.86,0.2,0.68,-0.11,-0.15,118,1,-0.5,3.7,77.30846102598267,76.1050682712335,75.34935718278368,58.92575039494471,59.178433889602054,36.21221468229484,28.682170542635614,31.1336717428088,21.100917431192666,57.3518090839107,0.05,-0.03,0.0,-0.0,0.08,7.1,12.2,1.6,1.0,1.9,5.7,6.1,3.4,56.487086368507896,12.284187817783248,high,4,-0.494,-0.14,low,1.446140571,0.5861405709999999,57.79483636600576,1.1266939598049999,False,,False,,False,False,False,True,True,APP_Wedge,ARG_Bunker,APP_Wedge+APP_100-150; weak ARG_Bunker
45,52,"Lee, Min Woo",LEE_MIN WOO,deep,high,1.08,49.51690821256038,1.08,0.5,-0.04,0.35,0.18,86,0,13.3,0.8,31.658894070619585,33.23304790557741,33.14700950251537,59.24170616113742,86.39281129653402,47.50154225786558,38.759689922480646,73.77326565143822,63.30275229357799,52.732871439568896,-0.15,-0.06,0.0,-0.08,-0.02,6.9,12.0,1.7,1.0,2.2,5.9,5.4,3.4,43.94269054871566,-5.5742176638447205,high,8,0.745,0.45359999999999995,medium,1.413768621,0.33376862099999993,58.86260255787029,1.231864722555,False,,False,,False,False,True,False,False,OTT_Distance,APP_Wedge,OTT_Distance+ARG_Rough; weak APP_Wedge
46,67,"Hojgaard, Nicolai",HOJGAARD_NICOLAI,deep,high,1.07,49.275362318840585,1.07,0.41,0.51,0.01,0.11,102,0,18.0,-4.5,68.83411059293803,66.33881046054154,65.34376746785915,36.33491311216427,88.70346598202825,48.30351634793338,48.83720930232553,37.631133671742816,41.28440366972478,59.73826020015396,-0.28,-0.03,0.0,-0.09,-0.16,7.0,12.2,1.6,1.1,2.3,5.9,5.3,3.4,50.04967966100207,0.7743173421614813,high,0,,0.0,none,1.037655833,-0.03234416699999998,52.30224130601364,1.0552834040149999,False,,False,,False,True,False,False,True,OTT_Distance,OTT_Accuracy,OTT_Distance+APP_Wedge; weak OTT_Accuracy
47,14,"Cauley, Bud",CAULEY_BUD,deep,high,0.65,39.1304347826087,0.65,0.18,0.39,0.27,-0.14,91,1,-1.7,2.7,60.10659560293138,58.87526035639896,59.418669647847956,54.42338072669827,56.867779204107826,25.786551511412735,13.953488372093009,60.33840947546531,55.963302752293586,56.7359507313318,0.02,-0.04,0.0,-0.0,0.05,6.9,12.0,1.6,1.0,1.9,5.7,6.1,3.4,48.96139411809935,9.830959335490647,high,27,0.245,-0.3263999999999999,medium,0.918669672,0.268669672,47.14591914995916,0.77224470076,False,,False,,False,False,False,True,False,ARG_Rough,PUTT_Lag,ARG_Rough+APP_Wedge; weak PUTT_Lag
48,21,"Woodland, Gary",WOODLAND_GARY,deep,high,0.82,43.236714975845416,0.82,0.66,0.39,-0.34,0.38,82,1,13.3,0.4,59.48034643570952,57.97269150659569,58.244829513694796,63.74407582938388,93.06803594351733,72.17766810610733,85.27131782945753,11.049069373942466,0.0,53.73364126250962,-0.05,0.0,0.0,-0.06,0.01,7.1,12.4,1.7,1.0,2.1,5.9,5.5,3.4,58.57566415473307,15.338949178887653,high,23,0.428,0.47119999999999995,medium,1.061215185,0.24121518500000005,50.860758268781005,0.9297529091749999,False,,False,,False,True,False,False,True,OTT_Distance,ARG_Bunker,OTT_Distance+PUTT_Lag; weak ARG_Bunker
49,11,"Thomas, Justin",THOMAS_JUSTIN,deep,high,1.15,51.20772946859904,1.15,0.18,0.25,0.52,0.21,70,0,2.9,-3.5,47.19520319786808,51.36542467021522,48.68641699273336,32.93838862559242,62.00256739409499,49.53732264034551,33.33333333333347,87.25888324873098,78.89908256880734,58.19861431870669,-0.16,-0.1,0.0,-0.03,-0.03,6.9,11.9,1.6,1.0,2.0,5.7,5.9,3.4,47.037822802009856,-4.169906666589185,high,34,1.134,0.588,medium,1.203102857,0.05310285700000006,55.746836668780496,1.1741617999349998,False,,False,,False,True,True,False,False,ARG_Rough,OTT_Accuracy,ARG_Rough+ARG_Bunker; weak OTT_Accuracy
50,58,"James, Ben",JAMES_BEN,medium,medium,0.55,36.71497584541063,0.43,0.03,0.41,0.27,-0.28,50,0,0.6,6.1,64.51698867421717,55.97084008331403,62.94019005030743,62.55924170616112,53.78690629011553,21.838371375693985,18.604651162790724,64.97461928934013,65.1376146788991,53.88760585065435,0.05,0.03,0.0,-0.01,0.04,7.0,12.2,1.7,1.1,1.9,5.7,6.0,3.4,51.91062567082075,15.195649825410122,medium,4,-2.676,-0.176,low,0.557983333,0.12798333300000003,40.16673037461239,0.55311349987,False,,False,,False,False,False,True,False,ARG_Bunker,PUTT_Lag,ARG_Bunker+ARG_Rough; weak PUTT_Lag
51,43,"Conners, Corey",CONNERS_COREY,deep,high,0.54,36.473429951690825,0.54,0.22,0.59,-0.03,-0.24,86,0,-1.9,6.9,72.09860093271153,71.73108076834063,71.26886528787033,71.56398104265404,58.40821566110398,24.552745219000563,21.70542635658911,34.991539763113366,37.61467889908258,56.88991531947652,0.19,0.02,0.0,0.01,0.16,7.0,12.2,1.6,1.1,1.8,5.7,6.2,3.4,57.62074300235175,21.147313050660927,high,12,1.203,0.3152,medium,0.401406786,-0.13859321400000002,37.4121648228754,0.47694008762999995,False,,False,,False,False,False,True,True,APP_Wedge,PUTT_Lag,APP_Wedge+APP_100-150; weak PUTT_Lag
52,6,"Day, Jason",DAY_JASON,medium,medium,0.85,43.96135265700483,0.83,0.14,-0.24,0.55,0.41,66,0,-1.6,1.5,19.42704863424384,21.731080768340654,19.787590832867522,52.92259083728279,55.71245186136073,63.109191856878496,41.08527131782957,100.0,100.0,42.87913779830639,-0.08,-0.09,-0.0,0.01,-0.0,6.9,11.8,1.8,1.2,1.9,5.6,6.2,3.4,44.15609311482691,0.19474045782207838,medium,40,1.188,1.256,medium,0.771050217,-0.05894978299999998,46.27281115329027,0.81920958463,False,,False,,False,False,True,False,False,ARG_Rough,APP_Wedge,ARG_Rough+ARG_Bunker; weak APP_Wedge
53,70,"Reitan, Kristoffer",REITAN_KRISTOFFER,deep,high,0.89,44.927536231884055,0.89,0.64,0.11,-0.18,0.27,113,2,8.2,0.6,41.91872085276482,42.36287896320295,41.922861934041364,64.21800947867297,86.00770218228499,64.71314003701416,68.99224806201559,27.969543147208114,14.678899082568819,48.34488067744419,-0.03,-0.01,0.0,-0.05,0.03,7.1,12.3,1.7,1.0,2.1,5.8,5.6,3.4,50.907428822243716,5.979892590359661,high,0,,0.0,none,0.922829167,0.03282916699999994,48.991530528772266,0.904937270985,False,,False,,False,False,True,False,True,OTT_Distance,ARG_Bunker,OTT_Distance+PUTT_Lag; weak ARG_Bunker
54,68,"Mccarty, Matt",MCCARTY_MATT,deep,high,0.73,41.06280193236715,0.73,0.11,0.17,-0.08,0.4,100,0,-4.5,2.1,46.56895403064623,44.54987271464938,45.94745667970933,52.922590837282755,51.09114249037228,73.53485502776066,71.31782945736438,36.32825719120136,33.02752293577982,40.26173979984604,0.05,-0.03,0.0,0.02,0.06,7.1,12.2,1.7,1.1,1.8,5.5,6.3,3.4,53.611287949367465,12.548486017000315,high,0,,0.0,none,0.547010588,-0.18298941199999996,41.32757031634698,0.64673981754,False,,False,,False,False,True,False,True,PUTT_BirdieConv,ARG_Bunker,PUTT_BirdieConv+PUTT_Lag; weak ARG_Bunker
55,33,"Berger, Daniel",BERGER_DANIEL,deep,high,0.38,32.60869565217392,0.38,0.25,0.73,-0.43,-0.14,75,0,2.2,3.2,82.85143237841439,78.78963202962275,79.48574622694242,61.53238546603475,64.31322207958921,36.8908081431215,37.20930232558145,0.0,0.9174311926605715,52.65588914549654,0.13,0.05,0.0,-0.01,0.09,7.1,12.3,1.6,1.1,1.9,5.7,6.0,3.4,58.13041857910228,25.521722926928362,high,18,0.878,-0.2288,medium,0.567395,0.18739499999999998,39.09221692761796,0.46526472499999993,False,,False,,False,False,False,True,True,APP_Wedge,ARG_Rough,APP_Wedge+APP_150-200; weak ARG_Rough
56,3,"Glover, Lucas",GLOVER_LUCAS,medium,medium,0.2425,29.287439613526573,0.02,0.1,0.43,0.02,-0.52,63,0,-12.2,9.5,68.14123917388407,61.01596852580421,60.25712688652878,79.77883096366507,42.10526315789473,0.0,0.0,46.34517766497462,42.20183486238533,50.34642032332564,0.36,0.08,0.0,0.07,0.22,6.9,12.2,1.7,1.1,1.6,5.5,6.7,3.4,53.06736273671784,23.779923123191267,medium,44,-0.208,-2.0303999999999998,medium,-0.501343659,-0.521343659,21.47706281023116,-0.04759902701,False,,False,,False,False,False,True,False,OTT_Accuracy,PUTT_BirdieConv,OTT_Accuracy+APP_Wedge; weak PUTT_BirdieConv
57,65,"Fitzpatrick, Alex",FITZPATRICK_ALEX,deep,high,0.45,34.29951690821256,0.45,0.14,0.21,0.1,0.07,112,2,-3.4,4.8,47.20852764823451,49.780143485304315,47.90385690329793,61.92733017377567,53.145057766367145,45.58914250462675,37.98449612403105,51.04906937394248,40.36697247706423,46.34334103156274,0.11,-0.03,0.0,0.0,0.14,7.0,12.1,1.6,1.0,1.8,5.7,6.1,3.4,50.83559995181239,16.53608304359983,high,0,,0.0,none,1.043890909,0.593890909,47.82725693345843,0.720220363595,False,,False,,False,False,True,False,False,OTT_Accuracy,PUTT_Lag,OTT_Accuracy+OTT_Distance; weak PUTT_Lag
58,56,"Stevens, Sam",STEVENS_SAM,deep,high,0.51,35.7487922705314,0.51,0.44,0.19,0.06,-0.17,106,0,5.7,0.7,48.84743504330446,46.47072436935893,46.89770821688094,57.74091627172194,75.35301668806162,29.302899444787116,27.131782945736425,45.46531302876481,36.697247706422026,51.73210161662817,-0.03,-0.0,0.0,-0.04,0.01,7.0,12.2,1.6,1.0,2.0,5.8,5.8,3.4,44.35920379088013,8.610411520348727,high,6,-0.048,-1.8599999999999999,medium,0.739337647,0.22933764700000003,43.01839358478464,0.614348629385,False,,False,,False,False,True,True,False,OTT_Distance,PUTT_Lag,OTT_Distance+OTT_Accuracy; weak PUTT_Lag
59,61,"Fox, Ryan",FOX_RYAN,deep,high,0.59,37.68115942028986,0.59,0.27,0.17,0.09,0.1,92,0,7.9,-7.8,45.86275816122585,46.25086785466326,43.93515930687535,22.43285939968403,71.63029525032093,47.62492288710673,40.31007751937984,47.68189509306261,48.62385321100919,47.882986913010015,-0.18,-0.02,0.0,-0.04,-0.12,7.0,12.1,1.6,1.1,2.1,5.7,5.8,3.4,40.25454591324381,2.5733864929539507,high,4,1.506,-0.003999999999999997,low,0.841824219,0.25182421900000007,45.37717155547893,0.704580019645,False,,False,,False,True,True,False,False,OTT_Distance,OTT_Accuracy,OTT_Distance+ARG_Bunker; weak OTT_Accuracy
60,46,"Novak, Andrew",NOVAK_ANDREW,deep,high,0.31,30.917874396135268,0.31,0.07,0.2,0.12,-0.13,95,0,-0.9,-0.3,48.92738174550299,47.15343670446655,47.68026830631638,43.12796208530804,53.40179717586649,32.01727328809375,22.480620155038707,48.44331641285956,51.37614678899085,44.88067744418784,0.02,0.0,0.0,-0.01,0.02,7.0,12.1,1.6,1.1,1.9,5.7,6.0,3.4,43.06834259093629,12.150468194801022,high,10,0.405,0.9344,medium,0.378606885,0.068606885,35.318992103155615,0.341216132675,False,,False,,False,False,True,True,False,OTT_Distance,PUTT_Lag,OTT_Distance+ARG_Bunker; weak PUTT_Lag
61,37,"Theegala, Sahith",THEEGALA_SAHITH,deep,high,0.65,39.1304347826087,0.65,0.01,0.24,0.34,0.01,98,0,3.4,-2.2,48.74083944037307,50.856283267762095,49.41307993292342,33.33333333333331,56.09756097560976,35.965453423812505,25.581395348837233,69.25549915397632,71.55963302752295,49.807544264819086,-0.13,-0.05,0.0,-0.03,-0.06,6.9,12.0,1.6,1.1,2.0,5.7,5.9,3.4,42.89477318322887,3.7643384006201686,high,14,0.821,1.0952000000000002,medium,0.991130541,0.34113054099999995,48.3955809504318,0.805214396155,False,,False,,False,True,True,True,False,ARG_Bunker,PUTT_Lag,ARG_Bunker+ARG_Rough; weak PUTT_Lag
62,64,"Echavarria, Nico",ECHAVARRIA_NICO,deep,high,0.35,31.88405797101449,0.35,-0.06,0.08,-0.14,0.27,93,1,-6.3,2.5,37.46835443037975,40.66188382318907,41.58747903856903,51.18483412322276,42.49037227214377,64.71314003701416,61.240310077519354,31.624365482233497,36.697247706422026,32.17859892224788,0.07,-0.02,0.0,0.03,0.06,7.1,12.2,1.7,1.2,1.8,5.5,6.4,3.4,47.80016751705784,15.916109546043348,high,2,-1.656,-0.05280000000000001,low,-0.078599091,-0.428599091,27.729653512244962,0.15498741359499998,False,,False,,False,False,True,False,True,PUTT_BirdieConv,ARG_Rough,PUTT_BirdieConv+PUTT_Lag; weak ARG_Rough
63,66,"Hisatsune, Ryo",HISATSUNE_RYO,deep,high,0.11,26.086956521739136,0.11,0.41,0.26,-0.04,-0.28,116,0,-0.5,3.1,50.859427048634245,50.798426290210585,50.475125768585805,66.03475513428118,67.00898587933249,21.838371375693985,18.604651162790724,39.64467005076141,27.522935779816514,50.88529638183218,0.09,0.01,0.0,-0.01,0.08,7.0,12.2,1.7,1.0,1.9,5.7,6.0,3.4,45.74114478479515,19.65418826305601,high,0,,0.0,none,0.772400541,0.662400541,40.63213595407634,0.411392246155,False,,False,,False,False,False,True,True,OTT_Distance,PUTT_Lag,OTT_Distance+OTT_Accuracy; weak PUTT_Lag
64,47,"Pendrith, Taylor",PENDRITH_TAYLOR,deep,high,0.46,34.54106280193237,0.46,0.48,0.02,0.05,-0.05,81,0,10.2,-2.0,35.12325116588941,37.155750983568616,37.28339854667412,51.65876777251186,82.41335044929397,37.44602097470696,36.43410852713172,47.614213197969555,44.954128440366986,47.19014626635873,-0.07,0.02,0.0,-0.05,-0.04,7.0,12.2,1.7,1.1,2.1,5.8,5.6,3.4,41.00688424047398,6.46582143854161,high,10,1.118,1.6320000000000001,medium,0.233644746,-0.22635525400000003,33.92764464133937,0.35700835943000003,False,,False,,False,True,True,True,False,OTT_Distance,APP_Wedge,OTT_Distance+OTT_Accuracy; weak APP_Wedge
65,28,"Hubbard, Mark",HUBBARD_MARK,deep,high,-0.14,20.048309178743963,-0.14,-0.22,0.21,0.0,-0.14,93,0,-5.4,0.1,48.421052631578945,48.981717195093715,48.85410844046953,34.99210110584517,37.48395378690629,31.33867982726709,21.70542635658911,37.54653130287649,49.54128440366972,35.71978444957659,0.08,0.04,0.0,0.03,0.01,7.0,12.1,1.6,1.2,1.8,5.5,6.4,3.4,41.19642234584421,21.14811316710025,high,22,0.544,1.8087999999999997,medium,-0.398587234,-0.258587234,18.589465902701814,-0.25765719147,False,,False,,False,False,True,True,True,ARG_Bunker,PUTT_Lag,ARG_Bunker+APP_100-150; weak PUTT_Lag
66,29,"Im, Sungjae",IM_SUNGJAE,deep,high,0.14,26.811594202898547,0.14,0.24,-0.57,0.5,0.05,90,0,-1.8,2.8,0.0,0.0,0.0,64.21800947867297,59.05006418485238,38.67982726711908,13.178294573643552,92.33502538071068,95.41284403669724,33.872209391839874,-0.02,-0.09,-0.0,0.0,0.07,6.9,11.8,1.8,1.2,1.9,5.6,6.1,3.4,31.29988661660005,4.488292413701501,high,20,1.062,-0.1288,medium,0.37169875,0.23169875,33.943358300831804,0.24542293125000003,False,,False,,False,False,True,True,False,ARG_Bunker,APP_Wedge,ARG_Bunker+ARG_Rough; weak APP_Wedge
67,8,"Hoge, Tom",HOGE_TOM,deep,high,-0.61,8.695652173913043,-0.61,-0.48,0.25,-0.18,-0.37,96,0,-6.8,-2.4,53.55096602265156,50.84471187225179,48.406931246506424,18.64139020537123,25.930680359435176,15.731030228254117,11.627906976744221,22.453468697123526,33.02752293577982,26.789838337182452,0.08,0.05,0.0,0.04,-0.0,7.0,12.2,1.6,1.2,1.8,5.5,6.5,3.3,33.99989211106587,25.304239937152825,high,37,-0.049,-0.33759999999999996,medium,-0.216936094,0.39306390599999996,18.248383868925032,-0.43115592277000003,False,,False,,False,False,False,True,True,APP_Wedge,PUTT_Lag,APP_Wedge+APP_100-150; weak PUTT_Lag
68,10,"Finau, Tony",FINAU_TONY,deep,high,-0.1,21.01449275362319,-0.1,-0.24,-0.12,0.33,-0.04,80,0,6.2,-6.6,25.529646902065288,28.083776903494556,29.737283398546673,10.110584518167448,49.80744544287548,32.57248611967927,13.953488372093148,72.38578680203047,70.6422018348624,32.717474980754425,-0.21,-0.04,0.0,-0.04,-0.12,6.9,11.9,1.7,1.1,2.1,5.7,5.8,3.4,26.664252689139612,5.649759935516421,high,34,0.543,-1.1256,medium,0.338886949,0.438886949,31.60360859884109,0.099693561795,False,,False,,False,True,True,True,False,ARG_Rough,OTT_Accuracy,ARG_Rough+ARG_Bunker; weak OTT_Accuracy
69,71,"Suber, Jackson",SUBER_JACKSON,deep,high,-0.01,23.18840579710145,-0.01,0.04,0.05,-0.07,-0.02,84,0,1.2,-2.8,36.72218520986009,39.20388798889146,36.78032420346562,33.09636650868877,54.942233632862646,39.48180135718688,38.759689922480646,34.51776649746192,33.94495412844037,35.180908391070055,-0.02,0.02,0.0,-0.01,-0.03,7.0,12.2,1.7,1.1,2.0,5.6,6.0,3.4,37.33274557227811,14.144339775176658,high,0,,0.0,none,-0.042791111,-0.032791111,25.686383802860107,-0.024919955505,False,,False,,False,False,True,True,True,OTT_Distance,OTT_Accuracy,OTT_Distance+PUTT_BirdieConv; weak OTT_Accuracy
70,13,"Vegas, Jhonattan",VEGAS_JHONATTAN,deep,high,-0.42,13.285024154589376,-0.42,0.18,-0.01,-0.1,-0.36,77,0,3.5,-3.1,35.02998001332445,33.85790326313353,35.60648406931246,38.23064770932069,62.77278562259306,16.409623689080775,12.403100775193817,39.272419627749585,40.36697247706421,35.873749037721325,-0.02,0.07,-0.0,-0.03,-0.06,7.0,12.2,1.8,1.2,2.0,5.7,5.8,3.4,31.706343335800327,18.42131918121095,high,28,0.04,0.14640000000000003,medium,-0.800552979,-0.380552979,9.587632752153464,-0.593151605445,False,,False,,False,True,True,True,True,OTT_Distance,PUTT_Lag,OTT_Distance+ARG_Bunker; weak PUTT_Lag
71,63,"Campbell, Brian",CAMPBELL_BRIAN,deep,high,-0.97,0.0,-0.97,-0.69,-0.53,-0.09,0.25,72,1,-22.1,5.9,1.3057961359093975,4.0152742420735885,5.589714924538841,43.680884676145354,0.0,57.803824799506486,44.18604651162796,36.58206429780034,50.45871559633027,0.0,0.24,-0.01,-0.0,0.11,0.13,7.0,12.0,1.8,1.3,1.5,5.2,7.2,3.3,30.77071170882795,30.77071170882795,high,2,-1.793,-0.05280000000000001,low,-1.120771667,-0.1507716670000001,0.0,-1.038601108485,False,,False,,False,False,True,False,True,PUTT_BirdieConv,OTT_Distance,PUTT_BirdieConv+ARG_Bunker; weak OTT_Distance
