player_name,events_played,rounds_played,rounds_played_w_shotlink,win,top_5,top_10,top_25,putt_mean,putt_rank,putt_perc_05,putt_perc_25,putt_median,putt_perc_75,putt_perc_95,putt_std_dev,arg_mean,arg_rank,arg_perc_05,arg_perc_25,arg_median,arg_perc_75,arg_perc_95,arg_std_dev,app_mean,app_rank,app_perc_05,app_perc_25,app_median,app_perc_75,app_perc_95,app_std_dev,ott_mean,ott_rank,ott_perc_05,ott_perc_25,ott_median,ott_perc_75,ott_perc_95,ott_std_dev,bs_mean,bs_rank,bs_perc_05,bs_perc_25,bs_median,bs_perc_75,bs_perc_95,bs_std_dev,t2g_mean,t2g_rank,t2g_perc_05,t2g_perc_25,t2g_median,t2g_perc_75,t2g_perc_95,t2g_std_dev,total_mean,total_rank,total_perc_05,total_perc_25,total_median,total_perc_75,total_perc_95,total_std_dev,total_no_am_mean,total_no_am_rank,total_no_am_perc_05,total_no_am_perc_25,total_no_am_median,total_no_am_perc_75,total_no_am_perc_95,total_no_am_std_dev,dist_mean,dist_rank,dist_perc_05,dist_perc_25,dist_median,dist_perc_75,dist_perc_95,dist_std_dev,acc_mean,acc_rank,acc_perc_05,acc_perc_25,acc_median,acc_perc_75,acc_perc_95,acc_std_dev
"Scheffler, Scottie",43,170,168,10,27,33,41,0.554,4,-2.120,-0.407,0.476,1.713,3.242,1.590,0.425,4,-1.162,-0.170,0.409,0.948,2.132,0.984,1.269,1,-1.051,0.316,1.175,2.263,3.613,1.507,0.868,2,-0.687,0.377,0.976,1.443,1.845,0.788,2.138,1,-0.711,0.949,2.119,3.272,4.804,1.724,2.563,1,-0.555,1.372,2.566,3.796,5.326,1.822,3.128,1,-1.091,1.678,3.348,4.802,6.976,2.371,3.128,1,-1.091,1.678,3.348,4.802,6.976,2.371,6.560,29,-10.754,1.146,6.213,12.619,23.289,9.982,0.057,23,-0.126,-0.026,0.054,0.146,0.236,0.124
"Matsuyama, Hideki",51,195,181,3,7,10,29,0.166,36,-2.595,-0.872,0.152,1.339,2.757,1.681,0.446,3,-1.030,-0.206,0.425,1.047,2.092,0.955,0.725,2,-2.023,-0.452,0.747,1.916,3.251,1.582,0.030,62,-1.648,-0.523,0.206,0.829,1.365,1.008,0.755,11,-2.059,-0.443,0.596,1.983,4.207,1.944,1.201,4,-2.138,0.027,1.024,2.505,4.677,2.065,1.362,2,-3.233,-0.427,1.395,2.763,6.033,2.635,1.362,3,-3.233,-0.427,1.395,2.763,6.033,2.635,-0.111,76,-18.526,-5.348,-0.053,6.775,14.355,10.507,-0.009,76,-0.238,-0.092,-0.010,0.089,0.197,0.127
"McNealy, Maverick",54,193,182,1,7,12,27,0.430,10,-2.436,-0.741,0.612,1.557,2.901,1.704,0.203,18,-1.221,-0.457,0.260,0.854,1.802,1.083,0.249,34,-2.446,-0.837,0.301,1.277,2.622,1.570,0.314,27,-1.387,-0.197,0.482,1.004,1.727,1.084,0.564,18,-2.767,-0.786,0.825,1.898,3.496,1.992,0.768,8,-2.852,-0.709,1.109,2.458,4.212,2.273,1.201,3,-3.578,-0.503,1.397,2.972,5.698,2.830,1.201,4,-3.578,-0.503,1.397,2.972,5.698,2.830,4.356,48,-15.161,-2.117,4.752,12.206,19.719,11.169,-0.007,73,-0.223,-0.087,-0.001,0.073,0.190,0.120
"Conners, Corey",48,183,183,0,3,12,24,0.002,66,-2.615,-0.907,0.073,0.990,2.700,1.638,-0.014,63,-1.582,-0.647,-0.050,0.592,1.908,1.019,0.623,5,-2.008,-0.315,0.599,1.689,3.293,1.536,0.386,17,-1.289,-0.202,0.540,1.048,1.763,0.991,1.010,4,-2.430,0.086,1.231,2.302,4.046,1.869,0.995,5,-2.748,-0.298,1.043,2.515,4.681,2.250,0.997,4,-3.434,-0.602,0.768,2.971,5.425,2.822,0.997,6,-3.434,-0.602,0.768,2.971,5.425,2.822,-1.317,85,-17.519,-8.177,-1.774,6.432,13.410,10.209,0.068,14,-0.120,-0.008,0.072,0.145,0.272,0.121
"Kitayama, Kurt",48,171,158,1,5,11,21,-0.188,96,-2.833,-1.239,-0.120,0.811,2.183,1.583,0.053,48,-1.897,-0.510,0.165,0.702,1.621,1.152,0.687,4,-1.521,-0.508,0.615,1.479,3.594,1.651,0.489,9,-1.186,0.050,0.652,1.034,1.882,1.086,1.176,2,-2.018,0.032,1.000,2.386,4.578,1.965,1.230,3,-2.531,0.040,1.295,2.763,4.408,2.232,0.959,5,-3.458,-0.850,0.994,2.831,5.298,2.808,0.959,7,-3.458,-0.850,0.994,2.831,5.298,2.808,10.484,15,-8.848,3.174,10.719,18.238,29.690,12.286,-0.017,86,-0.205,-0.102,-0.011,0.070,0.190,0.123
"Pendrith, Taylor",51,181,173,0,5,9,18,0.021,61,-2.953,-0.969,-0.164,1.160,3.066,1.726,-0.034,69,-1.579,-0.629,-0.041,0.524,1.619,1.006,0.279,26,-2.143,-0.634,0.245,1.267,2.835,1.512,0.513,8,-1.204,-0.116,0.578,1.212,2.130,1.022,0.792,7,-2.116,-0.447,0.840,1.935,3.972,1.837,0.759,9,-2.751,-0.697,0.821,2.216,3.848,2.033,0.728,6,-3.603,-0.626,0.809,2.493,4.819,2.567,0.728,8,-3.603,-0.626,0.809,2.493,4.819,2.567,10.716,14,-3.294,4.742,10.111,16.689,27.543,9.725,-0.017,87,-0.236,-0.104,-0.012,0.069,0.191,0.128
"McCarthy, Denny",47,174,169,0,1,3,14,0.669,2,-1.784,-0.419,0.627,1.684,3.302,1.567,0.081,44,-1.386,-0.482,0.076,0.611,1.630,0.941,0.246,35,-1.963,-0.692,0.280,1.127,2.534,1.382,-0.246,106,-1.913,-0.721,-0.140,0.384,1.170,0.997,-0.001,64,-2.695,-1.257,0.080,1.172,2.905,1.689,0.081,56,-2.759,-1.419,-0.062,1.404,3.190,1.913,0.722,7,-2.919,-0.770,0.777,2.042,4.618,2.287,0.722,9,-2.919,-0.770,0.777,2.042,4.618,2.287,-6.936,112,-24.007,-13.399,-6.904,-1.098,9.649,10.912,0.003,65,-0.203,-0.078,-0.000,0.085,0.194,0.126
"Knapp, Jake",40,140,135,0,4,9,17,0.465,8,-2.545,-0.734,0.536,1.691,3.288,1.874,-0.022,65,-1.590,-0.527,-0.012,0.705,1.310,0.960,0.069,54,-2.655,-0.968,0.377,1.139,2.591,1.796,0.229,35,-2.094,-0.464,0.458,1.113,2.115,1.298,0.298,41,-3.577,-1.105,0.643,1.816,3.400,2.274,0.277,39,-4.119,-1.334,0.432,1.965,3.930,2.452,0.713,8,-4.923,-1.148,0.841,2.755,4.561,3.036,0.713,10,-4.923,-1.148,0.841,2.755,4.561,3.036,12.023,11,-9.781,3.699,12.264,21.133,33.776,15.037,-0.042,108,-0.249,-0.137,-0.038,0.068,0.171,0.138
"Greyserman, Max",55,185,167,0,6,8,19,0.466,7,-2.536,-0.661,0.483,1.545,3.600,1.795,0.132,30,-1.713,-0.408,0.099,0.726,1.841,1.031,-0.062,75,-2.747,-1.302,0.003,1.167,2.756,1.763,0.070,54,-1.922,-0.622,0.253,0.961,1.643,1.269,0.009,62,-3.566,-1.349,0.070,1.535,3.634,2.170,0.142,50,-3.532,-1.456,0.239,1.675,3.975,2.382,0.708,9,-4.560,-0.917,0.492,2.764,5.515,2.939,0.708,11,-4.560,-0.917,0.492,2.764,5.515,2.939,8.767,19,-7.144,1.307,7.837,15.629,27.025,11.723,-0.047,115,-0.284,-0.130,-0.036,0.057,0.142,0.131
"Koivun, Jackson",39,124,35,0,2,4,6,0.776,1,-2.749,-0.326,1.189,1.885,3.078,1.817,-0.040,72,-1.401,-0.756,0.029,0.442,1.368,0.865,0.161,44,-1.495,-0.875,-0.372,1.224,2.771,1.510,0.350,24,-1.074,-0.174,0.327,1.026,1.456,0.910,0.511,24,-1.649,-0.817,0.376,1.819,3.127,1.600,0.471,23,-2.065,-0.691,0.318,2.098,2.979,1.836,0.685,10,-3.182,-1.051,0.859,2.556,4.929,2.555,1.186,5,-3.017,-0.724,1.288,3.108,5.158,2.516,3.898,56,-20.545,-0.955,4.075,11.135,22.988,12.715,0.046,27,-0.133,-0.039,0.037,0.145,0.228,0.127
