player_name,events_played,wins,x_wins,x_wins_majors,rounds_played,shotlink_played,putt_true,arg_true,app_true,ott_true,t2g_true,total_true
"Scheffler, Scottie",16,1,2.3350000000000004,0.146,62,60,0.5118550000000001,0.5455856666666666,0.8930565,0.8323863333333333,2.2710285,2.8237640322580644
"McIlroy, Rory",14,1,0.7110000000000001,0.292,54,50,0.3289092,0.21126520000000004,0.5024148,1.1891988,1.9028788000000003,2.1260575925925926
"Fitzpatrick, Matt",18,3,1.7840000000000003,0,70,68,0.10837897058823528,0.5870832352941177,0.9640991176470588,0.4245492647058824,1.975731617647059,2.0417014285714283
"Rahm, Jon",14,2,1.0550000000000002,0.006,54,54,0.23562999999999998,0.2927383333333333,0.7024301851851852,0.8084412962962964,1.803609814814815,2.0392390740740742
"Young, Cameron",15,2,2.245,0.065,60,59,0.13773542372881356,0.32212949152542375,0.736251186440678,0.8416940677966102,1.900074745762712,2.0306438333333334
"Morikawa, Collin",13,1,1.178,0.028,50,50,0.3632318,0.068505,1.0639838,0.4477092,1.580198,1.9434294
"Kim, Si Woo",21,0,1.288,0,82,75,0.037125066666666665,0.3152157333333333,0.8369481333333333,0.5583536,1.7105174666666665,1.8304684146341463
"Burns, Sam",17,0,0.8510000000000001,0.062,62,60,0.8189451666666667,-0.031590333333333324,0.6343846666666667,0.39167966666666665,0.994474,1.8049274193548388
"Fleetwood, Tommy",18,0,1.194,0,70,70,0.27695457142857144,0.45133814285714285,0.4731267142857143,0.5690958571428572,1.4935607142857141,1.7705145714285715
"Aberg, Ludvig",17,0,0.634,0.003,62,59,0.18342186440677966,0.2077764406779661,0.8481269491525424,0.6243418644067797,1.6802452542372883,1.7365254838709678
"Gotterup, Chris",19,3,0.6150000000000001,0,74,73,0.3874719178082192,0.07899999999999999,0.5257443835616438,0.7285116438356165,1.3332560273972602,1.7106004054054054
"Henley, Russell",16,1,0.196,0.065,58,56,0.4715023214285714,0.17134910714285714,0.6344139285714286,0.38025803571428574,1.1860210714285715,1.6710637931034482
"Schauffele, Xander",16,0,0.641,0.012,60,59,0.22510559322033896,0.12546898305084744,0.5825664406779661,0.7233935593220339,1.4314289830508475,1.6390563333333332
"Cantlay, Patrick",16,0,0.025000000000000005,0.001,56,53,0.08132132075471699,0.3877507547169811,0.6564743396226416,0.44755735849056605,1.4917824528301888,1.5568203571428572
"Clark, Wyndham",19,2,1.9469999999999998,0.08,68,65,0.42521661538461536,0.4338490769230769,0.5340856923076923,0.12580046153846156,1.0937352307692307,1.4838641176470588
"Knapp, Jake",13,0,0.198,0.005,44,43,0.5977802325581396,-0.02809348837209302,0.49411883720930233,0.3711444186046512,0.8371697674418604,1.4698670454545455
"Gerard, Ryan",22,0,1.791,0,82,75,0.385542,-0.09655933333333333,0.6208466666666667,0.3074993333333333,0.8317866666666666,1.423890243902439
"MacIntyre, Robert",18,0,0.6000000000000001,0,66,64,0.62708015625,0.13220734374999998,-0.03300468750000001,0.626744375,0.72594703125,1.3908083333333334
"McNealy, Maverick",17,0,0.042,0,64,63,0.5618179365079364,0.41771825396825396,0.06656888888888887,0.3010257142857143,0.7853128571428571,1.388133125
"Bridgeman, Jacob",19,1,1.0339999999999998,0,74,72,0.6842431944444445,-0.03477180555555557,0.4932418055555556,0.22949625,0.68796625,1.3648472972972974
"Reed, Patrick",13,2,0.36,0.001,48,40,0.264254,0.41586325,0.7811265000000001,0.0865785,1.28356825,1.35511125
"Lee, Min Woo",19,0,1.121,0,70,60,0.15196666666666667,0.25666683333333334,0.2943945,0.6605703333333334,1.2116316666666667,1.353299
"Rose, Justin",15,1,1.012,0.065,51,48,0.20428645833333334,0.05589500000000001,0.7973454166666666,0.2089,1.0621404166666666,1.330590588235294
"Bhatia, Akshay",18,1,1.181,0,59,54,0.7645174074074075,0.24843796296296297,0.531212037037037,-0.08071851851851852,0.6989314814814814,1.2760613559322034
"Lowry, Shane",19,0,0.067,0,66,66,0.04146530303030305,0.006192575757575753,0.9410398484848485,0.2668216666666667,1.2140540909090909,1.2555186363636361
"Hovland, Viktor",18,1,0.544,0,64,64,0.031726875,0.2533975,0.77228125,0.19720109375,1.22287984375,1.25460625
"Matsuyama, Hideki",17,0,0.34700000000000003,0.001,68,67,0.18150626865671643,0.41468626865671643,0.6359149253731343,-0.059393880597014934,0.9912073134328359,1.228574705882353
"English, Harris",18,0,0.017,0,64,61,0.618575737704918,0.12182213114754098,0.019404098360655736,0.4478070491803279,0.5890332786885246,1.224568125
