player_name,events_played,rounds_played,rounds_played_w_shotlink,win,top_5,top_10,top_25,putt_mean,putt_rank,putt_perc_05,putt_perc_25,putt_median,putt_perc_75,putt_perc_95,putt_std_dev,arg_mean,arg_rank,arg_perc_05,arg_perc_25,arg_median,arg_perc_75,arg_perc_95,arg_std_dev,app_mean,app_rank,app_perc_05,app_perc_25,app_median,app_perc_75,app_perc_95,app_std_dev,ott_mean,ott_rank,ott_perc_05,ott_perc_25,ott_median,ott_perc_75,ott_perc_95,ott_std_dev,bs_mean,bs_rank,bs_perc_05,bs_perc_25,bs_median,bs_perc_75,bs_perc_95,bs_std_dev,t2g_mean,t2g_rank,t2g_perc_05,t2g_perc_25,t2g_median,t2g_perc_75,t2g_perc_95,t2g_std_dev,total_mean,total_rank,total_perc_05,total_perc_25,total_median,total_perc_75,total_perc_95,total_std_dev,total_no_am_mean,total_no_am_rank,total_no_am_perc_05,total_no_am_perc_25,total_no_am_median,total_no_am_perc_75,total_no_am_perc_95,total_no_am_std_dev,dist_mean,dist_rank,dist_perc_05,dist_perc_25,dist_median,dist_perc_75,dist_perc_95,dist_std_dev,acc_mean,acc_rank,acc_perc_05,acc_perc_25,acc_median,acc_perc_75,acc_perc_95,acc_std_dev
"Scheffler, Scottie",14,56,54,1,9,9,14,0.586,9,-1.680,-0.291,0.577,1.281,2.936,1.485,0.565,3,-0.781,-0.070,0.576,1.025,2.658,1.006,0.912,4,-1.490,0.322,0.796,1.577,3.101,1.464,0.852,3,-0.394,0.399,0.858,1.394,1.905,0.722,1.764,1,-0.811,1.002,1.703,2.832,4.647,1.632,2.329,1,-0.698,1.180,2.316,3.492,5.296,1.716,2.957,1,-1.041,1.417,3.330,4.816,6.308,2.393,2.957,1,-1.041,1.417,3.330,4.816,6.308,2.393,7.204,35,-9.469,2.060,7.758,12.506,23.018,9.539,0.049,29,-0.096,-0.030,0.042,0.145,0.219,0.127
"McIlroy, Rory",11,42,42,1,3,4,7,0.340,24,-1.899,-1.039,0.174,1.935,2.678,1.608,0.263,24,-1.666,-0.370,0.462,0.878,2.470,1.239,0.644,16,-2.690,-0.278,1.097,1.834,3.174,1.700,1.026,1,-0.101,0.605,1.194,1.674,2.272,0.980,1.670,2,-0.835,0.686,1.812,2.931,4.067,1.738,1.933,3,-1.153,0.651,2.503,3.621,5.017,2.149,2.273,2,-1.303,0.396,2.209,4.258,6.508,2.737,2.273,2,-1.303,0.396,2.209,4.258,6.508,2.737,22.645,2,6.642,17.884,23.553,30.000,36.852,10.477,-0.043,133,-0.227,-0.146,-0.014,0.041,0.116,0.109
"Rahm, Jon",12,46,46,2,8,9,10,0.310,27,-2.747,-0.579,0.636,1.482,2.727,1.782,0.364,18,-1.148,-0.239,0.376,0.863,2.045,0.995,0.758,11,-1.371,-0.106,0.614,1.554,3.643,1.508,0.802,4,-0.553,0.115,0.765,1.553,2.300,0.990,1.560,3,-0.693,0.484,1.492,2.485,4.342,1.599,1.924,4,-1.762,0.872,2.149,3.212,4.929,1.901,2.234,3,-1.490,1.223,2.628,3.545,5.340,2.403,2.234,3,-1.490,1.223,2.628,3.545,5.340,2.403,11.150,20,-7.042,3.266,9.178,19.939,31.977,13.111,0.018,57,-0.173,-0.065,0.032,0.097,0.184,0.119
"Fitzpatrick, Matt",16,64,62,3,6,7,12,0.044,71,-2.349,-0.993,0.073,0.823,3.058,1.676,0.700,1,-0.596,-0.038,0.612,1.498,2.715,1.046,0.951,2,-1.282,0.259,1.004,1.641,3.156,1.336,0.444,32,-1.394,0.014,0.632,1.045,1.731,0.933,1.394,8,-1.399,0.174,1.673,2.518,4.006,1.671,2.094,2,-0.592,1.289,2.265,3.098,4.564,1.629,2.092,4,-2.086,0.504,2.143,3.669,5.972,2.441,2.092,4,-2.086,0.504,2.143,3.669,5.972,2.441,0.991,61,-17.033,-5.506,1.764,7.487,17.123,10.845,0.076,13,-0.113,0.003,0.064,0.153,0.296,0.123
"Schauffele, Xander",14,54,53,0,2,5,9,0.289,29,-1.956,-0.814,0.128,1.436,2.636,1.477,0.113,52,-1.417,-0.454,0.161,0.815,1.440,0.924,0.633,18,-1.704,-0.493,0.524,1.633,2.774,1.485,0.761,5,-0.885,0.222,0.985,1.354,2.080,0.897,1.394,9,-0.921,0.382,1.079,2.450,4.130,1.631,1.507,10,-1.421,0.143,1.342,2.783,4.524,1.934,1.775,5,-1.568,-0.297,1.537,4.036,5.496,2.476,1.775,5,-1.568,-0.297,1.537,4.036,5.496,2.476,12.147,16,-7.697,7.978,13.874,18.762,27.216,10.832,0.002,89,-0.173,-0.081,-0.001,0.096,0.180,0.136
"Aberg, Ludvig",15,56,53,0,5,6,10,0.218,39,-2.068,-0.801,0.202,1.319,2.446,1.468,0.221,30,-1.804,-0.134,0.284,0.898,1.629,1.057,0.852,8,-1.945,0.064,0.687,2.001,3.825,1.746,0.624,11,-0.688,0.062,0.708,1.231,2.047,0.972,1.476,4,-2.206,0.393,1.440,2.911,4.478,1.907,1.697,6,-1.913,0.433,1.469,3.433,4.685,2.235,1.773,6,-2.991,0.126,1.745,3.448,6.546,2.925,1.773,6,-2.991,0.126,1.745,3.448,6.546,2.925,12.886,15,-2.250,6.708,12.589,17.017,33.085,10.311,0.025,48,-0.160,-0.041,0.014,0.115,0.194,0.113
"Kim, Si Woo",18,70,67,0,5,8,10,-0.062,92,-2.776,-1.335,-0.162,1.021,2.504,1.603,0.269,23,-1.094,-0.432,0.232,0.995,1.623,0.974,0.852,9,-1.801,-0.041,0.664,1.828,3.674,1.719,0.612,14,-0.279,0.148,0.589,1.023,1.618,0.627,1.464,5,-1.329,-0.018,1.425,2.669,4.481,1.863,1.733,5,-1.129,0.201,1.755,3.059,4.829,1.953,1.740,7,-2.635,0.112,1.898,3.729,5.534,2.657,1.740,7,-2.635,0.112,1.898,3.729,5.534,2.657,-4.228,107,-17.303,-8.659,-3.919,1.317,9.213,8.109,0.100,5,-0.101,0.018,0.080,0.191,0.327,0.133
"Knapp, Jake",11,40,39,0,1,5,7,0.777,1,-1.822,-0.046,0.845,1.735,3.219,1.809,0.037,67,-1.262,-0.500,-0.124,0.594,1.914,0.908,0.466,32,-1.928,-0.229,0.736,1.242,2.457,1.293,0.387,40,-2.074,-0.302,0.493,1.320,2.391,1.365,0.853,26,-3.054,0.344,1.154,1.879,3.292,1.913,0.890,26,-4.362,0.019,1.112,2.142,4.531,2.282,1.702,8,-3.859,0.320,2.148,3.805,4.727,2.709,1.702,8,-3.859,0.320,2.148,3.805,4.727,2.709,15.356,13,-8.391,5.381,15.005,24.065,39.270,15.750,-0.031,125,-0.233,-0.113,-0.013,0.082,0.149,0.134
"Fleetwood, Tommy",16,62,62,0,3,6,11,0.241,36,-1.844,-0.616,0.219,1.502,2.633,1.573,0.438,10,-1.036,-0.095,0.415,0.964,2.275,1.067,0.415,35,-1.922,-0.254,0.707,1.218,2.342,1.329,0.605,15,-0.539,0.221,0.641,1.091,1.810,0.746,1.020,16,-1.929,0.557,1.229,1.849,3.325,1.574,1.459,11,-2.612,0.981,1.609,2.730,4.354,1.925,1.700,9,-3.343,-0.187,2.347,3.872,4.791,2.697,1.700,9,-3.343,-0.187,2.347,3.872,4.791,2.697,-0.030,76,-14.915,-7.880,-0.258,5.492,14.740,9.391,0.082,11,-0.059,-0.001,0.068,0.174,0.274,0.105
"Gotterup, Chris",17,66,65,3,3,5,10,0.431,18,-2.048,-0.616,0.103,1.144,3.173,1.636,0.099,54,-1.586,-0.686,0.225,0.757,1.921,1.092,0.482,31,-1.637,-0.824,0.319,1.818,3.320,1.659,0.687,6,-0.697,0.064,0.773,1.330,2.119,0.874,1.169,14,-1.454,-0.455,1.113,2.332,4.201,1.804,1.268,14,-1.873,-0.047,1.276,2.739,4.632,2.113,1.688,10,-2.065,-0.078,1.088,3.359,6.116,2.695,1.688,10,-2.065,-0.078,1.088,3.359,6.116,2.695,16.594,6,-1.620,9.540,16.351,23.521,37.281,11.724,-0.059,138,-0.294,-0.146,-0.068,0.036,0.155,0.137
