position,player_name,course,score,thru,today,sg_ott,distance,accuracy,sg_app,gir,prox_fw,prox_rgh,sg_putt,sg_arg,scrambling,great_shots,poor_shots,sg_total,sg_t2g,sg_bs
T1,"Kim, Tom",AN,-5,18,-5,1.72,303,0.76923,3.39,0.83333,31.1482,null,-0.22,-0.03,0.5,6,5,4.85,5.07,5.1
T1,"Wiesberger, Bernd",AN,-5,18,-5,-0.52,287.3,0.46154,2.3,0.66667,27.7694,141.4769,2.45,0.61,0.5,7,3,4.85,2.4,1.78
T1,"Cantlay, Patrick",AN,-5,18,-5,0.05,306.2,0.53846,1,0.61111,29.9067,31.1671,2.5,1.3,1,7,3,4.85,2.35,1.05
T1,"McIlroy, Rory",AN,-5,18,-5,2.44,323.4,0.69231,0.24,0.61111,32.7812,101.3226,0.87,1.3,0.875,9,3,4.85,3.98,2.68
T1,"Hojgaard, Rasmus",AN,-5,18,-5,-0.54,312.5,0.23077,2.78,0.72222,23.4325,34.9043,2.98,-0.38,0.66667,8,2,4.85,1.86,2.24
T6,"Koepka, Brooks",AN,-4,18,-4,-0.39,297.8,0.46154,2,0.77778,22.0928,47.7547,0.4,1.84,0.33333,7,6,3.85,3.45,1.61
T6,"Lee, Min Woo",AN,-4,18,-4,1.18,304.5,0.61538,1.74,0.88889,19.9983,92.6472,2.05,-1.11,0.5,6,0,3.85,1.8,2.91
T6,"Thorbjornsen, Michael",AN,-4,18,-4,1.73,305.5,0.69231,-1.19,0.72222,33.9674,94.4107,-0.22,3.53,0.66667,5,3,3.85,4.07,0.54
T6,"Kitayama, Kurt",AN,-4,18,-4,0.89,305.5,0.53846,0.46,0.55556,30.8067,70.461,1.82,0.67,0.72727,8,2,3.85,2.02,1.35
T6,"Ayora, Angel",AN,-4,18,-4,0.84,311.2,0.46154,-0.53,0.72222,32.8702,80.1058,1.11,2.42,0.7,6,5,3.85,2.74,0.31
T6,"Lindell, Oliver",AN,-4,18,-4,1.13,296.5,0.61538,1.78,0.83333,30.6387,101.4472,0.48,0.45,0.6,3,4,3.85,3.36,2.91
T6,"Novak, Andrew",AN,-4,18,-4,1.7,314.8,0.61538,0.43,0.66667,31.3409,30.9859,-0.72,2.44,0.875,7,4,3.85,4.56,2.12
T13,"Luiten, Joost",AN,-3,18,-3,-0.6,290.7,0.30769,1.79,0.83333,32.4528,70.547,1.81,-0.14,0.4,6,5,2.85,1.04,1.18
T13,"McCarty, Matt",AN,-3,18,-3,0.05,293.4,0.69231,-0.75,0.66667,39.4138,94.7795,2.88,0.66,0.625,3,4,2.85,-0.04,-0.69
T13,"MacIntyre, Robert",AN,-3,18,-3,1.16,301,0.61538,1.75,0.83333,30.7017,43.8317,0.07,-0.13,0.75,3,1,2.85,2.78,2.91
T13,"Clark, Wyndham",AN,-3,18,-3,0.36,313.7,0.38462,2.97,0.77778,15.7772,61.5039,0.62,-1.1,0.33333,8,4,2.85,2.23,3.33
T13,"Nakajima, Keita",AN,-3,18,-3,0.32,302.7,0.61538,1.06,0.83333,28.5289,29.9512,1.57,-0.1,0.75,4,2,2.85,1.27,1.38
T13,"Brennan, Michael",AN,-3,18,-3,1.56,321.5,0.38462,0.82,0.83333,36.3733,54.5865,-0.59,1.06,0.8,6,4,2.85,3.43,2.38
T13,"Willett, Danny",AN,-3,18,-3,-0.49,289.8,0.53846,-0.39,0.55556,43.6223,81.3488,0.22,3.5,0.875,5,6,2.85,2.63,-0.88
T13,"McKibbin, Tom",AN,-3,18,-3,1.82,309,0.76923,1.25,0.72222,33.1332,50.829,-0.23,0,1,4,2,2.85,3.08,3.08
T13,"Conners, Corey",AN,-3,18,-3,-1.91,291.4,0.15385,3.73,0.77778,30.5165,33.5604,1.55,-0.52,0.6,3,2,2.85,1.3,1.82
T13,"Hill, Calum",AN,-3,18,-3,-0.96,298.5,0.23077,0.96,0.72222,20.5986,75.2348,2.57,0.28,0.8,3,3,2.85,0.27,-0.01
T13,"Fitzpatrick, Matt",AN,-3,18,-3,-0.15,295.1,0.46154,1.82,0.88889,28.3771,35.4184,2.1,-0.93,0.5,4,1,2.85,0.75,1.68
T13,"Fleetwood, Tommy",AN,-3,18,-3,1.05,297.4,0.69231,0.61,0.66667,31.1358,29.9901,0.37,0.8,0.7,1,0,2.85,2.47,1.67
T13,"Roy, Kevin",AN,-3,18,-3,0.7,304.2,0.38462,0.92,0.66667,32.6447,38.1411,0.44,0.79,0.71429,3,3,2.85,2.4,1.62
T13,"Bauchou, Zach",AN,-3,18,-3,-1.07,297,0.46154,-1.05,0.5,42.2983,55.9021,4.15,0.81,1,2,4,2.85,-1.3,-2.11
T27,"Armitage, Marcus",AN,-2,18,-2,0.01,303.4,0.61538,1.1,0.72222,34.3134,35.5035,1.46,-0.72,0.83333,7,5,1.85,0.39,1.11
