player_id,last_name,first_name,tier,rank,neutral_skill_index,venue_fit_score,venue_history_normalized,form_score,penalties_applied,vts_final,win_prob,top5_prob,top10_prob,top20_prob,make_cut_prob,miss_cut_prob,best_betting_lane,anti_pattern_flags,conviction_level
P038,GUERRIER,JULIEN,4,127,46.16451361922885,39.476570441641876,37.43381290993695,44.0,0.0,41.74702066501035,0.17,1.18,2.7,6.0,30.6,69.4,Pass / No Edge,weak-APP/no-CH,LOW
P100,NORRIS,SHAUN,4,128,34.0054744670147,39.01263383132503,38.48345416636959,73.85,0.0,41.21128927474186,0.21,1.47,3.15,6.54,38.9,61.1,Pass / No Edge,weak-APP/no-CH,LOW
P154,WU,ASHUN,4,129,29.78762595727535,38.46542654736159,61.181946336725424,60.7,0.0,40.60102408966011,0.25,1.38,3.23,7.31,33.1,66.9,Pass / No Edge,weak-APP/no-CH,MEDIUM
P115,RAVETTO,DAVID,4,130,35.95441136461841,41.86762835635173,43.33804497737055,54.1,0.0,40.34002484948323,0.18,1.27,2.87,6.27,29.7,70.3,Miss Cut,weak-APP/no-CH,LOW
P109,POTGIETER,ALDRICH,4,131,49.771501310316296,27.527466689563497,39.66430057985632,66.95,3.0,39.75925665036084,0.21,1.2,2.78,6.24,29.9,70.1,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,LOW
P018,COUVRA,MARTIN,4,132,39.241424341173904,39.69624640926198,37.25887270053151,50.833333333333336,0.0,39.264507024988724,0.16,1.15,2.6,5.71,28.4,71.6,Miss Cut,weak-APP/no-CH,LOW
P010,CASTILLO,RICKY,4,133,50.382362128968204,27.669793453662965,50.0,42.9,3.0,37.18130796932576,0.18,0.93,2.37,5.81,12.9,87.1,Miss Cut,weak-APP/no-CH|renaissance-debut|ANTI-PATTERN,SPECULATIVE
P146,VAN DRIEL,DARIUS,4,134,34.35453779195865,39.66690340997698,44.65009654791135,45.166666666666664,0.0,36.781556484408924,0.14,1.03,2.43,5.53,23.0,77.0,Miss Cut,weak-APP/no-CH,LOW
P123,SCHAPER,JAYDEN,4,135,52.09859014327594,28.664600434827822,50.0,30.2,3.0,35.84133786761501,0.15,0.81,2.13,5.39,9.9,90.1,Miss Cut,weak-APP/no-CH|renaissance-debut|ANTI-PATTERN,SPECULATIVE
P149,VON DELLINGSHAUSEN,NICOLAI,5,136,26.52970159113185,40.88027608311333,42.41960887799199,53.166666666666664,0.0,34.01370542608572,0.13,1.01,2.32,5.18,20.6,79.4,Miss Cut,weak-APP/no-CH,LOW
P104,OTAEGUI,ADRIAN,5,137,26.995119357723777,38.83419667351087,55.802534897508146,42.5,0.0,33.98426053326624,0.14,0.94,2.32,5.5,18.7,81.3,Miss Cut,weak-APP/no-CH,LOW
P053,HOSHINO,RIKUYA,5,138,25.540688837123998,40.428235283317434,42.55081403504607,52.833333333333336,0.0,33.19589274774958,0.12,0.97,2.26,5.05,19.7,80.3,Miss Cut,weak-APP/no-CH,LOW
P148,VEERMAN,JOHANNES,5,139,26.907853526487788,45.75094961307785,49.11107188775007,31.5,0.0,33.09062366620495,0.11,0.88,2.32,5.93,13.7,86.3,Miss Cut,acc-neg/app-neg,LOW
P071,KRUYSWIJK,JACQUES,5,140,30.543929827987235,39.274341662785815,41.45743772626207,41.6,0.0,32.91353179955692,0.11,0.87,2.07,4.78,17.6,82.4,Miss Cut,weak-APP/no-CH,SPECULATIVE
P039,GUMBERG,JORDAN,5,141,26.006106603715924,43.414083724074516,47.93022547426335,37.9,0.0,32.6844593860217,0.11,0.89,2.14,4.99,15.1,84.9,Miss Cut,weak-APP/no-CH,SPECULATIVE
P046,HILL,CALUM,5,142,39.910462380649804,22.485387747559404,53.703252384642866,56.4,3.0,32.57390174113357,0.17,0.86,2.19,5.39,18.8,81.2,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,LOW
P061,KATSURAGAWA,YUTO,5,143,29.700360126039364,40.904067704155224,29.036682858475835,51.166666666666664,0.0,32.51066214944957,0.1,0.9,2.04,4.45,18.7,81.3,Miss Cut,weak-APP/no-CH,LOW
P073,LAGERGREN,JOAKIM,5,144,40.84129791383366,24.63852945185037,56.58976583983262,44.833333333333336,3.0,32.16065833052252,0.15,0.79,2.09,5.28,15.3,84.7,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,LOW
P057,JAMIESON,SCOTT,5,145,19.228460377720957,41.058713240927496,52.784816285264306,52.5,0.0,31.957023402552064,0.13,0.97,2.3,5.27,17.6,82.4,Miss Cut,weak-APP/no-CH,LOW
P164,VILIPS,KARL,5,146,39.241424341173904,28.134998950435367,50.0,47.5,3.0,31.89927612378632,0.14,0.81,2.07,5.08,9.3,90.7,Miss Cut,weak-APP/no-CH|renaissance-debut|ANTI-PATTERN,SPECULATIVE
P094,MOORE,TAYLOR,5,147,46.368133892112816,22.198936630215066,33.2352478842064,56.2,3.0,31.69560422966406,0.12,0.77,1.91,4.5,18.4,81.6,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,LOW
P111,PUIG,DAVID,5,148,58.614438875562946,0.0,50.0,50.333333333333336,3.0,31.511450082544478,0.12,0.47,1.4,3.95,17.0,83.0,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|bomb-and-spray|renaissance-debut|ANTI-PATTERN,SPECULATIVE
P076,LEE,JUNGHWAN,5,149,22.98089112086839,39.274341662785815,44.51889139085727,48.666666666666664,0.0,30.720221756008637,0.11,0.86,2.05,4.7,16.4,83.6,Miss Cut,weak-APP/no-CH,LOW
P092,MIGLIOZZI,GUIDO,5,150,34.26727196072267,22.414012884433742,57.639407096265266,57.1,3.0,30.26805986438577,0.16,0.81,2.09,5.21,16.2,83.8,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,LOW
P120,ROY,KEVIN,5,151,42.49934870731741,27.938480160629364,50.0,29.450000000000003,3.0,29.76817047279504,0.11,0.65,1.76,4.52,6.4,93.6,Miss Cut,weak-APP/no-CH|renaissance-debut|ANTI-PATTERN,SPECULATIVE
P007,CAMPBELL,BRIAN,5,152,27.31509407225573,35.59647427132366,39.13947995163999,42.0,0.0,29.0066542170677,0.09,0.73,1.78,4.16,14.7,85.3,Miss Cut,weak-APP/no-CH,LOW
P019,DAVIS,CAM,5,153,19.72296675472488,44.22273448815384,46.09335327550623,31.85,0.0,27.65455948338882,0.08,0.71,1.77,4.2,9.8,90.2,Miss Cut,acc-neg/app-neg,SPECULATIVE
P079,LINDBERG,MIKAEL,5,154,50.382362128968204,0.0,50.0,53.166666666666664,3.0,27.334788332645207,0.1,0.42,1.25,3.54,13.3,86.7,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|bomb-and-spray|renaissance-debut|ANTI-PATTERN,SPECULATIVE
P095,NAIDOO,DYLAN,5,155,14.02159911397375,40.858070570140896,39.92671089396447,55.4,0.0,26.66066125255415,0.08,0.79,1.85,4.15,13.1,86.9,Miss Cut,weak-APP/no-CH,LOW
P102,OK,TAEHOON,5,156,31.969271738175014,29.306974202958827,50.0,28.4,3.0,24.002372966966355,0.08,0.54,1.47,3.84,5.0,95.0,Miss Cut,weak-APP/no-CH|renaissance-debut|ANTI-PATTERN,SPECULATIVE
P091,MERONK,ADRIAN,5,157,32.14380340064699,24.459457850808423,39.40189026574815,43.3,3.0,22.925874317942785,0.07,0.54,1.42,3.55,8.2,91.8,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,SPECULATIVE
P033,FRITTELLI,DYLAN,5,158,25.598866057947987,24.41250905195243,40.32032636512671,52.3,3.0,21.259343006099044,0.07,0.55,1.42,3.51,8.1,91.9,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,LOW
P127,SCHOTT,FREDDY,5,159,28.565904319971533,15.717993317866508,50.0,48.833333333333336,3.0,20.546314506920215,0.07,0.43,1.22,3.28,5.5,94.5,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|renaissance-debut|ANTI-PATTERN,SPECULATIVE
P045,HIGHSMITH,JOE,5,160,26.995119357723777,23.711132063637532,35.990556182342075,47.166666666666664,3.0,19.69900661404492,0.06,0.49,1.28,3.19,6.9,93.1,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,SPECULATIVE
P118,RILEY,DAVIS,5,161,22.05005558768453,21.59415362333024,44.387686233803194,50.833333333333336,3.0,18.528730210465213,0.07,0.49,1.3,3.31,6.9,93.1,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,LOW
P048,HOFFMAN,CHARLEY,5,162,19.141194546484975,23.69067126954151,46.35576358961439,49.833333333333336,3.0,17.961647156478563,0.07,0.49,1.3,3.31,6.2,93.8,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,LOW
P153,WILLETT,DANNY,5,163,25.19162551218005,20.26927755291091,21.426783749339194,50.833333333333336,3.0,14.764021831994498,0.04,0.39,1.02,2.49,5.6,94.4,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,LOW
P074,LARRAZABAL,PABLO,5,164,21.235574496148654,24.00805149424031,29.561503486692153,39.9,3.0,13.48155913095328,0.04,0.37,0.99,2.49,5.0,95.0,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,SPECULATIVE
P059,JOHNSTON,RYGGS,5,165,15.068789088805595,26.256359682698836,39.92671089396447,34.6,3.0,11.977929524952593,0.04,0.35,0.98,2.56,5.0,95.0,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,SPECULATIVE
P138,STRYDOM,OCKIE,5,166,0.0,26.292047114261663,41.10755730745119,47.0,3.0,6.181985068181824,0.03,0.32,0.88,2.28,5.0,95.0,Miss Cut,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,SPECULATIVE
